dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
atrialfibrillation,csta_topk_uniform_top5,0.4317941317941318,0.053619705259356026,0.06018919352252685,0.14796333636729667,0.7222222222222222,120.0,10.0,3
japanesevowels,csta_topk_uniform_top5,0.9682362007406417,0.0038623386887059407,0.002111883359477392,0.004742390394287591,0.9875679875679877,2160.0,10.0,3
