dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
handwriting,random_cov_state,0.47384587682699136,,0.07714406275634089,,,1200.0,10.0,1
