dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,transport_error_logeuc_mean,pca_n_components,pca_explained_variance_ratio_sum
natops,1,random_cov_state,success,,0.9164578111946534,0.9155167558434244,-0.0009410553512290143,1440,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,random_unit_z_direction,,0,0,0,24.900543092982844,2.911407129727777,,
natops,1,pca_cov_state,success,,0.9164578111946534,0.9272727272727272,0.010814916078073833,1440,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,pca_top_z_direction,,0,0,0,21.20195583300665,2.9117163033934617,10.0,0.7684680223464966
