method,n_datasets,mean_f1,mean_rank,win_count
csta_topk_uniform_top5,7,0.6652418044749704,3.0,1
wdba_sameclass,7,0.6679222249312298,3.857142857142857,2
dba_sameclass,7,0.6633089519049827,3.857142857142857,0
random_cov_state,7,0.6481301127637586,3.857142857142857,0
cs_flow_single_step,7,0.6362479912074048,4.0,3
pca_cov_state,7,0.6470301977697016,4.428571428571429,1
csta_template_random_within_bank,7,0.6535458366319812,5.0,0
