dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,warp_sigma,warp_knots,per_channel_curve,window_warp_ratio,window_warp_min_window_len,window_warp_speed_min,window_warp_speed_max,window_slice_ratio,window_slice_min_window_len,wdba_k,wdba_max_iter,wdba_tau,spawner_noise_scale
natops,1,raw_aug_magnitude_warping,success,,0.20725055023629438,0.3510654166961536,0.14381486645985922,288,2.0,2.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_magnitude_warping,0.2588235294117647,1,0,0,0.904515361005906,0.2,4.0,1.0,,,,,,,,,,
natops,1,raw_aug_window_warping,success,,0.20725055023629438,0.2948952186502693,0.08764466841397492,288,2.0,2.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_window_warping,0.26825396825396824,1,0,0,0.10365235299104825,,,,0.1,4.0,0.5,2.0,,,,,,
natops,1,raw_aug_window_slicing,success,,0.20725055023629438,0.3019091338109743,0.0946585835746799,288,2.0,2.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_window_slicing,0.26825396825396824,1,0,0,0.08304114500060678,,,,,,,,0.9,4.0,,,,
natops,1,wdba_sameclass,success,,0.20725055023629438,0.31794056751611927,0.11069001727982489,288,2.0,2.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,0.334054834054834,1,0,0,6.22272563399747,,,,,,,,,,5.0,5.0,11.571065418467755,
natops,1,spawner_sameclass_style,success,,0.20725055023629438,0.2903782725211297,0.08312772228483531,288,2.0,2.0,dtw_pattern_mix,hard,resnet1d,True,True,tslearn,True,spawner_style_same_class_dtw_aligned_average,0.2844127550009903,1,0,0,0.8871103290002793,,,,,,,,,,,,,0.05
