dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,effective_k_dir_zpia,u_perp_norm_ratio_mean,u_perp_zero_rate,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,method_arm,fail_reason
handmovementdirection,1,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
handmovementdirection,2,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
handmovementdirection,3,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
racketsports,1,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
racketsports,2,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
racketsports,3,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
handwriting,1,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
handwriting,2,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
handwriting,3,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
natops,1,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
natops,2,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
natops,3,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
racketsports,1,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
racketsports,2,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
racketsports,3,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
japanesevowels,1,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
japanesevowels,2,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
japanesevowels,3,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
atrialfibrillation,1,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
atrialfibrillation,2,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
atrialfibrillation,3,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
ering,1,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
ering,2,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
ering,3,failed,zpia_top1_pool,resnet1d,act,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,csta_fixed1,multi-template pools require an even --multiplier for +/- template slots.
handmovementdirection,1,success,zpia_multidir_pool,resnet1d,act,0.2384428967090257,0.2434391214765752,0.0049962247675494,2.0953539573428657,21.0,15.0,0.5395413410119293,0.4297619047619047,0.000285447197605,1.1122814125530201e-07,1.0862742392291764,0.1484812755384807,0.2067349553716733,0.9899009169526736,-0.0102331256493926,0.509375,1280.0,1280.0,10,10,0.0,2.2918011594606607,0.121875,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,55.0,128.0,False,1.0,1.0,1.0,0.0,0.7521657954824004,0.7547584640415349,0.0132217261575631,csta_multidir,
handmovementdirection,2,success,zpia_multidir_pool,resnet1d,act,0.2030680813439434,0.2406573745057804,0.037589293161837,18.510676026674417,17.0,30.0,0.3214285714285714,0.4069305091044221,0.0002854357750403,1.111946176118968e-07,1.0872520842288371,0.1479842668812659,0.2076197132810902,0.987985101412486,-0.000980318756774,0.4984375,1280.0,1280.0,10,10,0.0,2.282371200443216,0.134375,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,55.0,128.0,False,1.0,1.0,1.0,0.0,0.7594804272123965,0.761819704350053,0.0119107333957204,csta_multidir,
handmovementdirection,3,success,zpia_multidir_pool,resnet1d,act,0.1875628456510809,0.2616161616161616,0.0740533159650806,39.48184739156332,15.0,11.0,0.3456896551724138,0.3316849816849817,0.0002854344381743,1.1148483391123796e-07,1.0866900576379608,0.1477661170812438,0.2037342306475457,1.0034452843727364,-0.0012440020218491,0.49375,1280.0,1280.0,10,10,0.0,2.29055597070993,0.128125,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,55.0,128.0,False,1.0,1.0,1.0,0.0,0.7623051847260964,0.7644649575641655,0.0116461000250424,csta_multidir,
racketsports,1,success,zpia_multidir_pool,resnet1d,act,0.8656212251404092,0.8795005807200929,0.0138793555796836,1.6033980652489537,30.0,17.0,0.9409722222222222,0.9409722222222222,0.0002217249939268,0.0001210331850143,1.1017524170807107,0.1605490666835022,0.0982861651690685,2.1438648560026827,-0.0257207825779914,0.5216666666666666,1200.0,1200.0,10,10,0.0,2.292917091165154,0.1283333333333333,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6439876728442867,0.6505309066490541,0.0133635817838723,csta_multidir,
racketsports,2,success,zpia_multidir_pool,resnet1d,act,0.8588293650793651,0.8843465202982601,0.0255171552188949,2.971155072856858,30.0,21.0,0.9701754385964912,1.0,0.0002217345628016,0.000133950060412,1.1010919068616496,0.1609427535081755,0.0971920336190132,2.169316663145023,-0.0273526739329099,0.525,1200.0,1200.0,10,10,0.0,2.286831862263692,0.1483333333333333,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6409920133104581,0.6446748194233678,0.0161542688599673,csta_multidir,
racketsports,3,success,zpia_multidir_pool,resnet1d,act,0.8843719087962982,0.8963906898179199,0.0120187810216216,1.3590187050334412,30.0,30.0,0.9705882352941176,0.9105263157894736,0.0002216737245117,0.0001230409439033,1.1010457475475337,0.1574604169398206,0.0982568417655587,2.1508125271014964,-0.0241923928260803,0.5241666666666667,1200.0,1200.0,10,10,0.0,2.28342604319547,0.1366666666666666,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6390133560120386,0.640681388461378,0.013002536628967,csta_multidir,
handwriting,1,success,zpia_multidir_pool,resnet1d,act,0.382737297846506,0.4884529008330028,0.1057156029864967,27.620923270449065,30.0,18.0,0.3055555555555555,0.4388888888888888,0.0001567033705889,0.0003234786286314,1.0693511963195594,0.107143456364828,0.8382226641962712,0.2429830989517447,-0.039214439690113,0.55,1200.0,1200.0,10,10,0.0,2.1988820096145107,0.1433333333333333,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,6.0,120.0,False,1.0,1.0,1.0,0.0,0.7453685192797045,0.7444455584581675,0.002264257482999,csta_multidir,
handwriting,2,success,zpia_multidir_pool,resnet1d,act,0.4136709560472157,0.4430450674592057,0.0293741114119899,7.100837968377769,30.0,23.0,0.3402777777777777,0.4763888888888889,0.0001567701569969,0.0003198067566593,1.0725439581200795,0.1121236956327756,0.817567604927008,0.2591882417685238,-0.0479992851614952,0.5608333333333333,1200.0,1200.0,10,10,0.0,2.198261637287961,0.145,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,6.0,120.0,False,1.0,1.0,1.0,0.0,0.7552577188516096,0.7538034710311421,0.0025632709193199,csta_multidir,
handwriting,3,success,zpia_multidir_pool,resnet1d,act,0.4038917991696072,0.4701282987211129,0.0662364995515056,16.3995612904558,30.0,24.0,0.3305555555555555,0.3694444444444444,0.0001567466458065,0.0003247299310415,1.0725909825152753,0.1102850785461342,0.8099734858121191,0.2621793509247431,-0.0540378578007221,0.5766666666666667,1200.0,1200.0,10,10,0.0,2.226251052039835,0.1466666666666666,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,6.0,120.0,False,1.0,1.0000000000000002,1.0,0.0,0.7505251104427254,0.7490490656463976,0.0034144444333813,csta_multidir,
natops,1,success,zpia_multidir_pool,resnet1d,act,0.9373000436629222,0.972152603731551,0.0348525600686288,3.718399095985064,18.0,30.0,0.972027972027972,0.972027972027972,0.0004482806595063,2.911504640413323,1.3901379569214725,0.5369405020316669,0.0361466770836503,5.82076716417455,-0.0023931311443448,0.5013888888888889,1440.0,1440.0,10,10,0.0,2.13048224924689,0.1986111111111111,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,300.0,144.0,True,1.0,1.0,1.0,0.0,0.7413955341463061,0.757840911898841,0.0115851800505578,csta_multidir,
natops,2,success,zpia_multidir_pool,resnet1d,act,0.9070392331641024,0.9659287282238102,0.0588894950597077,6.492496290571934,27.0,30.0,1.0,1.0,0.0004492325653643,2.9148404833601664,1.419686293576701,0.5698702350888167,0.0367311613687364,5.7362806886113855,-0.0030792804900556,0.5013888888888889,1440.0,1440.0,10,10,0.0,2.221224673761672,0.1694444444444444,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,300.0,144.0,True,1.0,1.0,1.0,0.0,0.753430123513149,0.7592133258157752,0.0107950116523461,csta_multidir,
natops,3,success,zpia_multidir_pool,resnet1d,act,0.920588320022504,0.931367637371963,0.0107793173494591,1.1709160266425724,30.0,16.0,0.945887445887446,0.972027972027972,0.0004488320230438,2.921459823175067,1.407772363947991,0.5583593769176705,0.0374223596767989,5.643837013582447,-0.0021737678907811,0.5006944444444444,1440.0,1440.0,10,10,0.0,2.107427357561308,0.1972222222222222,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,300.0,144.0,True,1.0,1.0,1.0,0.0,0.7591960365934863,0.7556615765190766,0.0114538393452741,csta_multidir,
racketsports,1,success,zpia_multidir_pool,resnet1d,act,0.8656212251404092,0.8795005807200929,0.0138793555796836,1.6033980652489537,30.0,17.0,0.9409722222222222,0.9409722222222222,0.0002217249939268,0.0001210331850143,1.1017524170807107,0.1605490666835022,0.0982861651690685,2.1438648560026827,-0.0257207825779914,0.5216666666666666,1200.0,1200.0,10,10,0.0,2.292917091165154,0.1283333333333333,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6439876728442867,0.6505309066490541,0.0133635817838723,csta_multidir,
racketsports,2,success,zpia_multidir_pool,resnet1d,act,0.8588293650793651,0.8843465202982601,0.0255171552188949,2.971155072856858,30.0,21.0,0.9701754385964912,1.0,0.0002217345628016,0.000133950060412,1.1010919068616496,0.1609427535081755,0.0971920336190132,2.169316663145023,-0.0273526739329099,0.525,1200.0,1200.0,10,10,0.0,2.286831862263692,0.1483333333333333,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6409920133104581,0.6446748194233678,0.0161542688599673,csta_multidir,
racketsports,3,success,zpia_multidir_pool,resnet1d,act,0.8843719087962982,0.8963906898179199,0.0120187810216216,1.3590187050334412,30.0,30.0,0.9705882352941176,0.9105263157894736,0.0002216737245117,0.0001230409439033,1.1010457475475337,0.1574604169398206,0.0982568417655587,2.1508125271014964,-0.0241923928260803,0.5241666666666667,1200.0,1200.0,10,10,0.0,2.28342604319547,0.1366666666666666,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6390133560120386,0.640681388461378,0.013002536628967,csta_multidir,
japanesevowels,1,success,zpia_multidir_pool,resnet1d,act,0.9561456014766324,0.9824553362208446,0.0263097347442121,2.751644932731537,30.0,22.0,0.9452769452769452,0.9813519813519817,0.000316015827581,2.462218408828638,1.2267858171528132,0.3425135194654514,0.0372904425515234,5.394679395933378,-0.0069428072310984,0.5111111111111111,2160.0,2160.0,10,10,0.0,2.2881077372271803,0.1342592592592592,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,78.0,216.0,False,1.0,1.0,1.0,0.0,0.7457823519458467,0.7501390617000077,0.012200302220932,csta_multidir,
japanesevowels,2,success,zpia_multidir_pool,resnet1d,act,0.9741476029508114,0.9731336202560312,-0.00101398269478,-0.1040892147780628,30.0,30.0,1.0,1.0,0.0003159677434743,2.4439154003317225,1.2233888338368422,0.3397357309758811,0.0375873302170374,5.356552201176859,-0.005894711241126,0.5097222222222222,2160.0,2160.0,10,10,0.0,2.287655532541314,0.1342592592592592,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,78.0,216.0,False,1.0,1.0,1.0,0.0,0.7493481019152409,0.7534476229307976,0.0126902622167224,csta_multidir,
japanesevowels,3,success,zpia_multidir_pool,resnet1d,act,0.9681596726696928,0.9880373482669786,0.0198776755972857,2.0531400042033527,30.0,30.0,1.0,0.9813519813519817,0.00031585202821,2.444027728196118,1.2166122098171537,0.3359255409392039,0.0374169817947912,5.378469108461614,-0.0076646627858281,0.5074074074074074,2160.0,2160.0,10,10,0.0,2.2798091879696667,0.1305555555555555,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,78.0,216.0,False,1.0,1.0,1.0,0.0,0.7488016497452964,0.7512732409111937,0.0123525275859869,csta_multidir,
atrialfibrillation,1,success,zpia_multidir_pool,resnet1d,act,0.2164502164502164,0.2083333333333333,-0.0081168831168831,-3.749998267500796,30.0,30.0,0.5555555555555555,0.5555555555555555,0.0001282881001323,0.0270478206185023,1.0701130043658162,0.1133856778477479,0.2722070975131456,1.0436398830928968,0.0044101476669311,0.5,120.0,120.0,10,10,,2.217030590116676,0.15,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,3.0,12.0,False,1.0,1.0,1.0,0.0,0.2550371083690743,0.2867997950590593,0.0662662563935412,csta_multidir,
atrialfibrillation,2,success,zpia_multidir_pool,resnet1d,act,0.3205128205128205,0.1403508771929824,-0.1801619433198381,-56.21050877811074,28.0,29.0,0.5555555555555555,1.0,0.0001279302252479,0.0332018985946316,1.044593230812063,0.1058295107516397,0.2631824904387277,1.033774431547862,0.0085171051323413,0.475,120.0,120.0,10,10,,2.047003063222926,0.1833333333333333,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,3.0,12.0,False,1.0,1.0,1.0,0.0,0.3592279026832697,0.3777094475231055,0.043015200500775,csta_multidir,
atrialfibrillation,3,success,zpia_multidir_pool,resnet1d,act,0.1666666666666666,0.3722943722943723,0.2056277056277056,123.37654935069378,30.0,15.0,0.5555555555555555,1.0,0.0001282965648155,0.0323842355250746,1.0708884641050955,0.1163378722844956,0.2728300142568843,0.8437962467856865,0.0074857641011476,0.5,120.0,120.0,10,10,,2.198702012429703,0.1666666666666666,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,3.0,12.0,False,1.0,1.0,1.0,0.0,0.2480053213535128,0.2473399434098298,0.0043627584516276,csta_multidir,
ering,1,success,zpia_multidir_pool,resnet1d,act,0.5424850558740912,0.7944224304038793,0.251937374529788,46.44133978631146,24.0,28.0,0.7777777777777777,0.7777777777777777,0.0001812708118221,0.0013172179669247,1.095497761825833,0.1456792161117176,0.2135878946612688,1.0850636769840405,-0.0070960959419608,0.5125,240.0,240.0,10,10,0.0,2.231159187443205,0.1666666666666666,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,10.0,24.0,False,1.0,1.0,1.0,0.0,0.323908626804241,0.3384924606380963,0.0053674422524026,csta_multidir,
ering,2,success,zpia_multidir_pool,resnet1d,act,0.848105426301868,0.7423208517056299,-0.1057845745962381,-12.47304389791065,30.0,29.0,0.7777777777777778,1.0,0.0001812224341379,0.0013014878262779,1.0956202959050116,0.1432203647830564,0.2204065083378533,1.0484200830955133,-0.0367282144725322,0.5333333333333333,240.0,240.0,10,10,0.0,2.154842059373804,0.175,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,10.0,24.0,False,1.0,1.0,1.0,0.0,0.3222339555125668,0.3261402467539024,0.0143436075719679,csta_multidir,
ering,3,success,zpia_multidir_pool,resnet1d,act,0.8501737413578302,0.8318748202793795,-0.0182989210784506,-2.152374042610518,30.0,16.0,0.7777777777777778,1.0,0.0001811628876661,0.0013504417274746,1.0923866314134167,0.1399520328275556,0.2147860123485464,1.0999095086492523,-0.0385601632297039,0.5583333333333333,240.0,240.0,10,10,0.0,2.2330656036546017,0.15,zpia_multidir_pool,core_concat,concat_all,10.0,5.0,anchor_top_abs_response,10.0,0.0,0.0,10.0,24.0,False,1.0,1.0,1.0,0.0,0.286704659174984,0.2865740186565553,0.0164677153455645,csta_multidir,
handmovementdirection,1,success,zpia_top1_pool,resnet1d,act,0.2384428967090257,0.2585365853658536,0.0200936886568279,8.427040816530436,21.0,30.0,0.5395413410119293,0.4486336032388663,0.0002854318699091,1.1122811474990897e-07,1.0850516592631991,0.1472123938499621,1.0,0.9899009169526736,-0.0107466587796807,0.515625,1280.0,1280.0,10,10,0.0,2.232473697190977,0.1328125,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,55.0,128.0,False,1.0,1.0,1.0,0.0,0.7521657954824004,0.7547584640415349,0.0132217261575631,csta_no_safe,
handmovementdirection,2,success,zpia_top1_pool,resnet1d,act,0.2030680813439434,0.2641749559776704,0.0611068746337269,30.09180179253597,17.0,30.0,0.3214285714285714,0.4587662337662337,0.0002853983111696,1.1119373830438637e-07,1.083471426857979,0.1452377102547179,1.0,0.987985101412486,-0.0008899889071471,0.49609375,1280.0,1280.0,10,10,0.0,2.1051171990098525,0.1953125,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,55.0,128.0,False,1.0,1.0,1.0,0.0,0.7594804272123965,0.761819704350053,0.0119107333957204,csta_no_safe,
handmovementdirection,3,success,zpia_top1_pool,resnet1d,act,0.1875628456510809,0.3046371582859153,0.1170743126348343,62.41867882189536,15.0,20.0,0.3456896551724138,0.3116071428571428,0.000285380869037,1.1148474333705245e-07,1.0820663244594708,0.1440518780929042,1.0,1.0034452843727364,-0.0016111799050122,0.48828125,1280.0,1280.0,10,10,0.0,2.138815696335292,0.2578125,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,55.0,128.0,False,1.0,1.0,1.0,0.0,0.7623051847260964,0.7644649575641655,0.0116461000250424,csta_no_safe,
racketsports,1,success,zpia_top1_pool,resnet1d,act,0.8656212251404092,0.8840267095656068,0.0184054844251976,2.126274375485394,30.0,30.0,0.9409722222222222,0.9686274509803922,0.0002216588289726,0.0001210326529788,1.09879276630279,0.1565561595203299,1.0,2.1438648560026827,-0.0261333845555782,0.5166666666666667,1200.0,1200.0,10,10,0.0,2.246311023933396,0.1666666666666666,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6439876728442867,0.6505309066490541,0.0133635817838723,csta_no_safe,
racketsports,2,success,zpia_top1_pool,resnet1d,act,0.8588293650793651,0.877184664584263,0.0183552995048978,2.137246129905623,30.0,27.0,0.9701754385964912,1.0,0.0002216316736303,0.0001339494145764,1.0969260751284684,0.1551145270236305,1.0,2.169316663145023,-0.0271502491086721,0.5166666666666667,1200.0,1200.0,10,10,0.0,2.1062779816993635,0.225,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6409920133104581,0.6446748194233678,0.0161542688599673,csta_no_safe,
racketsports,3,success,zpia_top1_pool,resnet1d,act,0.8843719087962982,0.8506455399061033,-0.0337263688901949,-3.813595246654097,30.0,13.0,0.9705882352941176,0.9409722222222222,0.0002216196947309,0.0001230420327564,1.0974657743256249,0.1544512212983493,1.0,2.1508125271014964,-0.0189507510513067,0.5083333333333333,1200.0,1200.0,10,10,0.0,2.1184763181059685,0.2166666666666666,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,21.0,120.0,False,1.0,1.0,1.0,0.0,0.6390133560120386,0.640681388461378,0.013002536628967,csta_no_safe,
handwriting,1,success,zpia_top1_pool,resnet1d,act,0.382737297846506,0.4832361282646055,0.1004988304180995,26.257907114267372,30.0,20.0,0.3055555555555555,0.3319999999999999,0.0001570681564482,0.0003233940367505,1.0894896396680254,0.1323508702878792,1.0,0.2429830989517447,-0.0467551350593566,0.5375,1200.0,1200.0,10,10,0.0,1.7244544304389924,0.3,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,6.0,120.0,False,1.0,1.0,1.0,0.0,0.7453685192797045,0.7444455584581675,0.002264257482999,csta_no_safe,
handwriting,2,success,zpia_top1_pool,resnet1d,act,0.4136709560472157,0.4400680168063777,0.026397060759162,6.3811717965951,30.0,15.0,0.3402777777777777,0.4777777777777777,0.0001570858434463,0.0003197362843016,1.0898116590507054,0.1333287979323098,1.0,0.2591882417685238,-0.0551960505545139,0.5708333333333333,1200.0,1200.0,10,10,0.0,1.7302490774189403,0.2916666666666667,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,6.0,120.0,False,1.0,1.0,1.0,0.0,0.7552577188516096,0.7538034710311421,0.0025632709193199,csta_no_safe,
handwriting,3,success,zpia_top1_pool,resnet1d,act,0.4038917991696072,0.4597311245846301,0.0558393254150229,13.82531452842391,30.0,21.0,0.3305555555555555,0.3499999999999999,0.0001570890065231,0.0003246788331586,1.0881826463853523,0.1331764743278364,1.0,0.2621793509247431,-0.0637806728482246,0.6,1200.0,1200.0,10,10,0.0,1.7246552098925076,0.35,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,6.0,120.0,False,1.0,1.0000000000000002,1.0,0.0,0.7505251104427254,0.7490490656463976,0.0034144444333813,csta_no_safe,
natops,1,success,zpia_top1_pool,resnet1d,act,0.9373000436629222,0.9601036657949744,0.0228036221320521,2.432905007667736,18.0,17.0,0.972027972027972,0.972027972027972,0.0004472896519147,2.911503125762369,1.3589759004687896,0.499419906760514,1.0,5.82076716417455,-0.0024527900386601,0.5,1440.0,1440.0,10,10,0.0,1.2082755326541423,0.5208333333333334,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,300.0,144.0,True,1.0,1.0,1.0,0.0,0.7413955341463061,0.757840911898841,0.0115851800505578,csta_no_safe,
natops,2,success,zpia_top1_pool,resnet1d,act,0.9070392331641024,0.9604946174708764,0.0534553843067738,5.893392089216343,27.0,19.0,1.0,1.0,0.0004486126157977,2.9148412447969303,1.4075779300035136,0.5541958646068814,1.0,5.7362806886113855,-0.0027496644761413,0.5,1440.0,1440.0,10,10,0.0,1.8575993708735523,0.4513888888888889,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,300.0,144.0,True,1.0,1.0,1.0,0.0,0.753430123513149,0.7592133258157752,0.0107950116523461,csta_no_safe,
natops,3,success,zpia_top1_pool,resnet1d,act,0.920588320022504,0.9551867505887937,0.0345984305662896,3.75829521790464,30.0,30.0,0.945887445887446,0.972027972027972,0.0004470833621487,2.9214642107123643,1.358631508031084,0.4990539107014415,1.0,5.643837013582447,-0.002313102595508,0.5034722222222222,1440.0,1440.0,10,10,0.0,0.4564476447184191,0.9097222222222222,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,0.0,0.0,300.0,144.0,True,1.0,1.0,1.0,0.0,0.7591960365934863,0.7556615765190766,0.0114538393452741,csta_no_safe,
