method_arm,base_f1,act_f1,gain,host_geom_cosine_mean,safe_clip_rate,template_usage_entropy,top_template_concentration,aug_total_count
csta_random1,0.6212367036616004,0.6536011554594469,0.03236445179784638,-0.01690467503587046,0.0,2.162147299349105,0.16006393298059962,218.28571428571428
csta_top1_repeated,0.6212367036616004,0.653504352873464,0.03226764921186348,-0.014299975245237486,0.0,1.7922484765968327,0.31588679453262786,1091.4285714285713
csta_multidir,0.6212367036616004,0.6528689845108984,0.03163228084929792,-0.015290223616397071,0.0,2.226086060987113,0.1518441358024691,1091.4285714285713
csta_no_safe,0.6212367036616004,0.6520667035553446,0.03082999989374416,-0.015341438156264304,0.0,1.7922484765968327,0.31588679453262786,1091.4285714285713
csta_top1_unique,0.6212367036616004,0.6500639462250958,0.02882724256349531,-0.01429997699978269,0.0,1.7922484765968327,0.31588679453262786,218.28571428571428
csta_pca_template,0.6212367036616004,0.649189346702314,0.027952643040713532,-0.013569659470314395,0.0,1.4016080077185822,0.4798252865961199,1091.4285714285713
csta_fixed1,0.6212367036616004,0.642846796625731,0.021610092964130523,-0.014165974385659372,0.0,-1.000088900581841e-12,1.0,218.28571428571428
csta_random_orth_template,0.6212367036616004,0.628514219752464,0.007277516090863508,-0.01414087770743725,0.0,1.9044449252834152,0.28093309082892415,1091.4285714285713
