dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,effective_k_dir_zpia,u_perp_norm_ratio_mean,u_perp_zero_rate,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,method_arm
handwriting,2,success,zpia_top1_pool,resnet1d,act,0.4136709560472157,0.4624866731012905,0.0488157170540748,11.80061218701825,30,29,0.3402777777777777,0.421031746031746,0.0001567180912182,0.0003198167342206,1.069329703861864,0.1090709657093483,0.8175676045115469,0.2591882417685239,-0.0455045215785503,0.5708333333333333,240,240,10,10,0.0,2.266056805310132,0.1333333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0,1.0,0,0.7552577188516096,0.7538034710311421,0.0025632709193199,csta_random1
handwriting,3,success,zpia_top1_pool,resnet1d,act,0.4038917991696072,0.4040397887283503,0.0001479895587431,0.0366408831292198,30,21,0.3305555555555555,0.3386666666666666,0.0001566886276771,0.0003247525174106,1.0690297184815687,0.1071331379499376,0.809973485605894,0.2621793509247431,-0.056800540536642,0.5916666666666667,240,240,10,10,0.0,2.266056805310132,0.1333333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0000000000000002,1.0,0,0.7505251104427254,0.7490490656463976,0.0034144444333813,csta_random1
natops,1,success,zpia_top1_pool,resnet1d,act,0.9373000436629222,0.9207156015806937,-0.0165844420822286,-1.769384352958432,18,30,0.972027972027972,0.972027972027972,0.0004491413371182,2.91150709853275,1.415505213678173,0.5650138508464598,0.0361466770971105,5.82076716417455,-0.0029374910518527,0.5034722222222222,288,288,10,10,0.0,2.263234759614498,0.1319444444444444,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.7413955341463061,0.757840911898841,0.0115851800505578,csta_random1
natops,2,success,zpia_top1_pool,resnet1d,act,0.9070392331641024,0.9114916108254116,0.0044523776613093,0.4908693039559531,27,14,1.0,1.0,0.0004496857715789,2.9148451062660725,1.4361230645783123,0.5861203302077216,0.0367311613583617,5.7362806886113855,-0.0030513678211718,0.4965277777777778,288,288,10,10,0.0,2.262440025802608,0.1319444444444444,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.753430123513149,0.7592133258157752,0.0107950116523461,csta_random1
natops,3,success,zpia_top1_pool,resnet1d,act,0.920588320022504,0.9661831034781856,0.0455947834556815,4.9527869853682285,30,30,0.945887445887446,0.972027972027972,0.0004486893738485,2.921453968168147,1.4010452361689782,0.5512412385039739,0.0374223596895908,5.643837013582446,-0.001590336440131,0.5069444444444444,288,288,10,10,0.0,2.262440025802608,0.1319444444444444,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.7591960365934863,0.7556615765190766,0.0114538393452741,csta_random1
racketsports,1,success,zpia_top1_pool,resnet1d,act,0.8656212251404092,0.8669871794871795,0.0013659543467703,0.157800450046534,30,30,0.9409722222222222,0.9409722222222222,0.0002217020075902,0.0001210358040882,1.0997417810147847,0.1592059685204082,0.0982861650663409,2.1438648560026823,-0.0268220230937004,0.5208333333333334,240,240,10,10,0.0,2.258223307985274,0.1333333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6439876728442867,0.6505309066490541,0.0133635817838723,csta_random1
racketsports,2,success,zpia_top1_pool,resnet1d,act,0.8588293650793651,0.8795005807200929,0.0206712156407277,2.4069057340525077,30,30,0.9701754385964912,1.0,0.0002217657903349,0.0001339512560924,1.1027037966444728,0.1627880991392034,0.0971920335430467,2.169316663145023,-0.0260966382920742,0.5333333333333333,240,240,10,10,0.0,2.266056805310132,0.1333333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6409920133104581,0.6446748194233678,0.0161542688599673,csta_random1
racketsports,3,success,zpia_top1_pool,resnet1d,act,0.8843719087962982,0.8842654693593661,-0.0001064394369321,-0.0120355954138562,30,30,0.9705882352941176,0.9105263157894736,0.0002217293015127,0.0001230390378447,1.1031196140972062,0.1604335796282914,0.0982568419021054,2.150812527101496,-0.0239725373685359,0.5208333333333334,240,240,10,10,0.0,2.266056805310132,0.1333333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6390133560120386,0.640681388461378,0.013002536628967,csta_random1
japanesevowels,1,success,zpia_top1_pool,resnet1d,act,0.9561456014766324,0.969733120479124,0.0135875190024914,1.4210720166923758,30,18,0.9452769452769452,0.9813519813519817,0.0003161062992153,2.462225276368991,1.2305439691316946,0.3465773096482658,0.0372904425526574,5.394679395933378,-0.0084006087854504,0.5,432,432,10,10,0.0,2.281986387255432,0.125,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7457823519458467,0.7501390617000077,0.012200302220932,csta_random1
japanesevowels,2,success,zpia_top1_pool,resnet1d,act,0.9741476029508114,0.981134789567079,0.0069871866162676,0.7172615194905857,30,30,1.0,1.0,0.0003159928843367,2.4439151977355715,1.223720552945824,0.3412513086539512,0.037587330211167,5.356552201176861,-0.0063771433196961,0.5162037037037037,432,432,10,10,0.0,2.2808467200281277,0.1296296296296296,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7493481019152409,0.7534476229307976,0.0126902622167224,csta_random1
japanesevowels,3,success,zpia_top1_pool,resnet1d,act,0.9681596726696928,0.9820324504416864,0.0138727777719935,1.432901692841411,30,23,1.0,1.0,0.0003159312341119,2.4440225261791437,1.2190293049728962,0.338558122965821,0.0374169817984036,5.378469108461614,-0.0065293479710817,0.5138888888888888,432,432,10,10,0.0,2.27925493282502,0.1296296296296296,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7488016497452964,0.7512732409111937,0.0123525275859869,csta_random1
atrialfibrillation,1,success,zpia_top1_pool,resnet1d,act,0.2164502164502164,0.2164502164502164,0.0,0.0,30,30,0.5555555555555555,0.5555555555555555,0.0001281751588472,0.0270573569151534,1.0720506788811797,0.1053211558711104,0.2722070952930538,1.0436398830928966,-0.0087897581979632,0.5416666666666666,24,24,10,10,0.0,1.704551445261297,0.25,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.2550371083690743,0.2867997950590593,0.0662662563935412,csta_random1
atrialfibrillation,2,success,zpia_top1_pool,resnet1d,act,0.3205128205128205,0.3205128205128205,0.0,0.0,28,28,0.5555555555555555,0.5555555555555555,0.0001283613777061,0.0332027102031118,1.0622565387415686,0.120644562905283,0.2631824892679781,1.0337744315478616,0.0043933093547821,0.5,24,24,10,10,0.0,1.7045514452612969,0.25,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.3592279026832697,0.3777094475231055,0.043015200500775,csta_random1
atrialfibrillation,3,success,zpia_top1_pool,resnet1d,act,0.1666666666666666,0.1666666666666666,0.0,0.0,30,30,0.5555555555555555,0.5555555555555555,0.0001281807177809,0.0323884499931218,1.068041293652561,0.108642298424005,0.2728300135484744,0.8437962467856867,0.0006167516112327,0.4583333333333333,24,24,10,10,0.0,1.7481554572416758,0.25,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.2480053213535128,0.2473399434098298,0.0043627584516276,csta_random1
ering,1,success,zpia_top1_pool,resnet1d,act,0.5424850558740912,0.8123312621224416,0.2698462062483503,49.74259725384645,24,30,0.7777777777777777,0.7777777777777777,0.0001812920461317,0.0013172368975659,1.0961229593852233,0.1458867926366251,0.2135878961241328,1.0850636769840405,-0.0057139401324093,0.5,48,48,10,10,0.0,2.081316838841246,0.2083333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.323908626804241,0.3384924606380963,0.0053674422524026,csta_random1
ering,2,success,zpia_top1_pool,resnet1d,act,0.848105426301868,0.8194415284684747,-0.0286638978333932,-3.379756049743141,30,30,0.7777777777777778,1.0,0.0001812615075886,0.0013015419329947,1.0984862504767732,0.1448926410040214,0.2204065090421995,1.048420083095513,-0.0492823384702205,0.5416666666666666,48,48,10,10,0.0,2.081316838841246,0.2083333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.3222339555125668,0.3261402467539024,0.0143436075719679,csta_random1
ering,3,success,zpia_top1_pool,resnet1d,act,0.8501737413578302,0.8343848062792163,-0.0157889350786138,-1.8571419526854724,30,23,0.7777777777777778,0.7777777777777777,0.0001813640538558,0.0013504079237262,1.1005197664206303,0.1490991297453038,0.2147860120629196,1.0999095086492523,-0.0398799777030944,0.5625,48,48,10,10,0.0,2.081316838841246,0.2083333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.286704659174984,0.2865740186565553,0.0164677153455645,csta_random1
handmovementdirection,1,success,zpia_top1_pool,resnet1d,act,0.2384428967090257,0.2509666681660744,0.0125237714570486,5.2523125568378575,21,20,0.5395413410119293,0.4724537588314678,0.0002856535384622,1.1122741917328435e-07,1.102273758151136,0.1649347650012549,0.2067349560227875,0.9899009169526736,-0.0109985675662755,0.515625,256,256,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7521657954824004,0.7547584640415349,0.0132217261575631,csta_fixed1
handmovementdirection,2,success,zpia_top1_pool,resnet1d,act,0.2030680813439434,0.2310492139439507,0.0279811326000073,13.779181167045952,17,19,0.3214285714285714,0.4881578947368421,0.0002855360784451,1.1119871926982673e-07,1.100129895712256,0.1556429360489945,0.2076197142967755,0.987985101412486,-0.0019396155839785,0.5,256,256,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7594804272123965,0.761819704350053,0.0119107333957204,csta_fixed1
handmovementdirection,3,success,zpia_top1_pool,resnet1d,act,0.1875628456510809,0.3332115814874435,0.1456487358363626,77.65325679375373,15,16,0.3456896551724138,0.4230328495034378,0.0002854949254857,1.1149069308881317e-07,1.1011158481592052,0.1519717496909544,0.2037342318417002,1.0034452843727362,-0.0013902930077165,0.484375,256,256,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7623051847260964,0.7644649575641655,0.0116461000250424,csta_fixed1
handwriting,1,success,zpia_top1_pool,resnet1d,act,0.382737297846506,0.4717302441419013,0.0889929462953952,23.25169863099849,30,30,0.3055555555555555,0.372,0.000156166472611,0.0003235518356274,1.018547428667533,0.0869587409789329,0.8382226623515794,0.2429830989517447,-0.0142901418730616,0.5,240,240,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0,1.0,0,0.7453685192797045,0.7444455584581675,0.002264257482999,csta_fixed1
handwriting,2,success,zpia_top1_pool,resnet1d,act,0.4136709560472157,0.4802015654426056,0.0665306093953899,16.08297424313783,30,30,0.3402777777777777,0.4346666666666667,0.0001561835230625,0.0003198742887163,1.0202300940663802,0.0893452893634079,0.8175676050570061,0.2591882417685239,-0.0190891027450561,0.5208333333333334,240,240,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0,1.0,0,0.7552577188516096,0.7538034710311421,0.0025632709193199,csta_fixed1
handwriting,3,success,zpia_top1_pool,resnet1d,act,0.4038917991696072,0.4172552592705134,0.0133634601009061,3.308672476071232,30,22,0.3305555555555555,0.3458333333333334,0.0001562239731872,0.0003248068744657,1.0300186112412149,0.0898811648205081,0.8099734898326479,0.2621793509247431,-0.0228951666504144,0.525,240,240,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0000000000000002,1.0,0,0.7505251104427254,0.7490490656463976,0.0034144444333813,csta_fixed1
natops,1,success,zpia_top1_pool,resnet1d,act,0.9373000436629222,0.9305555555555556,-0.0067444881073664,-0.7195654618177455,18,27,0.972027972027972,0.945887445887446,0.0004501855132248,2.911502385672636,1.4461178021480023,0.6086674140267223,0.0361466770865285,5.82076716417455,-0.0032310185488313,0.5104166666666666,288,288,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.7413955341463061,0.757840911898841,0.0115851800505578,csta_fixed1
natops,2,success,zpia_top1_pool,resnet1d,act,0.9070392331641024,0.9068878833584716,-0.0001513498056308,-0.0166861347790553,27,30,1.0,0.972027972027972,0.0004494033326478,2.914848444226737,1.4192872994092218,0.5697853804209664,0.0367311614020702,5.7362806886113855,-0.0030383160337805,0.5,288,288,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.753430123513149,0.7592133258157752,0.0107950116523461,csta_fixed1
natops,3,success,zpia_top1_pool,resnet1d,act,0.920588320022504,0.9607141410722604,0.0401258210497563,4.358714510961966,30,30,0.945887445887446,0.972027972027972,0.0004531115397638,2.921454260483835,1.530561492810798,0.6995128714538712,0.0374223596918269,5.643837013582446,-0.0026157447136938,0.5,288,288,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.7591960365934863,0.7556615765190766,0.0114538393452741,csta_fixed1
racketsports,1,success,zpia_top1_pool,resnet1d,act,0.8656212251404092,0.8669871794871795,0.0013659543467703,0.157800450046534,30,30,0.9409722222222222,0.9409722222222222,0.0002215288367837,0.0001210535814486,1.0938092792831675,0.1513365525299203,0.0982861651949549,2.1438648560026823,-0.0177016668021678,0.5041666666666667,240,240,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6439876728442867,0.6505309066490541,0.0133635817838723,csta_fixed1
racketsports,2,success,zpia_top1_pool,resnet1d,act,0.8588293650793651,0.8795005807200929,0.0206712156407277,2.4069057340525077,30,30,0.9701754385964912,1.0,0.0002220397162587,0.0001339377106526,1.1165904578741688,0.1781886624337705,0.0971920331138348,2.169316663145023,-0.0323234722018241,0.5666666666666667,240,240,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6409920133104581,0.6446748194233678,0.0161542688599673,csta_fixed1
racketsports,3,success,zpia_top1_pool,resnet1d,act,0.8843719087962982,0.9036004645760743,0.0192285557797761,2.1742610110362643,30,30,0.9705882352941176,0.9105263157894736,0.0002215226077351,0.0001230538567377,1.086831667740935,0.1524496450337133,0.0982568421720655,2.150812527101496,-0.0185032989829778,0.5166666666666667,240,240,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6390133560120386,0.640681388461378,0.013002536628967,csta_fixed1
japanesevowels,1,success,zpia_top1_pool,resnet1d,act,0.9561456014766324,0.9454393065772044,-0.010706294899428,-1.119734668355851,30,17,0.9452769452769452,0.9813519813519817,0.0003163283693881,2.4622171727945403,1.2224582116859966,0.357372534792217,0.0372904426295072,5.394679395933378,-0.0051194913685321,0.4976851851851852,432,432,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7457823519458467,0.7501390617000077,0.012200302220932,csta_fixed1
japanesevowels,2,success,zpia_top1_pool,resnet1d,act,0.9741476029508114,0.9660346021909368,-0.0081130007598745,-0.832830661643945,30,30,1.0,1.0,0.000316105716755,2.4438829137662177,1.21469855224442,0.3481593860521357,0.0375873302794834,5.356552201176861,-0.0062482636421918,0.5115740740740741,432,432,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7493481019152409,0.7534476229307976,0.0126902622167224,csta_fixed1
japanesevowels,3,success,zpia_top1_pool,resnet1d,act,0.9681596726696928,0.9473110101897187,-0.020848662479974,-2.153432012826153,30,30,1.0,1.0,0.0003163873152645,2.4439871706564307,1.2297670895299715,0.3590874456855943,0.037416981878336,5.378469108461614,-0.0072299009189009,0.5069444444444444,432,432,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7488016497452964,0.7512732409111937,0.0123525275859869,csta_fixed1
atrialfibrillation,1,success,zpia_top1_pool,resnet1d,act,0.2164502164502164,0.1581196581196581,-0.0583305583305583,-26.948705498416007,30,20,0.5555555555555555,0.2222222222222222,0.0001299517361449,0.0270343533615306,1.1316755077883387,0.1756086949151696,0.2722071061893992,1.0436398830928966,-0.0207324847579002,0.5416666666666666,24,24,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.2550371083690743,0.2867997950590593,0.0662662563935412,csta_fixed1
atrialfibrillation,2,success,zpia_top1_pool,resnet1d,act,0.3205128205128205,0.3205128205128205,0.0,0.0,28,28,0.5555555555555555,0.5555555555555555,0.0001301950104737,0.0331770897388354,1.1364687313405113,0.1833954086018939,0.263182489268126,1.0337744315478616,-0.0006846251781098,0.5,24,24,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.3592279026832697,0.3777094475231055,0.043015200500775,csta_fixed1
atrialfibrillation,3,success,zpia_top1_pool,resnet1d,act,0.1666666666666666,0.1666666666666666,0.0,0.0,30,30,0.5555555555555555,0.5555555555555555,0.0001301154702428,0.0323676156581333,1.1341161361744745,0.1805721198487435,0.2728300120152925,0.8437962467856867,-0.0015470335492864,0.5,24,24,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.2480053213535128,0.2473399434098298,0.0043627584516276,csta_fixed1
ering,1,success,zpia_top1_pool,resnet1d,act,0.5424850558740912,0.7760654328836146,0.2335803770095234,43.05746885058299,24,30,0.7777777777777777,0.7777777777777777,0.000180794999754,0.0013175469535328,1.0654319898675684,0.1258359583286573,0.2135878940082047,1.0850636769840405,-0.0070012733340263,0.5,48,48,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.323908626804241,0.3384924606380963,0.0053674422524026,csta_fixed1
ering,2,success,zpia_top1_pool,resnet1d,act,0.848105426301868,0.8602492911022507,0.0121438648003826,1.431881343037053,30,27,0.7777777777777778,1.0,0.0001811048757051,0.0013015878273603,1.0865581035711005,0.1386132980052644,0.2204065097204818,1.048420083095513,-0.046633917838335,0.5625,48,48,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.3222339555125668,0.3261402467539024,0.0143436075719679,csta_fixed1
ering,3,success,zpia_top1_pool,resnet1d,act,0.8501737413578302,0.726723603675357,-0.1234501376824731,-14.520575872495488,30,30,0.7777777777777778,1.0,0.0001813805428906,0.0013502822019858,1.111384707731608,0.1509354653405273,0.214786013785645,1.0999095086492523,-0.0542720668017864,0.6041666666666666,48,48,10,10,0.0,-1.000088900581841e-12,1.0,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.286704659174984,0.2865740186565553,0.0164677153455645,csta_fixed1
handmovementdirection,1,success,zpia_multidir_pool,resnet1d,act,0.2384428967090257,0.2434391214765752,0.0049962247675494,2.0953539573428657,21,15,0.5395413410119293,0.4297619047619047,0.000285447197605,1.1122814125530201e-07,1.0862742392291764,0.1484812755384807,0.2067349553716733,0.9899009169526736,-0.0102331256493926,0.509375,1280,1280,10,10,0.0,2.2918011594606607,0.121875,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7521657954824004,0.7547584640415349,0.0132217261575631,csta_multidir
handmovementdirection,2,success,zpia_multidir_pool,resnet1d,act,0.2030680813439434,0.2406573745057804,0.037589293161837,18.510676026674417,17,30,0.3214285714285714,0.4069305091044221,0.0002854357750403,1.111946176118968e-07,1.0872520842288371,0.1479842668812659,0.2076197132810902,0.987985101412486,-0.000980318756774,0.4984375,1280,1280,10,10,0.0,2.282371200443216,0.134375,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7594804272123965,0.761819704350053,0.0119107333957204,csta_multidir
handmovementdirection,3,success,zpia_multidir_pool,resnet1d,act,0.1875628456510809,0.2616161616161616,0.0740533159650806,39.48184739156332,15,11,0.3456896551724138,0.3316849816849817,0.0002854344381743,1.1148483391123796e-07,1.0866900576379608,0.1477661170812438,0.2037342306475457,1.0034452843727364,-0.0012440020218491,0.49375,1280,1280,10,10,0.0,2.29055597070993,0.128125,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7623051847260964,0.7644649575641655,0.0116461000250424,csta_multidir
handwriting,1,success,zpia_multidir_pool,resnet1d,act,0.382737297846506,0.4884529008330028,0.1057156029864967,27.620923270449065,30,18,0.3055555555555555,0.4388888888888888,0.0001567033705889,0.0003234786286314,1.0693511963195594,0.107143456364828,0.8382226641962712,0.2429830989517447,-0.039214439690113,0.55,1200,1200,10,10,0.0,2.1988820096145107,0.1433333333333333,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0,1.0,0,0.7453685192797045,0.7444455584581675,0.002264257482999,csta_multidir
handwriting,2,success,zpia_multidir_pool,resnet1d,act,0.4136709560472157,0.4430450674592057,0.0293741114119899,7.100837968377769,30,23,0.3402777777777777,0.4763888888888889,0.0001567701569969,0.0003198067566593,1.0725439581200795,0.1121236956327756,0.817567604927008,0.2591882417685238,-0.0479992851614952,0.5608333333333333,1200,1200,10,10,0.0,2.198261637287961,0.145,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0,1.0,0,0.7552577188516096,0.7538034710311421,0.0025632709193199,csta_multidir
handwriting,3,success,zpia_multidir_pool,resnet1d,act,0.4038917991696072,0.4701282987211129,0.0662364995515056,16.3995612904558,30,24,0.3305555555555555,0.3694444444444444,0.0001567466458065,0.0003247299310415,1.0725909825152753,0.1102850785461342,0.8099734858121191,0.2621793509247431,-0.0540378578007221,0.5766666666666667,1200,1200,10,10,0.0,2.226251052039835,0.1466666666666666,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0000000000000002,1.0,0,0.7505251104427254,0.7490490656463976,0.0034144444333813,csta_multidir
natops,1,success,zpia_multidir_pool,resnet1d,act,0.9373000436629222,0.972152603731551,0.0348525600686288,3.718399095985064,18,30,0.972027972027972,0.972027972027972,0.0004482806595063,2.911504640413323,1.3901379569214725,0.5369405020316669,0.0361466770836503,5.82076716417455,-0.0023931311443448,0.5013888888888889,1440,1440,10,10,0.0,2.13048224924689,0.1986111111111111,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.7413955341463061,0.757840911898841,0.0115851800505578,csta_multidir
natops,2,success,zpia_multidir_pool,resnet1d,act,0.9070392331641024,0.9659287282238102,0.0588894950597077,6.492496290571934,27,30,1.0,1.0,0.0004492325653643,2.9148404833601664,1.419686293576701,0.5698702350888167,0.0367311613687364,5.7362806886113855,-0.0030792804900556,0.5013888888888889,1440,1440,10,10,0.0,2.221224673761672,0.1694444444444444,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.753430123513149,0.7592133258157752,0.0107950116523461,csta_multidir
natops,3,success,zpia_multidir_pool,resnet1d,act,0.920588320022504,0.931367637371963,0.0107793173494591,1.1709160266425724,30,16,0.945887445887446,0.972027972027972,0.0004488320230438,2.921459823175067,1.407772363947991,0.5583593769176705,0.0374223596767989,5.643837013582447,-0.0021737678907811,0.5006944444444444,1440,1440,10,10,0.0,2.107427357561308,0.1972222222222222,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.7591960365934863,0.7556615765190766,0.0114538393452741,csta_multidir
racketsports,1,success,zpia_multidir_pool,resnet1d,act,0.8656212251404092,0.8795005807200929,0.0138793555796836,1.6033980652489537,30,17,0.9409722222222222,0.9409722222222222,0.0002217249939268,0.0001210331850143,1.1017524170807107,0.1605490666835022,0.0982861651690685,2.1438648560026827,-0.0257207825779914,0.5216666666666666,1200,1200,10,10,0.0,2.292917091165154,0.1283333333333333,zpia_multidir_pool,core_concat,concat_all,10.0,5,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6439876728442867,0.6505309066490541,0.0133635817838723,csta_multidir
