dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,effective_k_dir_zpia,u_perp_norm_ratio_mean,u_perp_zero_rate,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,method_arm
racketsports,2,success,zpia_top1_pool,resnet1d,act,0.8588293650793651,0.877184664584263,0.0183552995048978,2.137246129905623,30,27,0.9701754385964912,1.0,0.0002216316736303,0.0001339494145764,1.0969260751284684,0.1551145270236305,0.0971920335187624,2.169316663145023,-0.0271502491086721,0.5166666666666667,1200,1200,10,10,0.0,2.1062779816993635,0.225,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6409920133104581,0.6446748194233678,0.0161542688599673,csta_top1_repeated
racketsports,3,success,zpia_top1_pool,resnet1d,act,0.8843719087962982,0.8506455399061033,-0.0337263688901949,-3.813595246654097,30,13,0.9705882352941176,0.9409722222222222,0.0002216196947309,0.0001230420327564,1.0974657743256249,0.1544512212983493,0.0982568416844038,2.1508125271014964,-0.0189507510513067,0.5083333333333333,1200,1200,10,10,0.0,2.1184763181059685,0.2166666666666666,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6390133560120386,0.640681388461378,0.013002536628967,csta_top1_repeated
japanesevowels,1,success,zpia_top1_pool,resnet1d,act,0.9561456014766324,0.9859530991412556,0.0298074976646233,3.117463961673397,30,20,0.9452769452769452,0.9813519813519817,0.000315798002065,2.4622209914437394,1.2183675254918336,0.3333182341913299,0.0372904425400311,5.394679395933378,-0.0072394362650811,0.5092592592592593,2160,2160,10,10,0.0,2.208934062412209,0.1527777777777778,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7457823519458467,0.7501390617000077,0.012200302220932,csta_top1_repeated
japanesevowels,2,success,zpia_top1_pool,resnet1d,act,0.9741476029508114,0.9772075372280328,0.0030599342772215,0.314113996055485,30,30,1.0,1.0,0.0003156977036775,2.4439172159137947,1.212333336746948,0.3292693277354298,0.0375873302058967,5.356552201176859,-0.0056613944470882,0.5092592592592593,2160,2160,10,10,0.0,2.225231092273819,0.162037037037037,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7493481019152409,0.7534476229307976,0.0126902622167224,csta_top1_repeated
japanesevowels,3,success,zpia_top1_pool,resnet1d,act,0.9681596726696928,0.978906247430676,0.0107465747609829,1.1100001326588231,30,24,1.0,1.0,0.0003157694080077,2.4440246369057768,1.214188319717628,0.3329321326551593,0.0374169818125771,5.378469108461614,-0.0057985829189419,0.5092592592592593,2160,2160,10,10,0.0,2.0712488317909603,0.1759259259259259,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7488016497452964,0.7512732409111937,0.0123525275859869,csta_top1_repeated
atrialfibrillation,1,success,zpia_top1_pool,resnet1d,act,0.2164502164502164,0.1631701631701631,-0.0532800532800532,-24.61537324308218,30,30,0.5555555555555555,0.5555555555555555,0.0001279822550721,0.0270429828657625,1.0477543861492866,0.1062613083895949,0.2722070995828121,1.0436398830928968,0.0077649294398725,0.5,120,120,10,10,0.0,1.3086053872494494,0.4166666666666667,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.2550371083690743,0.2867997950590593,0.0662662563935412,csta_top1_repeated
atrialfibrillation,2,success,zpia_top1_pool,resnet1d,act,0.3205128205128205,0.1555555555555555,-0.1649572649572649,-51.466650609071685,28,30,0.5555555555555555,1.0,0.0001278538420499,0.0331853028157846,1.038810023727456,0.1019522452512836,0.2631824932480218,1.033774431547862,0.0067949751392006,0.5,120,120,10,10,0.0,1.126928794796676,0.5,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.3592279026832697,0.3777094475231055,0.043015200500775,csta_top1_repeated
atrialfibrillation,3,success,zpia_top1_pool,resnet1d,act,0.1666666666666666,0.2131868131868131,0.0465201465201465,27.912071164845216,30,30,0.5555555555555555,0.5555555555555555,0.000128253779086,0.0323802993196803,1.0684682487906456,0.1175789430290655,0.2728300149582497,0.8437962467856865,0.0137680871412158,0.5,120,120,10,10,0.0,1.5454229031885935,0.25,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.2480053213535128,0.2473399434098298,0.0043627584516276,csta_top1_repeated
ering,1,success,zpia_top1_pool,resnet1d,act,0.5424850558740912,0.7680095553925287,0.2255244995184374,41.57247384125306,24,28,0.7777777777777777,0.7777777777777777,0.0001812670903862,0.0013172430633053,1.094065935986723,0.1455256049814176,0.2135878949450524,1.0850636769840405,-0.0059423893690109,0.5208333333333334,240,240,10,10,0.0,2.094729047518648,0.1666666666666666,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.323908626804241,0.3384924606380963,0.0053674422524026,csta_top1_repeated
ering,2,success,zpia_top1_pool,resnet1d,act,0.848105426301868,0.8575759304676632,0.0094705041657952,1.1166657770868416,30,29,0.7777777777777778,1.0,0.0001810206854377,0.001301535997178,1.0859852112058097,0.134902467922912,0.2204065076470817,1.0484200830955133,-0.0329384878277778,0.5625,240,240,10,10,0.0,1.672221458469453,0.375,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.3222339555125668,0.3261402467539024,0.0143436075719679,csta_top1_repeated
ering,3,success,zpia_top1_pool,resnet1d,act,0.8501737413578302,0.8958099558938794,0.0456362145360491,5.367868583578462,30,22,0.7777777777777778,1.0,0.0001809008103396,0.0013505171841899,1.0760579168660267,0.12853178295095,0.2147860118651609,1.0999095086492523,-0.0341882742941379,0.5416666666666666,240,240,10,10,0.0,1.7347432485622734,0.4166666666666667,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.286704659174984,0.2865740186565553,0.0164677153455645,csta_top1_repeated
handmovementdirection,1,success,zpia_top1_pool,resnet1d,act,0.2384428967090257,0.3046855105678635,0.0662426138588377,27.781320807536357,21,28,0.5395413410119293,0.4613408521303257,0.0002854318699091,1.1122811474990897e-07,1.0850516592631991,0.1472123938499621,0.2067349553783516,0.9899009169526736,-0.010746669024229,0.515625,256,256,10,10,0.0,2.232473697190977,0.1328125,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7521657954824004,0.7547584640415349,0.0132217261575631,csta_top1_unique
handmovementdirection,2,success,zpia_top1_pool,resnet1d,act,0.2030680813439434,0.2754891103728313,0.0724210290288878,35.66340553679651,17,28,0.3214285714285714,0.4553921568627451,0.0002853983111696,1.1119373830438638e-07,1.083471426857979,0.1452377102547179,0.2076197129816095,0.987985101412486,-0.0008899880340322,0.49609375,256,256,10,10,0.0,2.1051171990098525,0.1953125,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7594804272123965,0.761819704350053,0.0119107333957204,csta_top1_unique
handmovementdirection,3,success,zpia_top1_pool,resnet1d,act,0.1875628456510809,0.3342367443431273,0.1466738986920464,78.19982682768295,15,24,0.3456896551724138,0.3056953044375645,0.000285380869037,1.1148474333705245e-07,1.0820663244594708,0.1440518780929042,0.2037342308608467,1.0034452843727362,-0.0016111813019961,0.48828125,256,256,10,10,0.0,2.138815696335292,0.2578125,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7623051847260964,0.7644649575641655,0.0116461000250424,csta_top1_unique
handwriting,1,success,zpia_top1_pool,resnet1d,act,0.382737297846506,0.4689687883933983,0.0862314905468922,22.530197214089533,30,26,0.3055555555555555,0.3426666666666667,0.0001568178425296,0.0003234287646319,1.0770013038801058,0.1133605654542269,0.8382226651759368,0.2429830989517447,-0.0398764051496982,0.5416666666666666,240,240,10,10,0.0,1.7244544304389924,0.3,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0,1.0,0,0.7453685192797045,0.7444455584581675,0.002264257482999,csta_top1_unique
handwriting,2,success,zpia_top1_pool,resnet1d,act,0.4136709560472157,0.4176959145422035,0.0040249584949878,0.9729852829075984,30,23,0.3402777777777777,0.3973333333333333,0.0001568812886478,0.0003197616935353,1.0800231988583788,0.1174798412235179,0.8175676060573671,0.2591882417685239,-0.0492915846407413,0.5625,240,240,10,10,0.0,1.7302490774189403,0.2916666666666667,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0,1.0,0,0.7552577188516096,0.7538034710311421,0.0025632709193199,csta_top1_unique
handwriting,3,success,zpia_top1_pool,resnet1d,act,0.4038917991696072,0.4597856028352706,0.0558938036656634,13.838802853085156,30,30,0.3305555555555555,0.3986111111111111,0.0001568681283184,0.0003247023050815,1.077798552956881,0.1164687388707522,0.8099734855342057,0.2621793509247431,-0.0546931624412536,0.5875,240,240,10,10,0.0,1.7246552098925076,0.35,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0000000000000002,1.0,0,0.7505251104427254,0.7490490656463976,0.0034144444333813,csta_top1_unique
natops,1,success,zpia_top1_pool,resnet1d,act,0.9373000436629222,0.9498763562392348,0.0125763125763126,1.341759377862148,18,30,0.972027972027972,0.972027972027972,0.0004472896519147,2.9115031257623696,1.3589759004687896,0.499419906760514,0.0361466770753385,5.82076716417455,-0.002452790737152,0.5,288,288,10,10,0.0,1.2082755326541423,0.5208333333333334,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.7413955341463061,0.757840911898841,0.0115851800505578,csta_top1_unique
natops,2,success,zpia_top1_pool,resnet1d,act,0.9070392331641024,0.8562263556116015,-0.0508128775525008,-5.602058884838652,27,14,1.0,1.0,0.0004486126157977,2.9148412447969303,1.4075779300035134,0.5541958646068815,0.036731161400486,5.7362806886113855,-0.0027496661059558,0.5,288,288,10,10,0.0,1.8575993708735523,0.4513888888888889,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.753430123513149,0.7592133258157752,0.0107950116523461,csta_top1_unique
natops,3,success,zpia_top1_pool,resnet1d,act,0.920588320022504,0.9553953737410384,0.0348070537185344,3.780957153217675,30,27,0.945887445887446,0.972027972027972,0.0004470833621487,2.921464210712364,1.3586315080310838,0.4990539107014415,0.0374223596743741,5.643837013582446,-0.002313102595508,0.5034722222222222,288,288,10,10,0.0,0.4564476447184191,0.9097222222222222,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,300,144,True,1.0,1.0,1.0,0,0.7591960365934863,0.7556615765190766,0.0114538393452741,csta_top1_unique
racketsports,1,success,zpia_top1_pool,resnet1d,act,0.8656212251404092,0.872829417773238,0.0072081926328287,0.8327189295688363,30,30,0.9409722222222222,0.9409722222222222,0.0002216588289726,0.0001210326529788,1.09879276630279,0.15655615952033,0.0982861652156449,2.1438648560026823,-0.0261333771049976,0.5166666666666667,240,240,10,10,0.0,2.246311023933396,0.1666666666666666,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6439876728442867,0.6505309066490541,0.0133635817838723,csta_top1_unique
racketsports,2,success,zpia_top1_pool,resnet1d,act,0.8588293650793651,0.8782743478206885,0.0194449827413233,2.264126177776913,30,30,0.9701754385964912,1.0,0.0002216316736303,0.0001339494145764,1.0969260751284684,0.1551145270236305,0.0971920335187624,2.169316663145023,-0.0271502491086721,0.5166666666666667,240,240,10,10,0.0,2.1062779816993635,0.225,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6409920133104581,0.6446748194233678,0.0161542688599673,csta_top1_unique
racketsports,3,success,zpia_top1_pool,resnet1d,act,0.8843719087962982,0.8975308641975308,0.0131589554012325,1.4879434525684476,30,30,0.9705882352941176,0.9105263157894736,0.0002216196947309,0.0001230420327564,1.0974657743256249,0.1544512212983493,0.0982568416844038,2.150812527101496,-0.0189507529139518,0.5083333333333333,240,240,10,10,0.0,2.1184763181059685,0.2166666666666666,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,21,120,False,1.0,1.0,1.0,0,0.6390133560120386,0.640681388461378,0.013002536628967,csta_top1_unique
japanesevowels,1,success,zpia_top1_pool,resnet1d,act,0.9561456014766324,0.974659588446194,0.0185139869695615,1.9363144069956368,30,16,0.9452769452769452,0.9627039627039626,0.000315798002065,2.46222099144374,1.2183675254918331,0.3333182341913299,0.0372904425400311,5.394679395933378,-0.007239437662065,0.5092592592592593,432,432,10,10,0.0,2.208934062412209,0.1527777777777778,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7457823519458467,0.7501390617000077,0.012200302220932,csta_top1_unique
japanesevowels,2,success,zpia_top1_pool,resnet1d,act,0.9741476029508114,0.9673744474597727,-0.0067731554910385,-0.6952904031413112,30,30,1.0,1.0,0.0003156977036775,2.443917215913796,1.212333336746948,0.3292693277354297,0.0375873302058967,5.356552201176861,-0.0056613958440721,0.5092592592592593,432,432,10,10,0.0,2.225231092273819,0.162037037037037,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7493481019152409,0.7534476229307976,0.0126902622167224,csta_top1_unique
japanesevowels,3,success,zpia_top1_pool,resnet1d,act,0.9681596726696928,0.9604102646034024,-0.0077494080662905,-0.8004265705981163,30,30,1.0,1.0,0.0003157694080077,2.4440246369057768,1.214188319717628,0.3329321326551593,0.0374169818125771,5.378469108461614,-0.0057985824532806,0.5092592592592593,432,432,10,10,0.0,2.0712488317909603,0.1759259259259259,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,1.0,1.0,1.0,0,0.7488016497452964,0.7512732409111937,0.0123525275859869,csta_top1_unique
atrialfibrillation,1,success,zpia_top1_pool,resnet1d,act,0.2164502164502164,0.2164502164502164,0.0,0.0,30,30,0.5555555555555555,0.5555555555555555,0.0001279822550721,0.0270429828657625,1.0477543861492864,0.1062613083895949,0.2722070995828121,1.0436398830928966,0.0077649219892919,0.5,24,24,10,10,0.0,1.3086053872494494,0.4166666666666667,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.2550371083690743,0.2867997950590593,0.0662662563935412,csta_top1_unique
atrialfibrillation,2,success,zpia_top1_pool,resnet1d,act,0.3205128205128205,0.3205128205128205,0.0,0.0,28,28,0.5555555555555555,0.5555555555555555,0.0001278538420499,0.0331853028157846,1.038810023727456,0.1019522452512836,0.2631824932480218,1.0337744315478616,0.0067949816584587,0.5,24,24,10,10,0.0,1.126928794796676,0.5,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.3592279026832697,0.3777094475231055,0.043015200500775,csta_top1_unique
atrialfibrillation,3,success,zpia_top1_pool,resnet1d,act,0.1666666666666666,0.1666666666666666,0.0,0.0,30,30,0.5555555555555555,0.5555555555555555,0.000128253779086,0.0323802993196803,1.0684682487906458,0.1175789430290655,0.2728300149582497,0.8437962467856867,0.0137680871412158,0.5,24,24,10,10,0.0,1.5454229031885935,0.25,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,3,12,False,1.0,1.0,1.0,0,0.2480053213535128,0.2473399434098298,0.0043627584516276,csta_top1_unique
ering,1,success,zpia_top1_pool,resnet1d,act,0.5424850558740912,0.7573131661366957,0.2148281102626045,39.60073523421263,24,30,0.7777777777777777,0.7777777777777777,0.0001812670903862,0.0013172430633053,1.094065935986723,0.1455256049814176,0.2135878949450524,1.0850636769840405,-0.0059424005448818,0.5208333333333334,48,48,10,10,0.0,2.094729047518648,0.1666666666666666,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.323908626804241,0.3384924606380963,0.0053674422524026,csta_top1_unique
ering,2,success,zpia_top1_pool,resnet1d,act,0.848105426301868,0.8125709281878267,-0.0355344981140413,-4.189867535587008,30,30,0.7777777777777778,1.0,0.0001810206854377,0.001301535997178,1.0859852112058097,0.134902467922912,0.2204065076470817,1.048420083095513,-0.0329384841024875,0.5625,48,48,10,10,0.0,1.672221458469453,0.375,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.3222339555125668,0.3261402467539024,0.0143436075719679,csta_top1_unique
ering,3,success,zpia_top1_pool,resnet1d,act,0.8501737413578302,0.8043903858253899,-0.0457833555324402,-5.385175749387766,30,23,0.7777777777777778,0.7777777777777777,0.0001809008103396,0.0013505171841899,1.0760579168660265,0.12853178295095,0.2147860118651609,1.0999095086492523,-0.0341882780194282,0.5416666666666666,48,48,10,10,0.0,1.7347432485622734,0.4166666666666667,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,10,24,False,1.0,1.0,1.0,0,0.286704659174984,0.2865740186565553,0.0164677153455645,csta_top1_unique
handmovementdirection,1,success,zpia_top1_pool,resnet1d,act,0.2384428967090257,0.3087924048450364,0.0703495081360107,29.50370071965623,21,30,0.5395413410119293,0.4237179487179487,0.000285450164123,1.1122819608217153e-07,1.0863795451252765,0.1487215672850006,0.2067349555107199,0.9899009169526736,-0.0099639557301998,0.5078125,256,256,10,10,0.0,2.2666590721856053,0.1328125,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7521657954824004,0.7547584640415349,0.0132217261575631,csta_random1
handmovementdirection,2,success,zpia_top1_pool,resnet1d,act,0.2030680813439434,0.2583874458874459,0.0553193645435024,27.24176883714057,17,30,0.3214285714285714,0.4088830673969993,0.0002854464682866,1.1119486398325329e-07,1.0882481486528983,0.1487032307003175,0.2076197134218942,0.987985101412486,-0.0005499763647094,0.4921875,256,256,10,10,0.0,2.264489185907674,0.1328125,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7594804272123965,0.761819704350053,0.0119107333957204,csta_random1
handmovementdirection,3,success,zpia_top1_pool,resnet1d,act,0.1875628456510809,0.3152415813790919,0.1276787357280109,68.07247310219195,15,21,0.3456896551724138,0.3701298701298701,0.0002854411678356,1.1148504561372043e-07,1.086828419381957,0.1482023640045779,0.2037342306133868,1.0034452843727362,-0.0006643395172432,0.484375,256,256,10,10,0.0,2.2618594754105543,0.140625,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,1.0,1.0,1.0,0,0.7623051847260964,0.7644649575641655,0.0116461000250424,csta_random1
handwriting,1,success,zpia_top1_pool,resnet1d,act,0.382737297846506,0.4448451642685144,0.0621078664220083,16.227279270711946,30,25,0.3055555555555555,0.3597222222222222,0.0001566978592336,0.0003234893626292,1.0691956511831744,0.1061305242662925,0.8382226637092932,0.2429830989517447,-0.0370813943445682,0.55,240,240,10,10,0.0,2.258223307985274,0.1333333333333333,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,6,120,False,1.0,1.0,1.0,0,0.7453685192797045,0.7444455584581675,0.002264257482999,csta_random1
