dataset,csta_fixed1,csta_multidir,csta_no_safe,csta_pca_template,csta_random1,csta_random_orth_template,csta_top1_repeated,csta_top1_unique
atrialfibrillation,-0.019443519443519432,0.0057829597303281355,-0.0572390572390572,0.0011840011840012026,0.0,-0.10836632503299166,-0.0572390572390572,0.0
ering,0.0407580347091443,0.042617959618366424,0.09354373940676057,-0.0029480362308623997,0.07513112444544777,0.0395563749464588,0.09354373940676057,0.044503418872041005
handmovementdirection,0.06205121329780616,0.03887961129815567,0.06609162530846303,0.06230742550612023,0.084449202802508,0.04222622127851877,0.06609162530846303,0.09511251385992396
handwriting,0.056295671930563736,0.06710873798333072,0.060911738864094796,0.061541557059408,0.0370238576782754,0.022058328428535667,0.0709752840909301,0.04871675090251446
japanesevowels,-0.013222652713092165,0.0150578092155726,0.014538002234275899,0.013653929822463398,0.011482494463584167,0.013158308584943698,0.014538002234275899,0.0013304744707441666
natops,0.011076661045586368,0.03484045749259853,0.03695247900170517,0.03729429945385777,0.011154239678254066,0.030265106475812865,0.03695247900170517,-0.0011431704192179325
racketsports,0.013755241922424699,0.017138430606733365,0.0010114716799668327,0.022635324490006534,0.007310243516855299,0.012044597954766435,0.0010114716799668327,0.0132707102584615
