dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source
racketsports,1,success,lraes,resnet1d,act,0.8656212251404092,0.8836541979147613,0.01803297277435212,2.083240355871207,30,24,0.9409722222222222,0.9409722222222222,0.0002216847517259804,0.00012102300000702443,1.0987292737424788,0.15375360761777562,0.9999999999899998,2.143864856002683,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes
racketsports,2,success,lraes,resnet1d,act,0.8588293650793651,0.8843719087962982,0.025542543716933097,2.9741112474026132,30,29,0.9701754385964912,1.0,0.0002216750446536453,0.00013394915053421204,1.0892961607149998,0.15005637034185212,0.9999999999899998,2.1693166631450227,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes
racketsports,3,success,lraes,resnet1d,act,0.8843719087962982,0.9034883720930232,0.019116463296725006,2.1615861997649675,30,30,0.9705882352941176,0.9117647058823529,0.0002217649825591324,0.00012305714264600206,1.1005924784238208,0.15821283831804572,0.9999999999899998,2.1508125271014964,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes
