method_arm,base_f1,act_f1,gain,host_geom_cosine_mean,safe_clip_rate,manifold_margin_mean,aug_total_count
top1_repeated_baseline,0.6212367036616004,0.6682634197761699,0.04702671611456943,0.0,0.0,2.366422163939409,1091.4285714285713
group_top_k1,0.6212367036616004,0.6609012224675455,0.039664518805945015,0.0,0.0,2.366422163939409,1091.4285714285713
group_top_k3,0.6212367036616004,0.6555716721358055,0.034334968474204954,0.0,0.0,2.366422163939409,1091.4285714285713
group_top_k7,0.6212367036616004,0.6551209550806676,0.03388425141906709,0.0,0.0,2.366422163939409,1091.4285714285713
group_avg_response_k5,0.6212367036616004,0.65272617690137,0.03148947323976951,0.0,0.0,2.366422163939409,1091.4285714285713
random1_baseline,0.6212367036616004,0.6499960197773533,0.028759316115752828,0.0,0.0,2.366422163939409,1091.4285714285713
group_top_random_sameclass_k5,0.6212367036616004,0.6497742555445376,0.02853755188293711,0.0,0.0,2.366422163939409,1091.4285714285713
group_top_k5,0.6212367036616004,0.6441623637211685,0.022925660059568056,0.0,0.0,2.366422163939409,1091.4285714285713
sameclass_zmix,0.6212367036616004,0.6405034259989323,0.019266722337331867,0.0,0.0,2.366422163939409,1091.4285714285713
