dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,method_arm
handmovementdirection,2,success,lraes,resnet1d,act,0.2030680813439434,0.2356481481481481,0.0325800668042047,16.043905346757793,17,13,0.3214285714285714,0.4399585921325051,0.0002853610628265,1.1120020710011773e-07,1.0806791606134678,0.1430016519163096,0.9999999999899998,0.987985101412486,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,lraes,random1_baseline
handmovementdirection,3,success,lraes,resnet1d,act,0.1875628456510809,0.330769604626862,0.1432067589757811,76.35130621278755,15,20,0.3456896551724138,0.3560758082497213,0.0002852642195759,1.1147227087350039e-07,1.0798970818493494,0.1428696797289878,0.9999999999899998,1.0034452843727362,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,lraes,random1_baseline
handwriting,1,success,lraes,resnet1d,act,0.382737297846506,0.4379282411490014,0.0551909433024954,14.420055007174742,30,15,0.3055555555555555,0.3853333333333333,0.0001566242796087,0.0003232002571484,1.0775742057912432,0.1139128901912817,0.8510652876064577,0.2429830989517447,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,random1_baseline
handwriting,2,success,lraes,resnet1d,act,0.4136709560472157,0.4497955211009299,0.0361245650537142,8.732678906495952,30,21,0.3402777777777777,0.4069444444444444,0.0001567561999519,0.0003195174740582,1.081490444238617,0.1186696533966262,0.87485952621725,0.2591882417685239,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,random1_baseline
handwriting,3,success,lraes,resnet1d,act,0.4038917991696072,0.4596048259295667,0.0557130267599594,13.794044117870213,30,15,0.3305555555555555,0.3346666666666666,0.0001567896387422,0.0003248023942702,1.0828449688286794,0.1190712729848227,0.8676174648029136,0.2621793509247431,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,random1_baseline
natops,1,success,lraes,resnet1d,act,0.9373000436629222,0.9721959597601731,0.0348959160972509,3.723024725130145,18,30,0.972027972027972,0.972027972027972,0.0004449078285271,2.911641982311717,1.2604256521860433,0.3929708584865874,0.9999999999899996,5.820767164174551,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,random1_baseline
natops,2,success,lraes,resnet1d,act,0.9070392331641024,0.9887883926889014,0.081749159524799,9.012746915795422,27,20,1.0,1.0,0.0004454391800949,2.914575019567065,1.2855460943154278,0.4194310485529247,0.9999999999899996,5.7362806886113855,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,random1_baseline
natops,3,success,lraes,resnet1d,act,0.920588320022504,0.925873015873016,0.005284695850512,0.5740563030743826,30,30,0.945887445887446,0.972027972027972,0.0004454944290453,2.921734525742385,1.289366902569528,0.4245223019965181,0.9999999999899996,5.643837013582446,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,random1_baseline
racketsports,1,success,lraes,resnet1d,act,0.8656212251404092,0.8973519569329259,0.0317307317925167,3.6656596679119255,30,30,0.9409722222222222,0.9409722222222222,0.0002217170200188,0.0001211086929859,1.0972348290198972,0.1526150952174622,0.9999999999899998,2.143864856002683,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,random1_baseline
racketsports,2,success,lraes,resnet1d,act,0.8588293650793651,0.877184664584263,0.0183552995048978,2.137246129905623,30,30,0.9701754385964912,0.9701754385964912,0.0002218688525867,0.0001340028374129,1.090101138112373,0.1511641499969135,0.9999999999899998,2.1693166631450227,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,random1_baseline
