dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,direction_bank_source,feedback_margin_temperature,aug_loss_weight,feedback_weight_mean,feedback_weight_std,last_orig_ce_loss,last_weighted_aug_ce_loss,last_aug_margin_mean,router_temperature,router_min_prob,router_smoothing,router_reward,router_p_lraes_final,router_p_zpia_final,router_reward_lraes_last,router_reward_zpia_last,adaptive_best_engine_final,effective_k_dir_lraes,effective_k_dir_zpia,feedback_weight_mean_lraes,feedback_weight_mean_zpia,last_weighted_aug_ce_loss_lraes,last_weighted_aug_ce_loss_zpia,last_aug_margin_mean_lraes,last_aug_margin_mean_zpia,adaptive_engine_sources,osf_alpha,osf_beta,osf_kappa,osf_structure_overflow_rate,osf_alpha_eff_mean,osf_risk_scale_mean,osf_risk_zero_perp_rate,osf_risk_clipped_rate
ering,0,success,adaptive,resnet1d,mba_feedback,0.1576722940359304,0.1576722940359304,0.0,0.0,2,2,0.2222222222222222,0.2222222222222222,0.00018401274807196592,0.001336621535783157,1.1405782737149315,0.20545235543108756,0.27012652827411193,1.1419189935755434,0.0,0.0,48,48,10,10,orthogonal_fusion,1.0,1.0,0.7170809525996447,0.10179145270476431,1.1093369722366333,0.9164611101150513,0.5567916035652161,0.05,0.1,0.5,feedback_weight,1.0,0.0,0.17386589192345026,0.0,lraes,10,0,0.7170809525996447,0.0,0.9164611101150513,0.0,0.5567916035652161,0.0,"lraes,zpia_telm2",1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
