dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,transport_error_logeuc_mean,pca_n_components,pca_explained_variance_ratio_sum
epilepsy,1,random_cov_state,success,,1.0,1.0,0.0,1090,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,random_unit_z_direction,,0,0,0,64.81008224608377,0.0041061373985672,,
epilepsy,1,pca_cov_state,success,,1.0,1.0,0.0,1090,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,pca_top_z_direction,,0,0,0,21.380139296874404,0.0041036717963405,6.0,1.0
epilepsy,2,random_cov_state,success,,1.0,1.0,0.0,1090,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,random_unit_z_direction,,0,0,0,32.26310187391937,0.0037003697741202,,
epilepsy,2,pca_cov_state,success,,1.0,1.0,0.0,1090,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,pca_top_z_direction,,0,0,0,23.935484290122982,0.0037001433762186,6.0,1.0000001192092896
epilepsy,3,random_cov_state,success,,1.0,1.0,0.0,1090,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,random_unit_z_direction,,0,0,0,24.799361454090104,0.0038749078115635,,
epilepsy,3,pca_cov_state,success,,1.0,1.0,0.0,1090,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,pca_top_z_direction,,0,0,0,14.83637795294635,0.0038781136788784,6.0,1.0
cricket,1,random_cov_state,success,,0.9860139860139862,0.9860139860139862,0.0,860,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,random_unit_z_direction,,0,0,0,24.089414699934423,0.0130711690109905,,
cricket,1,pca_cov_state,success,,0.9860139860139862,0.9860139860139862,0.0,860,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,pca_top_z_direction,,0,0,0,24.83551363600418,0.0130793071934328,10.0,0.9760114550590516
cricket,2,random_cov_state,success,,0.9860139860139862,0.9860139860139862,0.0,860,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,random_unit_z_direction,,0,0,0,27.79056280804798,0.0135850436722965,,
cricket,2,pca_cov_state,success,,0.9860139860139862,0.9860139860139862,0.0,860,10.0,10.0,covariance_state,hard,minirocket,True,False,none,True,pca_top_z_direction,,0,0,0,38.93656442710199,0.0135897879507818,10.0,0.97592031955719
