method,seed_mean,seed_std,fail_reason_mean,fail_reason_std,base_f1_mean,base_f1_std,aug_f1_mean,aug_f1_std,gain_mean,gain_std,aug_count_mean,aug_count_std,aug_ratio_mean,aug_ratio_std,actual_aug_ratio_mean,actual_aug_ratio_std,train_split_only_mean,train_split_only_std,uses_external_library_mean,uses_external_library_std,budget_matched_mean,budget_matched_std,best_val_f1_mean,best_val_f1_std,stop_epoch_mean,stop_epoch_std,warning_count_mean,warning_count_std,fallback_count_mean,fallback_count_std,method_elapsed_sec_mean,method_elapsed_sec_std,transport_error_logeuc_mean_mean,transport_error_logeuc_mean_std,pca_n_components_mean,pca_n_components_std,pca_explained_variance_ratio_sum_mean,pca_explained_variance_ratio_sum_std,dba_k_mean,dba_k_std,dba_max_iter_mean,dba_max_iter_std
dba_sameclass,2.0,0.8233869695926184,,,0.6874174676803437,0.2941024649555838,0.7265322039956386,0.27198123682886827,0.0391147363152948,0.12561462204619556,7166.0,17564.801783536164,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7961701871472656,0.2423069150365092,24.716666666666665,5.566521192997507,38.0,101.62743523881895,38.0,101.62743523881895,967.5572971949334,3283.601334866451,,,,,,,5.0,0.0,5.0,0.0
pca_cov_state,2.0,0.8233869695926184,,,0.6874174676803437,0.2941024649555838,0.7221228731408889,0.28559948743510183,0.034705405460545145,0.13519663285539377,7166.0,17564.801783536164,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7967710644099756,0.24138948787543885,22.583333333333332,7.169359630686991,0.0,0.0,0.0,0.0,21.535471722702884,44.13351523894687,0.9112125854258992,2.2353990739664096,8.15,2.692267647308819,0.8711393316586812,0.17930477531990202,,,,
random_cov_state,2.0,0.8233869695926184,,,0.6874174676803437,0.2941024649555838,0.7229264764123062,0.2792317275963588,0.03550900873196244,0.12958082205177363,7166.0,17564.801783536164,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.808201830925676,0.2356338267840182,23.716666666666665,6.504474774368447,0.0,0.0,0.0,0.0,20.712073146454834,39.75660757839051,0.9111995656656359,2.2353926905454675,,,,,,,,
raw_aug_jitter,2.0,0.8233869695926184,,,0.6874174676803437,0.2941024649555838,0.7123437179828375,0.28938210597790875,0.024926250302493683,0.136628632458299,7166.0,17564.801783536164,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8105902028892387,0.22976957726231903,23.033333333333335,7.030120828979863,0.0,0.0,0.0,0.0,18.087902279250557,35.32568591173045,,,,,,,,,,
