dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,warp_sigma,warp_knots,per_channel_curve
atrialfibrillation,1,raw_aug_magnitude_warping,success,,0.16666666666666666,0.16666666666666666,0.0,24,2.0,2.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_magnitude_warping,0.16666666666666666,1,0,0,0.06019330199342221,0.2,4.0,1.0
