dataset,best_phase2_baseline,best_phase2_overall_mean_f1,best_phase2_f1,csta_top1_current,csta_group_template_top,best_phase2_minus_csta_top1,best_phase2_minus_csta_group
atrialfibrillation,dgw_sameclass,0.6446853371092731,0.2286596119929453,0.17670847670847667,0.1291033585151232,0.051951135284468625,0.0995562534778221
ering,dgw_sameclass,0.6446853371092731,0.7634998369846557,0.837231988455564,0.7834727436167497,-0.07373215147090828,-0.019972906632093945
handmovementdirection,dgw_sameclass,0.6446853371092731,0.3523767140375724,0.2754524178509126,0.2688544678780615,0.0769242961866598,0.08352224615951093
handwriting,dgw_sameclass,0.6446853371092731,0.39295454647521383,0.46049183816916345,0.476070456900701,-0.06753729169394962,-0.08311591042548716
japanesevowels,dgw_sameclass,0.6446853371092731,0.9757116817910522,0.97049413005379,0.9698710284725901,0.005217551737262127,0.0058406533184620635
natops,dgw_sameclass,0.6446853371092731,0.9645900799964927,0.9607853534384795,0.9659304125637961,0.0038047265580132272,-0.0013403325673033706
racketsports,dgw_sameclass,0.6446853371092731,0.83500488848698,0.8721055206171656,0.8922015072213133,-0.03710063213018566,-0.05719661873433335
