dataset,best_phase2_baseline,best_phase2_overall_mean_f1,best_phase2_f1,csta_top1_current,csta_group_template_top,best_phase2_minus_csta_top1,best_phase2_minus_csta_group
basicmotions,wdba_sameclass,0.5953597409359428,1.0,,,,
cricket,wdba_sameclass,0.5953597409359428,0.0747549019607843,,,,
ethanolconcentration,wdba_sameclass,0.5953597409359428,0.2838204901117192,,,,
har,wdba_sameclass,0.5953597409359428,0.9516529298591497,,,,
motorimagery,wdba_sameclass,0.5953597409359428,0.408425344758768,,,,
selfregulationscp2,wdba_sameclass,0.5953597409359428,0.5064348862751297,,,,
