dataset,method,n_seeds,tangent_available_rate_mean,tangent_available_rate_std,selected_alignment_mean_mean,selected_alignment_mean_std,random_alignment_mean_mean,random_alignment_mean_std,pca_alignment_mean_mean,pca_alignment_mean_std,selected_minus_random_alignment_mean,selected_minus_random_alignment_std,selected_minus_pca_alignment_mean,selected_minus_pca_alignment_std,selected_normal_leakage_mean_mean,selected_normal_leakage_mean_std,random_normal_leakage_mean_mean,random_normal_leakage_mean_std,pca_normal_leakage_mean_mean,pca_normal_leakage_mean_std,fallback_count_mean,fallback_count_std,insufficient_neighbor_count_mean,insufficient_neighbor_count_std
natops,csta_top1_current,1,1.0,,0.0495453688634522,,0.0134333374300811,,0.0908266214897348,,0.036112031433371,,-0.0412812526262826,,0.9504546311365478,,0.9865666625699188,,0.909173378510265,,0.0,,0.0,
natops,csta_topk_uniform_top5,1,1.0,,0.056599656055677,,0.0134333374300811,,0.0908266214897348,,0.0431663186255958,,-0.0342269654340578,,0.9434003439443228,,0.9865666625699188,,0.909173378510265,,0.0,,0.0,
natops,pca_cov_state,1,1.0,,,,,,0.0908266214897348,,,,,,,,,,0.909173378510265,,0.0,,0.0,
natops,random_cov_state,1,1.0,,,,0.0134333374300811,,,,,,,,,,0.9865666625699188,,,,0.0,,0.0,
