dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
handmovementdirection,random_cov_state,0.2850178383551711,0.024454311558779647,0.023207289863537445,0.04670765414749218,0.31063882224872935,1280.0,10.0,3
handmovementdirection,pca_cov_state,0.2714978464446582,0.02204342915508753,0.009687297953024606,0.060042086277486195,0.3119587305539318,1280.0,10.0,3
