dataset,pia_final,csta_group_template_top,csta_top1_current,dba_sameclass,no_aug,pca_cov_state,random_cov_state,raw_aug_jitter,raw_aug_magnitude_warping,raw_aug_scaling,raw_aug_timewarp,raw_aug_window_slicing,raw_aug_window_warping,raw_mixup,raw_smote_flatten_balanced,spawner_sameclass_style,wdba_sameclass,best_rawaug,dataset_best_external,dataset_best_external_method,pia_minus_no_aug,pia_minus_csta_top1_current,pia_minus_best_rawaug,pia_minus_dba_sameclass,pia_minus_wdba_sameclass,pia_minus_dataset_best_external,pia_rank_in_dataset
atrialfibrillation,0.26854256854256847,0.1291033585151232,0.17670847670847667,0.2589506172839506,0.23454323454323447,0.11259666259666257,0.17222222222222217,0.23888888888888885,0.19830539830539828,0.13190883190883188,0.23063356396689727,0.22277167277167273,0.0914902998236331,0.1461063627730294,0.23454323454323447,0.1823361823361823,0.3112763779430446,0.23888888888888885,0.3112763779430446,wdba_sameclass,0.033999333999334,0.0918340918340918,0.029653679653679627,0.009591951258617892,-0.04273380940047611,-0.04273380940047611,2.0
ering,0.8205151780046046,0.7834727436167497,0.837231988455564,0.8338175766315175,0.7469214078445964,0.8501776214953166,0.7878228568457231,0.7665886700139781,0.7948281323558142,0.7391502936098485,0.7875608840443497,0.8233078935407628,0.7309929823628466,0.8188850184173725,0.7469214078445964,0.816630976766628,0.7726425828702798,0.8233078935407628,0.8501776214953166,pca_cov_state,0.07359377016000823,-0.016716810450959407,-0.00279271553615823,-0.013302398626912848,0.04787259513432485,-0.02966244349071201,5.0
handmovementdirection,0.2723931737766877,0.2688544678780615,0.2754524178509126,0.35262496501639,0.20969127456801664,0.2976569238271552,0.2903481591789633,0.3125325544058762,0.27583652578717216,0.27388358281767594,0.3190067059621496,0.28126781782257604,0.3070897314560712,0.21315913469358572,0.20969127456801664,0.3455964052039886,0.36940528831465413,0.3190067059621496,0.36940528831465413,wdba_sameclass,0.06270189920867106,-0.0030592440742249205,-0.04661353218546188,-0.08023179123970231,-0.09701211453796643,-0.09701211453796643,13.0
handwriting,0.45256267016586116,0.476070456900701,0.46049183816916345,0.38789929123753014,0.4001000176877763,0.4674405889172227,0.4643840351655004,0.49712026897310563,0.44633543226444,0.45070560380102914,0.46740003184067774,0.4658683765467638,0.4823780564639299,0.3597628913762043,0.427791762958615,0.4453235878703865,0.40327345356016026,0.49712026897310563,0.49712026897310563,raw_aug_jitter,0.05246265247808485,-0.00792916800330229,-0.04455759880724447,0.06466337892833102,0.0492892166057009,-0.04455759880724447,8.0
japanesevowels,0.9785341333074079,0.9698710284725901,0.97049413005379,0.9800850697535949,0.9661509590323788,0.9701810617784151,0.9839705286795409,0.982607499733312,0.9752613721031892,0.976410358079742,0.9771057924292766,0.978106181693868,0.9743241056043322,0.9768844693938915,0.9661509590323788,0.9814956375323926,0.9748549646117772,0.982607499733312,0.9839705286795409,random_cov_state,0.012383174275029107,0.008040003253617867,-0.004073366425904057,-0.001550936446186979,0.0036791686956306746,-0.005436395372133029,6.0
natops,0.9608696404345388,0.9659304125637961,0.9607853534384795,0.9572815415000319,0.9216425322831762,0.9512742307142527,0.9535241013126406,0.962552462463421,0.9453827315496072,0.9532802159934782,0.9432313199163264,0.9593027544681579,0.9405264176909055,0.9296079267520693,0.9216425322831762,0.9570973167060624,0.9471451759840152,0.962552462463421,0.962552462463421,raw_aug_jitter,0.039227108151362655,8.42869960593351e-05,-0.0016828220288821472,0.003588098934506956,0.013724464450523666,-0.0016828220288821472,3.0
racketsports,0.8877814485757538,0.8922015072213133,0.8721055206171656,0.872503601911864,0.8696074996720241,0.8798842950588853,0.8846388859417199,0.8713085794059318,0.8804482055344324,0.8669590239709484,0.9010889846487858,0.8841151229652469,0.883870893427125,0.9065936439644634,0.8532594849761908,0.8972098246658815,0.8968577312346774,0.9010889846487858,0.9065936439644634,raw_mixup,0.018173948903729698,0.015675927958588187,-0.013307536073032034,0.01527784666388976,-0.009076282658923573,-0.018812195388709596,6.0
