combo,gamma,eta_safe,gamma_requested_mean_mean,gamma_requested_mean_max,gamma_used_mean_mean,gamma_used_mean_max,safe_clip_rate_mean,safe_clip_rate_max,safe_radius_ratio_mean_mean,safe_radius_ratio_mean_max,gamma_zero_rate_mean,gamma_zero_rate_max,transport_error_logeuc_mean_mean,transport_error_logeuc_mean_max,gamma_used_gt_requested_count
g0.05_e0.25,0.05,0.25,0.04999999999999998,0.05,0.049901173874802605,0.05,0.008730158730158723,0.0916666666666666,0.13548935785976518,0.5336151795092725,0.0,0.0,0.771263525065982,2.921523845788476,0
g0.05_e0.5,0.05,0.5,0.04999999999999998,0.05,0.049901173874802605,0.05,0.008730158730158723,0.0916666666666666,0.13548935785976518,0.5336151795092725,0.0,0.0,0.771263525065982,2.921523845788476,0
g0.05_e0.75,0.05,0.75,0.04999999999999998,0.05,0.049901173874802605,0.05,0.008730158730158723,0.0916666666666666,0.13548935785976518,0.5336151795092725,0.0,0.0,0.771263525065982,2.921523845788476,0
g0.1_e0.25,0.1,0.25,0.09999999999999998,0.1,0.09806448696324296,0.1,0.0611111111111111,0.4583333333333333,0.24081822215475043,0.8382226641864537,0.0,0.0,0.7712347380015298,2.9214561923216844,0
g0.1_e0.5,0.1,0.5,0.09999999999999998,0.1,0.09806448696324296,0.1,0.0611111111111111,0.4583333333333333,0.24081822215475043,0.8382226641864537,0.0,0.0,0.7712347380015298,2.9214561923216844,0
g0.1_e0.75,0.1,0.75,0.09999999999999998,0.1,0.09806448696324296,0.1,0.0611111111111111,0.4583333333333333,0.24081822215475043,0.8382226641864537,0.0,0.0,0.7712347380015298,2.9214561923216844,0
g0.2_e0.25,0.2,0.25,0.2,0.2,0.1876956771819771,0.2,0.125,0.8916666666666667,0.38508904015724293,0.9713665368926092,0.0,0.0,0.7711201761662361,2.9211913614076934,0
g0.2_e0.5,0.2,0.5,0.2,0.2,0.1876956771819771,0.2,0.125,0.8916666666666667,0.38508904015724293,0.9713665368926092,0.0,0.0,0.7711201761662361,2.9211913614076934,0
g0.2_e0.75,0.2,0.75,0.2,0.2,0.1876956771819771,0.2,0.125,0.8916666666666667,0.38508904015724293,0.9713665368926092,0.0,0.0,0.7711201761662361,2.9211913614076934,0
