dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,transport_error_logeuc_mean,pca_n_components,pca_explained_variance_ratio_sum
articularywordrecognition,1,random_cov_state,success,,0.9452972360972361,0.9491806164849643,0.0038833803877281747,2200,10.0,10.0,covariance_state,hard,moderntcn,True,False,none,True,random_unit_z_direction,0.96,30,0,0,25.617477735038847,0.0271130358888424,,
articularywordrecognition,1,pca_cov_state,success,,0.9452972360972361,0.9491806164849643,0.0038833803877281747,2200,10.0,10.0,covariance_state,hard,moderntcn,True,False,none,True,pca_top_z_direction,0.96,30,0,0,20.696891024010256,0.027107405446170876,10.0,0.6842184066772461
articularywordrecognition,2,random_cov_state,success,,0.8983597381684337,0.9627441775615688,0.0643844393931351,2200,10.0,10.0,covariance_state,hard,moderntcn,True,False,none,True,random_unit_z_direction,0.9466666666666665,30,0,0,19.63990294910036,0.0258814723307986,,
articularywordrecognition,2,pca_cov_state,success,,0.8983597381684337,0.9627441775615688,0.0643844393931351,2200,10.0,10.0,covariance_state,hard,moderntcn,True,False,none,True,pca_top_z_direction,0.9466666666666665,30,0,0,19.297040530014783,0.025882129571448934,10.0,0.6817032694816589
articularywordrecognition,3,random_cov_state,success,,0.9425559078602558,0.9458919541006497,0.003336046240393964,2200,10.0,10.0,covariance_state,hard,moderntcn,True,False,none,True,random_unit_z_direction,1.0,30,0,0,19.82826255983673,0.026202933975999664,,
articularywordrecognition,3,pca_cov_state,success,,0.9425559078602558,0.9458919541006497,0.003336046240393964,2200,10.0,10.0,covariance_state,hard,moderntcn,True,False,none,True,pca_top_z_direction,1.0,30,0,0,20.272548261098564,0.026203935012643016,10.0,0.6834048628807068
