method,n_datasets,mean_f1,mean_rank,win_count
csta_topk_uniform_top5,7,0.6652418044749704,2.2857142857142856,2
spg_cfm_one_step,7,0.6549103452476899,2.2857142857142856,3
spg_cfm_align_one_step,7,0.6568370089221797,2.5714285714285716,1
spg_cfm_film_one_step,7,0.6522053660615731,2.857142857142857,1
