dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
basicmotions,pca_cov_state,0.9916457811194653,0.014469931558637237,0.06721348826611995,0.014800011597102657,0.9555555555555556,320.0,10.0,3
basicmotions,random_cov_state,0.9916457811194653,0.014469931558637237,0.06721348826611995,0.014800011597102657,0.9555555555555556,320.0,10.0,3
