dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,jobda_num_transforms,jobda_transform_subseqs,jobda_cleanroom,jobda_official_code_confirmed
atrialfibrillation,1,jobda_cleanroom,success,,0.21645021645021645,0.20346320346320346,-0.012987012987012991,36,3.0,3.0,raw_time_tsw,joint_hard,resnet1d,True,False,none,False,jobda_cleanroom_tsw_joint_label,0.2222222222222222,20,0,0,0.34086128300987184,4.0,"0,2,4,8",1.0,0.0
