dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,activation_policy,activation_scope,activation_topk,activation_tau,operator_name,dictionary_estimator,safe_generator,bridge_realizer,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,aug_valid_rate,candidate_audit_rows,candidate_audit_available,candidate_accept_rate,candidate_physics_ok,candidate_audit_path,z_displacement_norm_mean,template_response_abs_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,selection_stage,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,selected_template_entropy
handwriting,1,csta_topk_uniform_top5,success,,0.1650777556889212,0.1832504646673317,0.0181727089784105,1200,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.2132936507936507,15,0,0,12.63003609108273,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001566946268571,0.0003234863471952,1.0702209474147395,0.1064788310177345,0.8382226641864537,0.2429830989517447,0.1,0.0851065280903928,0.0,0.0,0.0,1200,1200,10,10,0.4583333333333333,2.219098213268788,0.1583333333333333,1.0,1200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard3/_csta_runs/csta_topk_uniform_top5/handwriting/s1/candidate_audit/handwriting_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0851065284106761,0.3624644310350514,0.1,0.0851065280903928,0.8382226641864537,0.4583333333333333,0.0,0.2429830989517447,0.0003234863471952,2.219098213268788,0.1583333333333333,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,6,120,False,1.0,1.0,1.0,0,0.7453685192797045,0.7444455584581675,0.002264257482999,2.219098213268788
handwriting,2,csta_topk_uniform_top5,success,,0.1576682592010478,0.1786847025763469,0.021016443375299,1200,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.2027777777777778,12,0,0,10.236274617025629,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001568093777353,0.000319803457647,1.075329715086755,0.1136844875659865,0.8175676053652294,0.2591882417685238,0.1,0.0874859522656954,0.0,0.0,0.0,1200,1200,10,10,0.4083333333333333,2.1580509684502043,0.1666666666666666,1.0,1200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard3/_csta_runs/csta_topk_uniform_top5/handwriting/s2/candidate_audit/handwriting_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0874859524503844,0.3961350884392496,0.1,0.0874859522656954,0.8175676053652294,0.4083333333333333,0.0,0.2591882417685238,0.000319803457647,2.1580509684502043,0.1666666666666666,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,6,120,False,1.0,1.0,1.0,0,0.7552577188516096,0.7538034710311421,0.0025632709193199,2.1580509684502043
handwriting,3,csta_topk_uniform_top5,success,,0.1301483236330347,0.120896760662555,-0.0092515629704796,1200,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.1462962962962962,11,0,0,8.37353505298961,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001567847810871,0.0003247122581859,1.0743238612118602,0.1121061684744715,0.809973485949049,0.2621793509247431,0.1,0.0867617458720143,0.0,0.0,0.0,1200,1200,10,10,0.4166666666666667,2.1664664038326835,0.1666666666666666,1.0,1200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard3/_csta_runs/csta_topk_uniform_top5/handwriting/s3/candidate_audit/handwriting_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0867617454385222,0.3674349302134919,0.1,0.0867617458720143,0.809973485949049,0.4166666666666667,0.0,0.2621793509247431,0.0003247122581859,2.1664664038326835,0.1666666666666666,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,6,120,False,1.0,1.0000000000000002,1.0,0,0.7505251104427254,0.7490490656463976,0.0034144444333813,2.1664664038326835
japanesevowels,1,csta_topk_uniform_top5,success,,0.9626454983277116,0.9660385902698712,0.0033930919421595,2160,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.9813519813519812,23,0,0,18.81215199199505,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003159381836357,2.4622206994638933,1.2247455895150228,0.3390200504332407,0.0372904425483835,5.394679395933378,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,2.2808997157194475,0.1527777777777778,1.0,2160,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard0_recovery/_csta_runs/csta_topk_uniform_top5/japanesevowels/s1/candidate_audit/japanesevowels_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999998403343,1.54321983751448,0.0999999999999999,0.0999999999999999,0.0372904425483835,0.0,0.0,5.394679395933378,2.4622206994638933,2.2808997157194475,0.1527777777777778,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,78,216,False,1.0,1.0,1.0,0,0.7457823519458467,0.7501390617000077,0.012200302220932,2.2808997157194475
japanesevowels,2,csta_topk_uniform_top5,success,,0.9666138468702816,0.9726958899833,0.0060820431130184,2160,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,1.0,25,0,0,18.868321603978984,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003157888430975,2.443911620853792,1.21840940076974,0.3328679261125654,0.0375873301836795,5.356552201176859,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,2.2579419741768376,0.1527777777777778,1.0,2160,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard0_recovery/_csta_runs/csta_topk_uniform_top5/japanesevowels/s2/candidate_audit/japanesevowels_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.099999999922356,1.4842596523008906,0.0999999999999999,0.0999999999999999,0.0375873301836795,0.0,0.0,5.356552201176859,2.443911620853792,2.2579419741768376,0.1527777777777778,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,78,216,False,1.0,1.0,1.0,0,0.7493481019152409,0.7534476229307976,0.0126902622167224,2.2579419741768376
japanesevowels,3,csta_topk_uniform_top5,success,,0.9691136069454994,0.9659741219687537,-0.0031394849767457,2160,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.9813519813519817,13,0,0,12.989114120951854,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003158949349976,2.4440257806547754,1.2170674258325704,0.3375596601228831,0.0374169817955772,5.378469108461614,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,2.275338940407792,0.1481481481481481,1.0,2160,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard0_recovery/_csta_runs/csta_topk_uniform_top5/japanesevowels/s3/candidate_audit/japanesevowels_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999999388948,1.4898843334375682,0.0999999999999999,0.0999999999999999,0.0374169817955772,0.0,0.0,5.378469108461614,2.4440257806547754,2.275338940407792,0.1481481481481481,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,78,216,False,1.0,1.0,1.0,0,0.7488016497452964,0.7512732409111937,0.0123525275859869,2.275338940407792
natops,1,csta_topk_uniform_top5,success,,0.8166897655598221,0.8781940415215562,0.0615042759617341,1440,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.8902097902097902,30,0,0,27.0817344969837,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004486332146048,2.9115049204579395,1.4018361419529,0.5480701959539224,0.0361466770758831,5.82076716417455,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,2.160811559321453,0.1875,1.0,1440,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/natops/s1/candidate_audit/natops_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999999718539,2.495324999413,0.1,0.1,0.0361466770758831,0.0,0.0,5.82076716417455,2.9115049204579395,2.160811559321453,0.1875,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,300,144,True,1.0,1.0,1.0,0,0.7413955341463061,0.757840911898841,0.0115851800505578,2.160811559321453
natops,2,csta_topk_uniform_top5,success,,0.8344344519701802,0.8786658731476216,0.0442314211774413,1440,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.8425407925407926,30,0,0,28.2933382060146,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004493863662795,2.914843103501098,1.4253124776353003,0.5750430026591705,0.0367311613770138,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,2.1789852033783856,0.1944444444444444,1.0,1440,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/natops/s2/candidate_audit/natops_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000000006996,2.437604747019312,0.1,0.1,0.0367311613770138,0.0,0.0,5.7362806886113855,2.914843103501098,2.1789852033783856,0.1944444444444444,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,300,144,True,1.0,1.0,1.0,0,0.753430123513149,0.7592133258157752,0.0107950116523461,2.1789852033783856
natops,3,csta_topk_uniform_top5,success,,0.8902702233118678,0.9176794453679316,0.0274092220560637,1440,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.9162781662781664,30,0,0,29.493850039085373,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004487496863068,2.9214561923216844,1.405648870062669,0.5563515004368449,0.0374223596814477,5.643837013582447,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,2.1859164585147184,0.1736111111111111,1.0,1440,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/natops/s3/candidate_audit/natops_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999999855442,2.42005780484244,0.1,0.1,0.0374223596814477,0.0,0.0,5.643837013582447,2.9214561923216844,2.1859164585147184,0.1736111111111111,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,300,144,True,1.0,1.0,1.0,0,0.7591960365934863,0.7556615765190766,0.0114538393452741,2.1859164585147184
racketsports,1,csta_topk_uniform_top5,success,,0.7794973544973544,0.8209506734838927,0.0414533189865383,1200,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.9382855706385118,30,0,0,10.348639096016996,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002216949517642,0.0001210313389003,1.0995935217345465,0.1589441426297356,0.0982861650624899,2.1438648560026827,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,2.275203377551117,0.1583333333333333,1.0,1200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard2/_csta_runs/csta_topk_uniform_top5/racketsports/s1/candidate_audit/racketsports_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000005150983,0.9245948209127982,0.1,0.1,0.0982861650624899,0.0,0.0,2.1438648560026827,0.0001210313389003,2.275203377551117,0.1583333333333333,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,21,120,False,1.0,1.0,1.0,0,0.6439876728442867,0.6505309066490541,0.0133635817838723,2.275203377551117
racketsports,2,csta_topk_uniform_top5,success,,0.7522715602884379,0.7929353497702902,0.0406637894818523,1200,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.8239064856711915,16,0,0,7.937791540054604,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002217384352671,0.0001339461143629,1.1007637278306668,0.1610193100252926,0.0971920335530493,2.169316663145023,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,2.265079715684917,0.1416666666666666,1.0,1200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard2/_csta_runs/csta_topk_uniform_top5/racketsports/s2/candidate_audit/racketsports_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999997857916,0.8716770730425757,0.1,0.1,0.0971920335530493,0.0,0.0,2.169316663145023,0.0001339461143629,2.265079715684917,0.1416666666666666,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,21,120,False,1.0,1.0,1.0,0,0.6409920133104581,0.6446748194233678,0.0161542688599673,2.265079715684917
racketsports,3,csta_topk_uniform_top5,success,,0.7475223544505977,0.7822411511466238,0.0347187966960261,1200,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.8256778309409888,11,0,0,6.9344838979886845,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002216455538848,0.0001230406010515,1.1001573272450769,0.1558556783236211,0.0982568417140322,2.1508125271014964,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,2.256838815377447,0.15,1.0,1200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard2/_csta_runs/csta_topk_uniform_top5/racketsports/s3/candidate_audit/racketsports_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999997042222,0.8740698824598633,0.1,0.1,0.0982568417140322,0.0,0.0,2.1508125271014964,0.0001230406010515,2.256838815377447,0.15,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,21,120,False,1.0,1.0,1.0,0,0.6390133560120386,0.640681388461378,0.013002536628967,2.256838815377447
dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,activation_policy,activation_scope,activation_topk,activation_tau,operator_name,dictionary_estimator,safe_generator,bridge_realizer,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,aug_valid_rate,candidate_audit_rows,candidate_audit_available,candidate_accept_rate,candidate_physics_ok,candidate_audit_path,z_displacement_norm_mean,template_response_abs_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,selection_stage,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,selected_template_entropy
ering,1,csta_topk_uniform_top5,success,,0.9514272453145308,0.9404155520889288,-0.011011693225602026,240,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,1.0,30,0,0,6.208457066910341,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001813588700088,0.0013170723671426,1.100166125799536,0.1495433511972191,0.2135878948785501,1.0850636769840405,0.1,0.1,0.0,0.0,0.0,240,240,10,10,0.0,2.0377128268608677,0.2083333333333333,1.0,240,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/ering/s1/candidate_audit/ering_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999993749267,0.5080745053208268,0.1,0.1,0.2135878948785501,0.0,0.0,1.0850636769840405,0.0013170723671426,2.0377128268608677,0.2083333333333333,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,10,24,False,1.0,1.0,1.0,0,0.323908626804241,0.3384924606380963,0.0053674422524026,2.0377128268608677
ering,2,csta_topk_uniform_top5,success,,0.9367551379602116,0.9439445791146523,0.007189441154440757,240,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,1.0,30,0,0,6.041654734988697,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001812194388137,0.0013015840543201,1.098069042572177,0.1429676655229652,0.2204065089772856,1.0484200830955133,0.1,0.1,0.0,0.0,0.0,240,240,10,10,0.0,2.003428294150429,0.2916666666666667,1.0,240,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/ering/s2/candidate_audit/ering_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999999881427,0.54606562299,0.1,0.1,0.2204065089772856,0.0,0.0,1.0484200830955133,0.0013015840543201,2.003428294150429,0.2916666666666667,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,10,24,False,1.0,1.0,1.0,0,0.3222339555125668,0.3261402467539024,0.0143436075719679,2.003428294150429
ering,3,csta_topk_uniform_top5,success,,0.944336008230758,0.9445077123015846,0.00017170407082656158,240,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,1.0,30,0,0,6.709575075074099,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001812196855423,0.0013504756179882,1.0937690424889808,0.1424737027425314,0.2147860128810734,1.0999095086492523,0.1,0.1,0.0,0.0,0.0,240,240,10,10,0.0,1.9097057700482944,0.2916666666666667,1.0,240,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/ering/s3/candidate_audit/ering_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000003982384,0.5401062437558427,0.1,0.1,0.2147860128810734,0.0,0.0,1.0999095086492523,0.0013504756179882,1.9097057700482944,0.2916666666666667,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,10,24,False,1.0,1.0,1.0,0,0.286704659174984,0.2865740186565553,0.0164677153455645,1.9097057700482944
natops,1,csta_topk_uniform_top5,success,,0.8166897655598221,0.8781940415215562,0.061504275961734134,1440,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.8902097902097902,30,0,0,27.0817344969837,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004486332146048,2.9115049204579395,1.4018361419529,0.5480701959539224,0.0361466770758831,5.82076716417455,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,2.160811559321453,0.1875,1.0,1440,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/natops/s1/candidate_audit/natops_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999999718539,2.495324999413,0.1,0.1,0.0361466770758831,0.0,0.0,5.82076716417455,2.9115049204579395,2.160811559321453,0.1875,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,300,144,True,1.0,1.0,1.0,0,0.7413955341463061,0.757840911898841,0.0115851800505578,2.160811559321453
natops,2,csta_topk_uniform_top5,success,,0.8344344519701802,0.8786658731476216,0.04423142117744139,1440,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.8425407925407926,30,0,0,28.293338206014596,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004493863662795,2.914843103501098,1.4253124776353003,0.5750430026591705,0.0367311613770138,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,2.1789852033783856,0.1944444444444444,1.0,1440,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/natops/s2/candidate_audit/natops_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000000006996,2.437604747019312,0.1,0.1,0.0367311613770138,0.0,0.0,5.7362806886113855,2.914843103501098,2.1789852033783856,0.1944444444444444,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,300,144,True,1.0,1.0,1.0,0,0.753430123513149,0.7592133258157752,0.0107950116523461,2.1789852033783856
natops,3,csta_topk_uniform_top5,success,,0.8902702233118678,0.9176794453679316,0.027409222056063776,1440,10.0,10.0,covariance_template,hard,moderntcn,True,False,none,True,uniform_top5_response,0.9162781662781664,30,0,0,29.493850039085373,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004487496863068,2.9214561923216844,1.405648870062669,0.5563515004368449,0.0374223596814477,5.643837013582447,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,2.1859164585147184,0.1736111111111111,1.0,1440,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/backbone_robustness_moderntcn_v1/moderntcn_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5/natops/s3/candidate_audit/natops_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999999855442,2.42005780484244,0.1,0.1,0.0374223596814477,0.0,0.0,5.643837013582447,2.9214561923216844,2.1859164585147184,0.1736111111111111,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,300,144,True,1.0,1.0,1.0,0,0.7591960365934863,0.7556615765190766,0.0114538393452741,2.1859164585147184
