dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,activation_policy,activation_scope,activation_topk,activation_tau,operator_name,dictionary_estimator,safe_generator,bridge_realizer,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,aug_valid_rate,candidate_audit_rows,candidate_audit_available,candidate_accept_rate,candidate_physics_ok,candidate_audit_path,z_displacement_norm_mean,template_response_abs_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,selection_stage,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,selected_template_entropy
articularywordrecognition,1,csta_topk_uniform_top5,success,,0.9730638636725591,0.9867665551839464,0.013702691511387255,2200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.9786666666666668,30,0,0,11.20670945593156,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.00027191408166,0.0271082759096673,1.132930453325192,0.2137453404311253,0.0347846124168703,3.913112969333946,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2200,2200,10,10,0.0,2.2913842454070936,0.1272727272727272,1.0,2200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/articularywordrecognition/s1/candidate_audit/articularywordrecognition_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000002031212,1.2925293666995326,0.0999999999999999,0.0999999999999999,0.0347846124168703,0.0,0.0,3.913112969333946,0.0271082759096673,2.2913842454070936,0.1272727272727272,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,45,220,False,1.0,1.0,1.0,0,0.684195344601643,0.6875244013785357,0.0193680921161213,2.2913842454070936
articularywordrecognition,2,csta_topk_uniform_top5,success,,0.952954070084505,0.9764847481021394,0.02353067801763442,2200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.9662857142857144,29,0,0,10.700224354979582,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002718387863432,0.0258813047801524,1.1290375344663883,0.2104218377999679,0.0342987106166936,3.9518871108025633,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2200,2200,10,10,0.0,2.2515077492595483,0.1227272727272727,1.0,2200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/articularywordrecognition/s2/candidate_audit/articularywordrecognition_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000001225725,1.309903441352011,0.0999999999999999,0.0999999999999999,0.0342987106166936,0.0,0.0,3.9518871108025633,0.0258813047801524,2.2515077492595483,0.1227272727272727,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,45,220,False,1.0,1.0,1.0,0,0.6836273135963726,0.6877027933279468,0.0165023678415798,2.2515077492595483
articularywordrecognition,3,csta_topk_uniform_top5,success,,0.9633028826246216,0.9760612411742846,0.012758358549663007,2200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,1.0,30,0,0,11.797163201961666,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002718418566238,0.0262025559585915,1.1277198941918587,0.2103176334609148,0.0344274674696277,3.9383159923706983,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2200,2200,10,10,0.0,2.265482162293999,0.1545454545454545,1.0,2200,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/articularywordrecognition/s3/candidate_audit/articularywordrecognition_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999998692756,1.3230893951026286,0.0999999999999999,0.0999999999999999,0.0344274674696277,0.0,0.0,3.9383159923706983,0.0262025559585915,2.265482162293999,0.1545454545454545,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,45,220,False,1.0,1.0,1.0,0,0.6831837497644455,0.6910782037319378,0.0135389181988973,2.265482162293999
epilepsy,1,csta_topk_uniform_top5,success,,0.9717806041335452,0.9717806041335452,0.0,1090,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,1.0,30,0,0,7.4274389300262555,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001569549510538,0.00410352161147,1.081104962994481,0.1287839992411313,0.1015002448350429,1.4579571049010949,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1090,1090,10,10,0.0,2.177930938785269,0.1926605504587156,1.0,1090,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/epilepsy/s1/candidate_audit/epilepsy_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000004689583,1.3464652448022056,0.0999999999999999,0.0999999999999999,0.1015002448350429,0.0,0.0,1.4579571049010949,0.00410352161147,2.177930938785269,0.1926605504587156,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,6,109,False,1.0,1.0,1.0,0,0.3911798363993395,0.3353275993696665,0.0262335940754174,2.177930938785269
epilepsy,2,csta_topk_uniform_top5,success,,0.9709217843885812,0.9717806041335452,0.0008588197449639345,1090,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,1.0,30,0,0,7.7899929189588875,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001569906487136,0.003699872427607,1.084426246460199,0.128748864029355,0.1035920749797201,1.4371339363815483,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1090,1090,10,10,0.0,2.1131560153282294,0.1743119266055046,1.0,1090,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/epilepsy/s2/candidate_audit/epilepsy_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000004917518,1.1341371970398186,0.0999999999999999,0.0999999999999999,0.1035920749797201,0.0,0.0,1.4371339363815483,0.003699872427607,2.1131560153282294,0.1743119266055046,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,6,109,False,1.0,1.0,1.0,0,0.3019139733421603,0.2988300504330786,0.0210205566940965,2.1131560153282294
epilepsy,3,csta_topk_uniform_top5,success,,0.9326363277133825,0.9709217843885812,0.03828545667519878,1090,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,1.0,30,0,0,7.588836826034822,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001570622828072,0.0038771124489128,1.0896154484475762,0.1344422776121588,0.1050425229704121,1.3987721618078757,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1090,1090,10,10,0.0,2.175306167996584,0.1834862385321101,1.0,1090,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/epilepsy/s3/candidate_audit/epilepsy_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999999378076,1.301289555676287,0.0999999999999999,0.0999999999999999,0.1050425229704121,0.0,0.0,1.3987721618078757,0.0038771124489128,2.175306167996584,0.1834862385321101,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,6,109,False,1.0,1.0,1.0,0,0.3729633880241157,0.3331185640960838,0.0240105372669049,2.175306167996584
handmovementdirection,1,csta_topk_uniform_top5,success,,0.2384428967090257,0.3083036244800951,0.06986072777106939,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.4155448717948717,30,0,0,10.449542244081385,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002854442248617,1.112277880871225e-07,1.085677228616594,0.1482627789120797,0.137823303561668,0.9899009169526736,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,2.266119242263424,0.1484375,1.0,1280,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/handmovementdirection/s1/candidate_audit/handmovementdirection_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999998628687,0.2823965567471198,0.0999999999999999,0.0999999999999999,0.137823303561668,0.0,0.0,0.9899009169526736,1.112277880871225e-07,2.266119242263424,0.1484375,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,55,128,False,1.0,1.0,1.0,0,0.7521657954824004,0.7547584640415349,0.0132217261575631,2.266119242263424
handmovementdirection,2,csta_topk_uniform_top5,success,,0.2030680813439434,0.2571428571428571,0.054074775798913705,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.3803223219699192,14,0,0,7.880376736051403,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002854424445032,1.1119469691529677e-07,1.08722003728433,0.1484695270658685,0.1384131422750736,0.987985101412486,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,2.234776852244379,0.1484375,1.0,1280,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/handmovementdirection/s2/candidate_audit/handmovementdirection_s2_csta_topk_uniform_top5_candidate_audit.csv.gz,0.1000000001173613,0.2786994342718197,0.0999999999999999,0.0999999999999999,0.1384131422750736,0.0,0.0,0.987985101412486,1.1119469691529677e-07,2.234776852244379,0.1484375,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,55,128,False,1.0,1.0,1.0,0,0.7594804272123965,0.761819704350053,0.0119107333957204,2.234776852244379
handmovementdirection,3,csta_topk_uniform_top5,success,,0.1875628456510809,0.2517330397071109,0.06417019405603003,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.3067129629629629,11,0,0,7.035561891971156,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002854503160212,1.1148453432471835e-07,1.0888331284697337,0.1489442510277098,0.135822820430655,1.0034452843727364,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,2.2732306928336934,0.140625,1.0,1280,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/handmovementdirection/s3/candidate_audit/handmovementdirection_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.099999999916237,0.2762488974169271,0.0999999999999999,0.0999999999999999,0.135822820430655,0.0,0.0,1.0034452843727364,1.1148453432471835e-07,2.2732306928336934,0.140625,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,55,128,False,1.0,1.0,1.0,0,0.7623051847260964,0.7644649575641655,0.0116461000250424,2.2732306928336934
japanesevowels,1,csta_topk_uniform_top5,success,,0.9561456014766324,0.977748412110884,0.021602810634251624,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.9813519813519817,30,0,0,11.65656383195892,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003159381836357,2.4622206994638933,1.2247455895150228,0.3390200504332407,0.0248602950322588,5.394679395933378,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,2.2808997157194475,0.1527777777777778,1.0,2160,True,1.0,True,standalone_projects/ACT_ManifoldBridge/results/csta_pia_final20/resnet1d_s123/_shards/shard0/_csta_runs/csta_topk_uniform_top5/japanesevowels/s1/candidate_audit/japanesevowels_s1_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999998403343,1.54321983751448,0.0999999999999999,0.0999999999999999,0.0248602950322588,0.0,0.0,5.394679395933378,2.4622206994638933,2.2808997157194475,0.1527777777777778,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,1.0,1.0,,,,,,0,0,zpia_top1_pool,core_concat,concat_all,10.0,1,topk_uniform_top5,78,216,False,1.0,1.0,1.0,0,0.7457823519458467,0.7501390617000077,0.012200302220932,2.2808997157194475
