dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,transport_error_logeuc_mean,pca_n_components,pca_explained_variance_ratio_sum,dba_k,dba_max_iter
atrialfibrillation,1,random_cov_state,success,,0.21645021645021645,0.05555555555555555,-0.1608946608946609,120,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.5555555555555555,30,0,0,0.9553835040424019,0.027045971519681054,,,,
atrialfibrillation,1,pca_cov_state,success,,0.21645021645021645,0.13095238095238096,-0.08549783549783549,120,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,1.0,30,0,0,0.8999242469435558,0.02706491994421622,3.0,0.9999999403953552,,
atrialfibrillation,1,dba_sameclass,success,,0.21645021645021645,0.24444444444444446,0.027994227994228016,120,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.2222222222222222,13,120,120,21.032091036904603,,,,5.0,5.0
atrialfibrillation,1,raw_aug_jitter,success,,0.21645021645021645,0.11794871794871796,-0.09850149850149849,120,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.5555555555555555,30,0,0,0.8486253309529275,,,,,
atrialfibrillation,2,random_cov_state,success,,0.32051282051282054,0.26111111111111107,-0.05940170940170947,120,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,0,1.0253845780389383,0.033143701393542876,,,,
atrialfibrillation,2,pca_cov_state,success,,0.32051282051282054,0.1623931623931624,-0.15811965811965814,120,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.5555555555555555,26,0,0,0.8799920480232686,0.03315530354971116,3.0,1.0,,
atrialfibrillation,2,dba_sameclass,success,,0.32051282051282054,0.3333333333333333,0.012820512820512775,120,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.5555555555555555,30,120,120,19.777466246043332,,,,5.0,5.0
atrialfibrillation,2,raw_aug_jitter,success,,0.32051282051282054,0.10822510822510822,-0.21228771228771232,120,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,1.0,30,0,0,0.9605115359881893,,,,,
atrialfibrillation,3,random_cov_state,success,,0.16666666666666666,0.20000000000000004,0.03333333333333338,120,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,19,0,0,0.6569593240274116,0.032393829334275696,,,,
atrialfibrillation,3,pca_cov_state,success,,0.16666666666666666,0.044444444444444446,-0.1222222222222222,120,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.5555555555555555,30,0,0,1.0246993210166693,0.03237907480273593,3.0,0.9999999403953552,,
