dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,mixup_alpha,manifold_mixup_alpha
libras,1,raw_mixup,success,,0.8667137210615472,0.8962005559488398,0.029486834887292646,1440,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.8955555555555555,30,0,0,3.305406588013284,0.4,
libras,1,manifold_mixup,success,,0.8667137210615472,0.847873119195626,-0.01884060186592118,0,0.0,0.0,hidden_state,soft,resnet1d,True,False,none,False,resnet1d_hidden_state_beta_mixup,0.9244444444444445,30,0,0,0.7791601779172197,,0.4
libras,2,raw_mixup,success,,0.019034133206620733,0.9118309945556323,0.8927968613490116,1440,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.8633333333333333,19,0,0,2.0814205670030788,0.4,
libras,2,manifold_mixup,success,,0.019034133206620733,0.8988393635350157,0.879805230328395,0,0.0,0.0,hidden_state,soft,resnet1d,True,False,none,False,resnet1d_hidden_state_beta_mixup,0.8688888888888889,30,0,0,0.7906068549491465,,0.4
libras,3,raw_mixup,success,,0.7957431716788879,0.8986531510696273,0.10290997939073943,1440,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.9326984126984127,25,0,0,2.745182225946337,0.4,
libras,3,manifold_mixup,success,,0.7957431716788879,0.7794107050032246,-0.016332466675663238,0,0.0,0.0,hidden_state,soft,resnet1d,True,False,none,False,resnet1d_hidden_state_beta_mixup,0.8022222222222223,22,0,0,0.5765615680720657,,0.4
racketsports,1,raw_mixup,success,,0.8656212251404092,0.9150584795321637,0.049437254391754504,1200,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.9705882352941176,15,0,0,1.44323448499199,0.4,
racketsports,1,manifold_mixup,success,,0.8656212251404092,0.8493100944081337,-0.016311130732275525,0,0.0,0.0,hidden_state,soft,resnet1d,True,False,none,False,resnet1d_hidden_state_beta_mixup,0.9705882352941176,26,0,0,0.514877698966302,,0.4
racketsports,2,raw_mixup,success,,0.8588293650793651,0.9023612261806131,0.04353186110124796,1200,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,1.0,15,0,0,1.3574390050489455,0.4,
racketsports,2,manifold_mixup,success,,0.8588293650793651,0.8659676270195782,0.007138261940213053,0,0.0,0.0,hidden_state,soft,resnet1d,True,False,none,False,resnet1d_hidden_state_beta_mixup,0.9388888888888889,17,0,0,0.33841452200431377,,0.4
racketsports,3,raw_mixup,success,,0.8843719087962982,0.9023612261806131,0.017989317384314862,1200,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.9705882352941176,30,0,0,2.700367335928604,0.4,
racketsports,3,manifold_mixup,success,,0.8843719087962982,0.8855421686746988,0.0011702598784005813,0,0.0,0.0,hidden_state,soft,resnet1d,True,False,none,False,resnet1d_hidden_state_beta_mixup,0.9409722222222222,28,0,0,0.559847219963558,,0.4
