dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,selection_stage,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,z_displacement_norm_mean,direction_bank_source,ao_rho_scale,ao_rho_value,ao_lambda_pos,ao_lambda_neg,ao_k_pos,ao_k_neg,ao_sw_trace,ao_sb_trace,ao_sp_trace,ao_sn_trace,ao_eig_top,ao_eig_mean,ao_eig_min,ao_eig_max,ao_eig_fallback,ao_eig_fallback_reason,ao_response_centering,ao_direction_norm_mean,ao_direction_norm_min,ao_direction_norm_max,ao_eig_direction_count,ao_direction_pad_mode,ao_positive_pair_mode,ao_negative_pair_mode,ao_padded_template_usage_rate,candidate_audit_rows,candidate_audit_available,aug_valid_rate,candidate_accept_rate,template_response_abs_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,candidate_physics_ok,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,candidate_audit_path
natops,1,success,ao_fisher,resnet1d,act,0.20725055023629438,0.18216318785578747,-0.025087362380506906,-12.104841336760028,1,1,0.19047619047619047,0.16666666666666666,0.00044473864877801425,2.9112241425613656,1.2645457069688801,0.3899451069352415,0.02409778472549319,5.820767164174551,0.09999999999999999,0.09999999999999999,0.0,0.0,0.0,144,144,5,5,0.0,0.0,0.0,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,0.09999999999999999,ao_fisher,0.001,0.001,0.5,0.5,5,5,22.813646687333826,39.97543967189455,0.0,0.0,23198.485756341848,14149.699828829846,8925.784366147156,23198.485756341848,False,,class_residual,1.0,1.0,1.0,5,none,same_class_knn,none,0.0,144,True,1.0,1.0,,0.09999999999999999,0.09999999999999999,0.02409778472549319,0.0,0.0,5.820767164174551,2.9112241425613656,,,,,,,,1.6051039499793327,0.2152777777777778,True,0,0,results/_smoke_ao_fisher_v2/candidate_audit/natops_s1_ao_fisher_candidate_audit.csv.gz
