dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,activation_policy,activation_scope,activation_topk,activation_tau,operator_name,dictionary_estimator,safe_generator,bridge_realizer,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,aug_valid_rate,candidate_audit_rows,candidate_audit_available,candidate_accept_rate,candidate_physics_ok,candidate_audit_path,z_displacement_norm_mean,template_response_abs_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,selection_stage,ao_rho_scale,ao_rho_value,ao_lambda_pos,ao_lambda_neg,ao_k_pos,ao_k_neg,ao_sw_trace,ao_sb_trace,ao_sp_trace,ao_sn_trace,ao_eig_top,ao_eig_mean,ao_eig_min,ao_eig_max,ao_eig_fallback,ao_eig_fallback_reason,ao_response_centering,ao_direction_norm_mean,ao_direction_norm_min,ao_direction_norm_max,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,direction_bank_source,selected_template_entropy
ering,3,csta_topk_uniform_top5_ao_fisher,success,,0.8619813584939905,0.8933303210512679,0.03134896255727737,240,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,1.0,22,0,0,5.042153319926001,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001812894118477,0.0013501137485131,1.097374562164858,0.1443916189899111,0.2147860085770262,1.0999095086492523,0.1,0.1,0.0,0.0,0.0,240,240,10,10,0.0,0.0,0.0,1.0,240,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/ering/s3/candidate_audit/ering_s3_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999985595544,,0.1,0.1,0.2147860085770262,0.0,0.0,1.0999095086492523,0.0013501137485131,2.285388160439278,0.125,response_only,0.001,0.0009999999999999,0.5,0.5,5,5,0.6830470649217909,2.004816305026944,0.0,0.0,1425.068173545887,264.9866273053474,0.1161289806265385,1425.068173545887,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
ering,3,csta_topk_uniform_top5_ao_contrastive,success,,0.8619813584939905,0.8052337721108117,-0.05674758638317878,240,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,1.0,19,0,0,5.070782765978947,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001812865892234,0.001350268616723,1.1006402046974046,0.1469957383892292,0.2147860102876253,1.0999095086492523,0.1,0.1,0.0,0.0,0.0,240,240,10,10,0.0,0.0,0.0,1.0,240,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/ering/s3/candidate_audit/ering_s3_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999993294477,,0.1,0.1,0.2147860102876253,0.0,0.0,1.0999095086492523,0.001350268616723,2.276561148533129,0.15,response_only,0.001,0.0014999999999999,0.5,0.5,5,5,0.6830470649217909,2.004816305026944,1.8214588397914424,6.177653261908246,13.438464264404676,7.095530066131468,0.1242164380063578,13.438464264404676,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
handmovementdirection,1,csta_topk_uniform_top5_ao_fisher,success,,0.2384428967090257,0.2786205982374666,0.04017770152844091,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.4618872549019608,19,0,0,8.252014279016294,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002853986795336,1.1122695175050539e-07,1.0795908624830086,0.1432510424080874,0.2067349543089044,0.9899009169526736,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,1.0,1280,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/handmovementdirection/s1/candidate_audit/handmovementdirection_s1_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.099999999362044,,0.0999999999999999,0.0999999999999999,0.2067349543089044,0.0,0.0,0.9899009169526736,1.1122695175050539e-07,2.2987965011849845,0.11328125,response_only,0.001,0.001,0.5,0.5,5,5,0.9695180330117792,0.0409978267568127,0.0,0.0,6182.516576005716,2569.9826153354843,1520.8153080765885,6182.516576005716,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
handmovementdirection,1,csta_topk_uniform_top5_ao_contrastive,success,,0.2384428967090257,0.2586098541980895,0.02016695748906383,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.4144257703081233,20,0,0,8.71344879490789,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002860523065926,1.1121699372399789e-07,1.1135883652517926,0.188508655836953,0.20673495453789,0.9899009169526736,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,1.0,1280,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/handmovementdirection/s1/candidate_audit/handmovementdirection_s1_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999994644895,,0.0999999999999999,0.0999999999999999,0.20673495453789,0.0,0.0,0.9899009169526736,1.1121699372399789e-07,2.297258548101232,0.115625,response_only,0.001,0.0015,0.5,0.5,5,5,0.9695180330117792,0.0409978267568127,1.270592626630311,1.3178957560730449,5.455252169503894,4.001295092506298,3.484273352525126,5.455252169503894,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
handmovementdirection,2,csta_topk_uniform_top5_ao_fisher,success,,0.2030680813439434,0.2522943006813974,0.049226219337454,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.4303454715219421,13,0,0,7.4678447170881554,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002853878902683,1.1120147507661533e-07,1.0806979582442433,0.1423622830430555,0.2076197131634412,0.987985101412486,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,1.0,1280,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/handmovementdirection/s2/candidate_audit/handmovementdirection_s2_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999999999999,,0.0999999999999999,0.0999999999999999,0.2076197131634412,0.0,0.0,0.987985101412486,1.1120147507661533e-07,2.2986938336266265,0.11640625,response_only,0.001,0.001,0.5,0.5,5,5,0.9540874435991656,0.0470398577162146,0.0,0.0,5352.212676138027,2484.761088477333,1434.1650826322427,5352.212676138027,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
handmovementdirection,2,csta_topk_uniform_top5_ao_contrastive,success,,0.2030680813439434,0.2244603262278635,0.02139224488392008,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.3783151059466849,21,0,0,8.649568883003667,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002859231574863,1.11177991287794e-07,1.1000162253881545,0.1785447408859412,0.2076197105883445,0.987985101412486,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,1.0,1280,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/handmovementdirection/s2/candidate_audit/handmovementdirection_s2_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999987566843,,0.0999999999999999,0.0999999999999999,0.2076197105883445,0.0,0.0,0.987985101412486,1.11177991287794e-07,2.300659801495444,0.11328125,response_only,0.001,0.0014999999999999,0.5,0.5,5,5,0.9540874435991656,0.0470398577162146,1.2607007719163104,1.308975486967081,5.597634419712321,3.993300848917632,3.4739966199682604,5.597634419712321,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
handmovementdirection,3,csta_topk_uniform_top5_ao_fisher,success,,0.1875628456510809,0.2309322528325223,0.043369407181441416,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.32698336146612,13,0,0,7.362862181966193,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002854567189947,1.1148661112676245e-07,1.0827352802884218,0.1444392955898137,0.2037342296126229,1.0034452843727364,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,1.0,1280,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/handmovementdirection/s3/candidate_audit/handmovementdirection_s3_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999994039535,,0.0999999999999999,0.0999999999999999,0.2037342296126229,0.0,0.0,1.0034452843727364,1.1148661112676245e-07,2.298921415343696,0.115625,response_only,0.001,0.001,0.5,0.5,5,5,0.9675704049709496,0.0416480444903813,0.0,0.0,4903.3556039958685,2460.014309710318,1437.4508196767808,4903.3556039958685,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
handmovementdirection,3,csta_topk_uniform_top5_ao_contrastive,success,,0.1875628456510809,0.2775824964131994,0.09001965076211849,1280,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.2863052279528252,11,0,0,7.036709900945425,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002858743582561,1.1146618716346001e-07,1.1061090038158825,0.1849410785946446,0.2037342308172181,1.0034452843727364,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,1.0,1280,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/handmovementdirection/s3/candidate_audit/handmovementdirection_s3_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999999999999,,0.0999999999999999,0.0999999999999999,0.2037342308172181,0.0,0.0,1.0034452843727364,1.1146618716346001e-07,2.2974322038922512,0.11875,response_only,0.001,0.0014999999999999,0.5,0.5,5,5,0.9675704049709496,0.0416480444903813,1.2865482376882582,1.3311390196160449,5.285231489425639,4.019850928302303,3.526684615083876,5.285231489425639,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
handwriting,1,csta_topk_uniform_top5_ao_fisher,success,,0.382737297846506,0.4857840580229089,0.10304676017640291,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.424,17,0,0,7.667901696055196,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001566384633893,0.0003233264646311,1.0695406028868195,0.1014480149664041,0.8382226621765295,0.2429830989517447,0.1,0.0851065281741234,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/handwriting/s1/candidate_audit/handwriting_s1_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0851065281741234,,0.1,0.0851065281741234,0.8382226621765295,0.0,0.0,0.2429830989517447,0.0003233264646311,2.298828011494486,0.1133333333333333,response_only,0.001,0.001,0.5,0.5,5,5,0.3757527145765217,0.2942019212057054,0.0,0.0,3.7962650627029566,1.850547376879672,0.3437750973348794,3.7962650627029566,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
handwriting,1,csta_topk_uniform_top5_ao_contrastive,success,,0.382737297846506,0.4881782401061656,0.10544094225965961,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.44,16,0,0,7.106226750998758,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001566211116107,0.0003232184878371,1.0701336323444932,0.1019018056550277,0.8382226621765295,0.2429830989517447,0.1,0.0851065281741234,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/handwriting/s1/candidate_audit/handwriting_s1_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0851065281741234,,0.1,0.0851065281741234,0.8382226621765295,0.0,0.0,0.2429830989517447,0.0003232184878371,2.29857503150331,0.1108333333333333,response_only,0.001,0.0015,0.5,0.5,5,5,0.3757527145765217,0.2942019212057054,0.9488156790826624,1.2468564555469828,2.532816610353666,1.4610044396188868,0.4020633135663056,2.532816610353666,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
handwriting,2,csta_topk_uniform_top5_ao_fisher,success,,0.4564407814858985,0.4546900439032239,-0.001750737582674633,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.4208333333333333,16,0,0,6.968638046993874,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001565194600238,0.0003198471774334,1.0693440395377651,0.1041438393736082,0.8175675987423443,0.2591882417685238,0.1,0.0874859526918965,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/handwriting/s2/candidate_audit/handwriting_s2_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0874859515254876,,0.1,0.0874859526918965,0.8175675987423443,0.0,0.0,0.2591882417685238,0.0003198471774334,2.2976278272775708,0.1208333333333333,response_only,0.001,0.0009999999999999,0.5,0.5,5,5,0.4128915267927162,0.266491937820237,0.0,0.0,5.634678340381265,1.8983644153605284,0.3478105065296894,5.634678340381265,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
handwriting,2,csta_topk_uniform_top5_ao_contrastive,success,,0.4564407814858985,0.4707548091655767,0.01431402767967821,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.4916666666666667,16,0,0,7.417578760068864,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001566272563191,0.0003197709450186,1.0700358591313288,0.1044892137026289,0.8175676017107929,0.2591882417685238,0.1,0.087485952532063,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/handwriting/s2/candidate_audit/handwriting_s2_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0874859519476871,,0.1,0.087485952532063,0.8175676017107929,0.0,0.0,0.2591882417685238,0.0003197709450186,2.298085469686771,0.1141666666666666,response_only,0.001,0.0015,0.5,0.5,5,5,0.4128915267927162,0.266491937820237,0.9839505351831556,1.2397259020855074,2.873896281601857,1.3815826248419134,0.4229870303855044,2.873896281601857,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
handwriting,3,csta_topk_uniform_top5_ao_fisher,success,,0.4038917991696072,0.4505783303802663,0.04668653121065908,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.3361111111111111,21,0,0,7.209998358972371,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001568301991843,0.0003248501145032,1.073562314828716,0.1068730820533731,0.8099734808599711,0.2621793509247431,0.1,0.0867617462507796,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/handwriting/s3/candidate_audit/handwriting_s3_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0867617447022123,,0.1,0.0867617462507796,0.8099734808599711,0.0,0.0,0.2621793509247431,0.0003248501145032,2.3012709697882454,0.1058333333333333,response_only,0.001,0.0009999999999999,0.5,0.5,5,5,0.422930688290915,0.2592674076452126,0.0,0.0,4.578555699811846,1.6936449825792976,0.3470601150299275,4.578555699811846,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
handwriting,3,csta_topk_uniform_top5_ao_contrastive,success,,0.4038917991696072,0.4521896211163615,0.048297821946754305,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.3736111111111111,28,0,0,8.347337855026126,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001566724827164,0.0003247183965173,1.0738433139898376,0.1062704686280501,0.8099734830391032,0.2621793509247431,0.1,0.086761746134674,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/handwriting/s3/candidate_audit/handwriting_s3_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0867617450250708,,0.1,0.086761746134674,0.8099734830391032,0.0,0.0,0.2621793509247431,0.0003247183965173,2.297824135676505,0.1241666666666666,response_only,0.001,0.0015,0.5,0.5,5,5,0.422930688290915,0.2592674076452126,1.0160072661350523,1.2604963041483417,2.7657397403378368,1.306267011299465,0.4118179088006576,2.7657397403378368,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
japanesevowels,1,csta_topk_uniform_top5_ao_fisher,success,,0.9561456014766324,0.9849823092475836,0.028836707770951153,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.9628334628334628,31,0,0,11.618894004030153,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.000315357034767,2.4624565641659464,1.2008181564326177,0.314429131095087,0.0372904423856232,5.394679395933378,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,1.0,2160,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/japanesevowels/s1/candidate_audit/japanesevowels_s1_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.099999999401194,,0.0999999999999999,0.0999999999999999,0.0372904423856232,0.0,0.0,5.394679395933378,2.4624565641659464,2.3017815895133933,0.1064814814814814,response_only,0.001,0.001,0.5,0.5,5,5,15.035176930093268,11.024691759017545,0.0,0.0,5030.9444880478,2706.826073564332,1758.0378049719511,5030.9444880478,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
japanesevowels,1,csta_topk_uniform_top5_ao_contrastive,success,,0.9561456014766324,0.9664381754488234,0.010292573972190966,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,1.0,19,0,0,9.565052816993557,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003169915978502,2.4621039773527804,1.2567786002115138,0.3780292655074761,0.0372904421688227,5.394679395933378,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,1.0,2160,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/japanesevowels/s1/candidate_audit/japanesevowels_s1_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999988217044,,0.0999999999999999,0.0999999999999999,0.0372904421688227,0.0,0.0,5.394679395933378,2.4621039773527804,2.3014468103208805,0.1064814814814814,response_only,0.001,0.0015,0.5,0.5,5,5,15.035176930093268,11.024691759017545,22.346942421029663,44.30597689360751,8.098074696735502,7.3046268403578996,6.746554602631488,8.098074696735502,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
japanesevowels,2,csta_topk_uniform_top5_ao_fisher,success,,0.9550976529790824,0.964063243159154,0.008965590180071592,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,1.0,100,0,0,25.08892854396254,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003152226619522,2.4436206918335577,1.1973454985646068,0.3122159147028013,0.0375873299814568,5.356552201176859,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,1.0,2160,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/japanesevowels/s2/candidate_audit/japanesevowels_s2_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999993846372,,0.0999999999999999,0.0999999999999999,0.0375873299814568,0.0,0.0,5.356552201176859,2.4436206918335577,2.300138955734621,0.1125,response_only,0.001,0.001,0.5,0.5,5,5,15.148468526598688,10.782815940448378,0.0,0.0,4851.537242105359,2721.4649819657207,1772.065067693418,4851.537242105359,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
japanesevowels,2,csta_topk_uniform_top5_ao_contrastive,success,,0.9550976529790824,0.977694147423804,0.02259649444472156,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,1.0,100,0,0,24.169616239028983,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003162838016877,2.443806649724669,1.2329953715277258,0.3512233763231637,0.0375873302124854,5.356552201176859,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,1.0,2160,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/japanesevowels/s2/candidate_audit/japanesevowels_s2_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999999999999,,0.0999999999999999,0.0999999999999999,0.0375873302124854,0.0,0.0,5.356552201176859,2.443806649724669,2.301643466772844,0.1055555555555555,response_only,0.001,0.0015,0.5,0.5,5,5,15.148468526598688,10.782815940448378,22.473656525175663,44.01304861490145,7.841103071144539,7.124641452195381,6.678043184694728,7.841103071144539,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
