dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,activation_policy,activation_scope,activation_topk,activation_tau,operator_name,dictionary_estimator,safe_generator,bridge_realizer,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,aug_valid_rate,candidate_audit_rows,candidate_audit_available,candidate_accept_rate,candidate_physics_ok,candidate_audit_path,z_displacement_norm_mean,template_response_abs_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,selection_stage,ao_rho_scale,ao_rho_value,ao_lambda_pos,ao_lambda_neg,ao_k_pos,ao_k_neg,ao_sw_trace,ao_sb_trace,ao_sp_trace,ao_sn_trace,ao_eig_top,ao_eig_mean,ao_eig_min,ao_eig_max,ao_eig_fallback,ao_eig_fallback_reason,ao_response_centering,ao_direction_norm_mean,ao_direction_norm_min,ao_direction_norm_max,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,direction_bank_source,selected_template_entropy
japanesevowels,3,csta_topk_uniform_top5_ao_fisher,success,,0.9681596726696928,0.9914202906409588,0.023260617971265996,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.9813519813519817,16,0,0,8.874471424031071,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003152826274532,2.443821061127471,1.1966629450038408,0.3115971478047099,0.0374169814094063,5.378469108461614,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,1.0,2160,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/japanesevowels/s3/candidate_audit/japanesevowels_s3_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999989127671,,0.0999999999999999,0.0999999999999999,0.0374169814094063,0.0,0.0,5.378469108461614,2.443821061127471,2.2992361905225867,0.1129629629629629,response_only,0.001,0.0009999999999999,0.5,0.5,5,5,14.904464198591944,10.868481047176209,0.0,0.0,5005.470790448786,2687.003313080937,1778.8158284974995,5005.470790448786,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
japanesevowels,3,csta_topk_uniform_top5_ao_contrastive,success,,0.9681596726696928,0.974393234125543,0.0062335614558501895,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,1.0,16,0,0,9.126015883055516,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0003167896688396,2.4439273231491034,1.2503976725732202,0.3700227347628386,0.037416981377423,5.378469108461614,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,1.0,2160,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/japanesevowels/s3/candidate_audit/japanesevowels_s3_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.099999998818945,,0.0999999999999999,0.0999999999999999,0.037416981377423,0.0,0.0,5.378469108461614,2.4439273231491034,2.301580876849702,0.1111111111111111,response_only,0.001,0.0014999999999999,0.5,0.5,5,5,14.904464198591944,10.868481047176209,22.182829252324066,43.93558594878856,7.83912301765159,7.253179652178093,6.852918226358702,7.83912301765159,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
natops,1,csta_topk_uniform_top5_ao_fisher,success,,0.9373000436629222,0.9721214722343507,0.03482142857142856,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.972027972027972,21,0,0,7.8311847150325775,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004450147388774,2.91150620282588,1.271653878907841,0.3996403600466716,0.036146676854309,5.82076716417455,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,1.0,1440,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/natops/s1/candidate_audit/natops_s1_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999993625614,,0.1,0.1,0.036146676854309,0.0,0.0,5.82076716417455,2.91150620282588,2.2999370047887333,0.1118055555555555,response_only,0.001,0.001,0.5,0.5,5,5,22.813646687333826,39.97543967189455,0.0,0.0,23198.485756341848,10581.12908569413,5793.810084573245,23198.485756341848,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
natops,1,csta_topk_uniform_top5_ao_contrastive,success,,0.9373000436629222,0.96089209818718,0.023592054524257833,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.972027972027972,93,0,0,16.329712521051988,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004471616820424,2.9114658009436054,1.3436853945182965,0.496620722981676,0.0361466766774392,5.82076716417455,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,1.0,1440,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/natops/s1/candidate_audit/natops_s1_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999988617168,,0.1,0.1,0.0361466766774392,0.0,0.0,5.82076716417455,2.9114658009436054,2.2958341582339696,0.1194444444444444,response_only,0.001,0.0014999999999999,0.5,0.5,5,5,22.813646687333826,39.97543967189455,34.76599154355024,119.82671676374623,21.12105114022424,18.127079673852258,16.802014507778242,21.12105114022424,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
natops,2,csta_topk_uniform_top5_ao_fisher,success,,0.9070392331641024,0.9419070512820512,0.03486781811794881,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,1.0,100,0,0,16.637129907961935,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004452456177074,2.91488429852844,1.2802390701020503,0.409173771934962,0.0367311611561234,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,1.0,1440,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/natops/s2/candidate_audit/natops_s2_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999994039535,,0.1,0.1,0.0367311611561234,0.0,0.0,5.7362806886113855,2.91488429852844,2.3012064518301365,0.10625,response_only,0.001,0.001,0.5,0.5,5,5,22.590677743545648,39.69255557611472,0.0,0.0,22018.429724584523,10280.34112794775,5780.271981149238,22018.429724584523,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
natops,2,csta_topk_uniform_top5_ao_contrastive,success,,0.9070392331641024,0.9718951883498628,0.06485595518576037,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,1.0,41,0,0,11.428079512086697,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004472005468133,2.914765916027914,1.346992568991578,0.4999563687080467,0.036731160914389,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,1.0,1440,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/natops/s2/candidate_audit/natops_s2_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999987375405,,0.1,0.1,0.036731160914389,0.0,0.0,5.7362806886113855,2.914765916027914,2.301009710886923,0.1090277777777777,response_only,0.001,0.0014999999999999,0.5,0.5,5,5,22.590677743545648,39.69255557611472,34.54781446537383,118.27450219400988,21.02698720030957,18.39174800106391,16.889186092072812,21.02698720030957,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
natops,3,csta_topk_uniform_top5_ao_fisher,success,,0.920588320022504,0.9198300588892272,-0.0007582611332768163,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.972027972027972,13,0,0,7.387715125107206,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004450840556207,2.921545949986421,1.274525341337374,0.4009253694649174,0.0374223596885678,5.643837013582447,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,1.0,1440,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/natops/s3/candidate_audit/natops_s3_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.1,,0.1,0.1,0.0374223596885678,0.0,0.0,5.643837013582447,2.921545949986421,2.3010007900810123,0.1076388888888889,response_only,0.001,0.001,0.5,0.5,5,5,22.06226381481785,40.222593216888114,0.0,0.0,21152.599478829696,10323.712739516925,5648.94008492376,21152.599478829696,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
natops,3,csta_topk_uniform_top5_ao_contrastive,success,,0.920588320022504,0.9250172081667776,0.004428888144273557,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.972027972027972,28,0,0,9.963983173947781,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004469309393856,2.9214229628289785,1.336855467369252,0.4897415663120782,0.0374223596885678,5.643837013582447,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,1.0,1440,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/natops/s3/candidate_audit/natops_s3_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.1,,0.1,0.1,0.0374223596885678,0.0,0.0,5.643837013582447,2.9214229628289785,2.300804979826908,0.1083333333333333,response_only,0.001,0.0015,0.5,0.5,5,5,22.06226381481785,40.222593216888114,34.13677798240942,119.40064805759494,20.07994272534088,18.43605582757324,17.33949249472899,20.07994272534088,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
racketsports,1,csta_topk_uniform_top5_ao_fisher,success,,0.8843719087962982,0.8970523858164308,0.01268047702013253,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.9388888888888888,13,0,0,7.2147984829498455,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002217221414627,0.0001210490786859,1.099413797809949,0.1578709767561303,0.0982861640583966,2.1438648560026827,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/racketsports/s1/candidate_audit/racketsports_s1_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999994834264,,0.1,0.1,0.0982861640583966,0.0,0.0,2.1438648560026827,0.0001210490786859,2.294675266932821,0.1291666666666666,response_only,0.001,0.001,0.5,0.5,5,5,6.062465270567897,0.8480273702688046,0.0,0.0,3595.907505598888,1332.042760580627,510.5567399526616,3595.907505598888,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
racketsports,1,csta_topk_uniform_top5_ao_contrastive,success,,0.8843719087962982,0.8811246796321424,-0.0032472291641558737,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.9701754385964912,45,0,0,10.772268197033554,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002218131534022,0.0001210146067771,1.1067169893847535,0.1660044317438255,0.098286164568344,2.1438648560026827,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/racketsports/s1/candidate_audit/racketsports_s1_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.1,,0.1,0.1,0.098286164568344,0.0,0.0,2.1438648560026827,0.0001210146067771,2.299474827784868,0.1125,response_only,0.001,0.0015,0.5,0.5,5,5,6.062465270567897,0.8480273702688046,5.797043626447231,8.459598679218779,5.021630285609608,3.9328138496821463,3.286279168111488,5.021630285609608,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
racketsports,2,csta_topk_uniform_top5_ao_fisher,success,,0.8711043360433605,0.877184664584263,0.006080328540902569,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,1.0,27,0,0,8.713945528957993,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.000221666560671,0.0001339052670758,1.1039601007208928,0.1597232479890285,0.0971920337797351,2.169316663145023,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/racketsports/s2/candidate_audit/racketsports_s2_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.1,,0.1,0.1,0.0971920337797351,0.0,0.0,2.169316663145023,0.0001339052670758,2.3003310535300017,0.115,response_only,0.001,0.0009999999999999,0.5,0.5,5,5,6.174958507026966,0.8889157958643992,0.0,0.0,2958.1714058884354,1296.375341448886,526.8455143854856,2958.1714058884354,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
racketsports,2,csta_topk_uniform_top5_ao_contrastive,success,,0.8711043360433605,0.883234126984127,0.012129790940766494,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,1.0,27,0,0,8.683790236944333,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002218476114589,0.0001339150921002,1.1087815798067846,0.1683670971049544,0.0971920337797351,2.169316663145023,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/racketsports/s2/candidate_audit/racketsports_s2_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.1,,0.1,0.1,0.0971920337797351,0.0,0.0,2.169316663145023,0.0001339150921002,2.3004435609132923,0.1116666666666666,response_only,0.001,0.0015,0.5,0.5,5,5,6.174958507026966,0.8889157958643992,5.795901718378058,8.593375496847287,4.956267020298663,3.860387882788404,3.211605573430485,4.956267020298663,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
racketsports,3,csta_topk_uniform_top5_ao_fisher,success,,0.8843719087962982,0.8479563095177036,-0.03641559927859461,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_fisher_uniform_top5,0.9117647058823528,13,0,0,6.277383662993088,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002215197837273,0.000123064381996,1.1019106666529153,0.157435904475846,0.0982568414702219,2.1508125271014964,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_fisher/racketsports/s3/candidate_audit/racketsports_s3_csta_topk_uniform_top5_ao_fisher_candidate_audit.csv.gz,0.0999999994436899,,0.1,0.1,0.0982568414702219,0.0,0.0,2.1508125271014964,0.000123064381996,2.2966374169403103,0.1191666666666666,response_only,0.001,0.001,0.5,0.5,5,5,6.012679535676769,0.8339820018058862,0.0,0.0,3289.236185401865,1325.3326358863324,535.6614769680536,3289.236185401865,False,,class_residual,1.0,1.0,1.0,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_fisher,0.0
racketsports,3,csta_topk_uniform_top5_ao_contrastive,success,,0.8843719087962982,0.8226575456053069,-0.06171436319099133,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,ao_contrastive_uniform_top5,0.9409722222222222,13,0,0,6.551113039022312,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0002217728901751,0.000123056680474,1.106342897596701,0.1670118548328866,0.098256840891478,2.1508125271014964,0.1,0.1,0.0,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,1.0,1200,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v2/resnet1d_s123/_csta_runs/csta_topk_uniform_top5_ao_contrastive/racketsports/s3/candidate_audit/racketsports_s3_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz,0.0999999988476435,,0.1,0.1,0.098256840891478,0.0,0.0,2.1508125271014964,0.000123056680474,2.298801076104508,0.115,response_only,0.001,0.0015,0.5,0.5,5,5,6.012679535676769,0.8339820018058862,5.692108211712432,8.392103903255723,5.183335565328076,3.9607549344075466,3.2312449932101512,5.183335565328076,False,,class_residual,1.0,1.0,1.0000000000000002,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,ao_contrastive,0.0
