method,n_datasets,mean_f1,mean_rank,win_count
csta_topk_uniform_top5,3,0.9423950741059001,3.0,0
random_cov_state,3,0.9407111719779672,3.0,1
latent_residual_flow,3,0.9386452174831091,4.0,0
latent_residual_direct,3,0.9407238496138817,4.333333333333333,1
wdba_sameclass,3,0.9396192906101565,4.666666666666667,1
cs_flow_single_step,3,0.9389620845206056,5.0,0
dba_sameclass,3,0.9366234043884969,5.0,0
csta_template_random_within_bank,3,0.9286200119459466,7.0,0
