method,debug_probe,mean_f1,ci_low,ci_high,delta_vs_u5,delta_vs_random_cov,delta_vs_bank_random,delta_vs_cs_flow,delta_vs_wdba,delta_vs_direct_probe,latent_train_cosine_loss_mean,latent_train_mse_mean,latent_train_pred_target_cosine_mean,latent_pred_velocity_norm_mean,latent_pred_velocity_norm_std,latent_target_velocity_norm_mean,latent_target_velocity_norm_std,latent_target_dist_mean,latent_target_dist_std,latent_target_sampling_entropy,latent_target_sampling_entropy_by_class_mean,latent_target_sampling_entropy_by_class_min,latent_fallback_rate,latent_residual_effective_rank,latent_residual_pairwise_cosine_mean,latent_generated_direction_pairwise_cosine_mean,latent_unique_direction_ratio,latent_effective_aug_multiplier,bridge_success_rate,gamma_used_ratio_mean,safe_clip_rate,transport_error_logeuc_mean,seed_wins_vs_u5,seed_ties_vs_u5,seed_losses_vs_u5,dataset_wins_vs_u5,dataset_ties_vs_u5,dataset_losses_vs_u5,paired_delta_vs_u5_mean,paired_delta_vs_u5_ci_low,paired_delta_vs_u5_ci_high,wilcoxon_p_vs_u5,seed_wins_vs_random_cov,seed_ties_vs_random_cov,seed_losses_vs_random_cov,dataset_wins_vs_random_cov,dataset_ties_vs_random_cov,dataset_losses_vs_random_cov,paired_delta_vs_random_cov_mean,paired_delta_vs_random_cov_ci_low,paired_delta_vs_random_cov_ci_high,wilcoxon_p_vs_random_cov,seed_wins_vs_bank_random,seed_ties_vs_bank_random,seed_losses_vs_bank_random,dataset_wins_vs_bank_random,dataset_ties_vs_bank_random,dataset_losses_vs_bank_random,paired_delta_vs_bank_random_mean,paired_delta_vs_bank_random_ci_low,paired_delta_vs_bank_random_ci_high,wilcoxon_p_vs_bank_random,seed_wins_vs_cs_flow,seed_ties_vs_cs_flow,seed_losses_vs_cs_flow,dataset_wins_vs_cs_flow,dataset_ties_vs_cs_flow,dataset_losses_vs_cs_flow,paired_delta_vs_cs_flow_mean,paired_delta_vs_cs_flow_ci_low,paired_delta_vs_cs_flow_ci_high,wilcoxon_p_vs_cs_flow,seed_wins_vs_wdba,seed_ties_vs_wdba,seed_losses_vs_wdba,dataset_wins_vs_wdba,dataset_ties_vs_wdba,dataset_losses_vs_wdba,paired_delta_vs_wdba_mean,paired_delta_vs_wdba_ci_low,paired_delta_vs_wdba_ci_high,wilcoxon_p_vs_wdba,seed_wins_vs_direct_probe,seed_ties_vs_direct_probe,seed_losses_vs_direct_probe,dataset_wins_vs_direct_probe,dataset_ties_vs_direct_probe,dataset_losses_vs_direct_probe,paired_delta_vs_direct_probe_mean,paired_delta_vs_direct_probe_ci_low,paired_delta_vs_direct_probe_ci_high,wilcoxon_p_vs_direct_probe
csta_topk_uniform_top5,False,0.9423950741059001,0.9152048112569298,0.9667293646716228,0.0,0.0016839021279329014,0.01377506215995361,0.003432989585294588,0.0027757834957437,0.0016712244920183972,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.7887044817008326,0,9,0,0,3,0,0.0,0.0,0.0,,3,1,5,2,0,1,0.0016839021279329753,-0.0033707931346117657,0.007173727427419985,0.7421875,9,0,0,3,0,0,0.013775062159953598,0.005729367846750264,0.02392017075873127,0.00390625,6,0,3,2,0,1,0.0034329895852946127,-0.003853210375455829,0.010235958064536548,0.42578125,6,0,3,2,0,1,0.0027757834957436137,-0.007123802680703855,0.01177649818545596,0.65234375,3,0,6,2,0,1,0.0016712244920184343,-0.003041836845715529,0.007170126139047832,0.91015625
latent_residual_direct,True,0.9407238496138817,0.9106341556107999,0.9681272129756273,-0.0016712244920183972,1.2677635914504215e-05,0.012103837667935213,0.0017617650932761908,0.0011045590037253028,0.0,0.0,0.0,1.0,1.4105111642663544,0.09402145696141503,1.4105111642663544,0.09402145696141503,4.9809105798013515,0.9969430137787951,3.1550105114152243,3.153496019257881,3.11669324400762,0.0,39.67815744735682,-0.002214531507621589,0.49942980750512916,0.821522633744856,8.21522633744856,1.0,,0.0,1.7986204210883285,6,0,3,1,0,2,-0.0016712244920184343,-0.007170126139047835,0.0030418368457155267,0.91015625,4,0,5,1,0,2,1.2677635914541222e-05,-0.008365929879177256,0.008244059694629012,1.0,6,1,2,2,0,1,0.012103837667935165,-0.00029453437113280255,0.025690123501229924,0.1484375,5,0,4,2,0,1,0.0017617650932761784,-0.008907459540924763,0.011164809326084418,0.49609375,5,0,4,2,0,1,0.0011045590037251794,-0.011674820487959443,0.012992628709656836,0.734375,0,9,0,0,3,0,0.0,0.0,0.0,
random_cov_state,False,0.9407111719779672,0.9120934716822751,0.9672882452075783,-0.0016839021279329014,0.0,0.012091160032020709,0.0017490874573616866,0.0010918813678107986,-1.2677635914504215e-05,,,,,,,,,,,,,,,,,,,,,,1.788652071918718,5,1,3,1,0,2,-0.0016839021279329753,-0.007173727427419994,0.0033707931346117657,0.7421875,0,9,0,0,3,0,0.0,0.0,0.0,,8,0,1,3,0,0,0.012091160032020622,0.0035835799275138786,0.022155501923551202,0.01953125,5,0,4,2,0,1,0.0017490874573616371,-0.006834453542586452,0.010084488698590544,0.8203125,5,0,4,2,0,1,0.0010918813678106381,-0.011631090607133038,0.012937372473033778,0.734375,5,0,4,2,0,1,-1.2677635914541222e-05,-0.008244059694629019,0.008365929879177256,1.0
wdba_sameclass,False,0.9396192906101564,0.9175902040048359,0.9612468324073576,-0.0027757834957437,-0.0010918813678107986,0.01099927866420991,0.000657206089550888,0.0,-0.0011045590037253028,,,,,,,,,,,,,,,,,,,,,,,3,0,6,1,0,2,-0.0027757834957436137,-0.011776498185455961,0.007123802680703834,0.65234375,4,0,5,1,0,2,-0.0010918813678106381,-0.012937372473033785,0.011631090607133038,0.734375,6,0,3,3,0,0,0.010999278664209985,0.0022482375099946686,0.02093694312162468,0.07421875,5,0,4,2,0,1,0.000657206089550999,-0.011306274223009538,0.012264914736900015,0.8203125,0,9,0,0,3,0,0.0,0.0,0.0,,4,0,5,1,0,2,-0.0011045590037251794,-0.012992628709656841,0.01167482048795944,0.734375
cs_flow_single_step,False,0.9389620845206055,0.9108386377441022,0.9648298320942551,-0.003432989585294588,-0.0017490874573616866,0.010342072574659023,0.0,-0.000657206089550888,-0.0017617650932761908,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.7901445023672737,3,0,6,1,0,2,-0.0034329895852946127,-0.01023595806453655,0.003853210375455829,0.42578125,4,0,5,1,0,2,-0.0017490874573616371,-0.010084488698590549,0.006834453542586448,0.8203125,7,0,2,2,0,1,0.010342072574658986,5.562169389772065e-05,0.022321367200766048,0.12890625,0,9,0,0,3,0,0.0,0.0,0.0,,4,0,5,1,0,2,-0.000657206089550999,-0.012264914736900024,0.011306274223009533,0.8203125,4,0,5,1,0,2,-0.0017617650932761784,-0.011164809326084421,0.008907459540924761,0.49609375
latent_residual_flow,False,0.9386452174831091,0.910419303133926,0.9652479223625526,-0.003749856622790926,-0.0020659544948580244,0.010025205537162685,-0.0003168670374963378,-0.0009740731270472258,-0.0020786321307725286,0.12918192086120442,0.0302280054117242,0.8708180851406522,0.39213279220792985,0.09406088209814491,1.4105111642663544,0.09402145696141503,4.9809105798013515,0.9969430137787951,3.1550105114152243,3.153496019257881,3.11669324400762,0.0,39.67815744735682,-0.002214531507621589,0.1118895515657381,1.0,10.0,1.0,,0.0,1.7909622963681369,4,0,5,1,0,2,-0.0037498566227909505,-0.010984238874123283,0.003591650978042902,0.42578125,4,0,5,0,0,3,-0.002065954494857975,-0.012639261581029088,0.00805153270782787,0.734375,7,0,2,3,0,0,0.010025205537162648,0.00027771969606187947,0.02037449307152365,0.07421875,6,0,3,2,0,1,-0.0003168670374963378,-0.012979965479239963,0.01134483000875556,0.91015625,5,0,4,2,0,1,-0.0009740731270473368,-0.010819109286626275,0.007873707200035772,0.91015625,5,0,4,2,0,1,-0.0020786321307725165,-0.010815492207639119,0.004914396337432585,1.0
dba_sameclass,False,0.9366234043884969,0.9050413321600912,0.9655241548234479,-0.005771669717403172,-0.00408776758947027,0.008003392442550439,-0.0023386801321085837,-0.0029958862216594717,-0.0041004452253847745,,,,,,,,,,,,,,,,,,,,,,,3,0,6,1,0,2,-0.005771669717403233,-0.011826849447131742,-5.592483143983291e-05,0.203125,4,0,5,1,0,2,-0.004087767589470258,-0.011150634552953032,0.0034089666167782012,0.42578125,7,0,2,2,0,1,0.008003392442550364,-0.004002781744545768,0.02146795334297312,0.30078125,4,0,5,1,0,2,-0.0023386801321086206,-0.011835466245758633,0.006797111531499838,0.91015625,5,0,4,2,0,1,-0.0029958862216596196,-0.014638578145781326,0.00847534330134857,0.91015625,3,0,6,1,0,2,-0.004100445225384799,-0.008795064370757815,0.000703296045510278,0.203125
csta_template_random_within_bank,False,0.9286200119459465,0.903122708885421,0.9538964724879758,-0.01377506215995361,-0.012091160032020709,0.0,-0.010342072574659023,-0.01099927866420991,-0.012103837667935213,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.7887051984368452,0,0,9,0,0,3,-0.013775062159953598,-0.02392017075873128,-0.00572936784675027,0.00390625,1,0,8,0,0,3,-0.012091160032020622,-0.022155501923551202,-0.0035835799275138894,0.01953125,0,9,0,0,3,0,0.0,0.0,0.0,,2,0,7,1,0,2,-0.010342072574658986,-0.02232136720076605,-5.56216938977257e-05,0.12890625,3,0,6,0,0,3,-0.010999278664209985,-0.02093694312162468,-0.002248237509994669,0.07421875,2,1,6,1,0,2,-0.012103837667935165,-0.025690123501229924,0.0002945343711327954,0.1484375
