method,seed_mean,seed_std,fail_reason_mean,fail_reason_std,base_f1_mean,base_f1_std,aug_f1_mean,aug_f1_std,gain_mean,gain_std,aug_count_mean,aug_count_std,aug_ratio_mean,aug_ratio_std,actual_aug_ratio_mean,actual_aug_ratio_std,train_split_only_mean,train_split_only_std,uses_external_library_mean,uses_external_library_std,budget_matched_mean,budget_matched_std,best_val_f1_mean,best_val_f1_std,stop_epoch_mean,stop_epoch_std,warning_count_mean,warning_count_std,fallback_count_mean,fallback_count_std,method_elapsed_sec_mean,method_elapsed_sec_std,mixup_alpha_mean,mixup_alpha_std,manifold_mixup_alpha_mean,manifold_mixup_alpha_std
manifold_mixup,2.0,0.8233869695926184,,,0.6874174676803437,0.2941024649555838,0.709588783586018,0.2776328588014001,0.02217131590567428,0.12731584144428065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7971692188236141,0.23256011852443523,26.35,5.715945582167931,0.0,0.0,0.0,0.0,3.288526386336889,6.071036476365878,,,0.4,0.0
raw_mixup,2.0,0.8233869695926184,,,0.6874174676803437,0.2941024649555838,0.7177279364748311,0.2906326572715679,0.030310468794487334,0.12879483837311675,7166.0,17564.801783536164,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7934845212945504,0.23760746728276416,23.216666666666665,6.742457598181604,0.0,0.0,0.0,0.0,14.736119828359612,28.533068611899978,0.4,0.0,,
