dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,method_arm
handwriting,2,success,lraes,resnet1d,act,0.4136709560472157,0.4621786393864321,0.0485076833392164,11.726148743092113,30,16,0.3402777777777777,0.4458333333333333,0.0001569318457627,0.0003196512573936,1.0811957934093226,0.1186062233857598,0.8748595267902561,0.2591882417685239,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_random1
handwriting,3,success,lraes,resnet1d,act,0.4038917991696072,0.4597910889775926,0.0558992898079853,13.840161172559554,30,24,0.3305555555555555,0.3555555555555555,0.0001570069847138,0.0003248905796109,1.0830801971649704,0.1194701123732359,0.8676174649361387,0.2621793509247431,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_random1
natops,1,success,lraes,resnet1d,act,0.9373000436629222,0.9776785714285716,0.0403785277656493,4.307961333266423,18,30,0.972027972027972,0.972027972027972,0.0004450624929446,2.911755560090976,1.2634280837499132,0.3964168118624251,0.9999999999899996,5.820767164174551,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_random1
natops,2,success,lraes,resnet1d,act,0.9070392331641024,0.9597905644771136,0.0527513313130111,5.815771089991674,27,30,1.0,1.0,0.0004454704336168,2.9148158768688783,1.288303947057836,0.4221033967424401,0.9999999999899996,5.7362806886113855,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_random1
natops,3,success,lraes,resnet1d,act,0.920588320022504,0.925686802664374,0.0050984826418699,0.5538286742456883,30,17,0.945887445887446,0.972027972027972,0.0004455023236914,2.921347673115538,1.286477991120306,0.4208832313071606,0.9999999999899996,5.643837013582446,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_random1
racketsports,1,success,lraes,resnet1d,act,0.8656212251404092,0.8773186130383721,0.0116973878979629,1.351328526485359,30,30,0.9409722222222222,0.9705882352941176,0.0002217227243193,0.0001210193601347,1.09902487467839,0.1543817949951802,0.9999999999899998,2.143864856002683,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_random1
racketsports,2,success,lraes,resnet1d,act,0.8588293650793651,0.8770466203358981,0.0182172552565329,2.1211725956385856,30,27,0.9701754385964912,1.0,0.0002214338016524,0.0001339792000056,1.0890306979654516,0.1497072085693933,0.9999999999899998,2.1693166631450227,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_random1
racketsports,3,success,lraes,resnet1d,act,0.8843719087962982,0.8915505226480837,0.0071786138517854,0.8117187993722342,30,14,0.9705882352941176,0.9409722222222222,0.0002217507856492,0.0001230519726304,1.099745019304572,0.1575911839582838,0.9999999999899998,2.1508125271014964,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_random1
japanesevowels,1,success,lraes,resnet1d,act,0.9561456014766324,0.969080409356474,0.0129348078798415,1.3528071987214494,30,16,0.9452769452769452,0.9627039627039626,0.0003153767975175,2.461697572020799,1.204387413630705,0.3192917897141102,0.9999999999899998,5.394679395933378,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_random1
japanesevowels,2,success,lraes,resnet1d,act,0.9741476029508114,0.981516623395466,0.0073690204446545,0.7564582272619378,30,30,1.0,1.0,0.0003153366033696,2.443883971065392,1.1995438052536234,0.3147254013119937,0.9999999999899998,5.356552201176861,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_random1
japanesevowels,3,success,lraes,resnet1d,act,0.9681596726696928,0.9598712789060688,-0.0082883937636242,-0.8560977224625895,30,14,1.0,0.9813519813519817,0.0003153942312474,2.443913570832965,1.2069417959731672,0.321737180057499,0.9999999999899998,5.378469108461614,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_random1
atrialfibrillation,1,success,lraes,resnet1d,act,0.2164502164502164,0.2202380952380952,0.0037878787878787,1.749999191500372,30,30,0.5555555555555555,0.5555555555555555,0.0001294256221424,0.0270011753476886,1.0780368598612475,0.1277367295758739,0.9999999999899996,1.0436398830928968,0.0,0.0,120,120,10,9,0.0,0.0,0.0,lraes,csta_random1
atrialfibrillation,2,success,lraes,resnet1d,act,0.3205128205128205,0.2113997113997114,-0.1091131091131091,-34.04327942178687,28,30,0.5555555555555555,0.5555555555555555,0.0001277368138113,0.0331513646645359,1.079682086296196,0.1312257627096506,0.9999999999899996,1.0337744315478616,0.0,0.0,120,120,10,9,0.0,0.0,0.0,lraes,csta_random1
atrialfibrillation,3,success,lraes,resnet1d,act,0.1666666666666666,0.0444444444444444,-0.1222222222222222,-73.33328933335973,30,30,0.5555555555555555,0.5555555555555555,0.0001281129905427,0.0323829330573807,1.0824156181353983,0.1320291379145156,0.9999999999899996,0.8437962467856867,0.0,0.0,120,120,10,9,0.0,0.0,0.0,lraes,csta_random1
ering,1,success,lraes,resnet1d,act,0.5424850558740912,0.6232340092403404,0.0807489533662492,14.885006989019022,24,28,0.7777777777777777,0.7777777777777777,0.0001812601294359,0.0013160320521534,1.0963479122044808,0.1423756993831436,0.9999999999899996,1.0850636769840405,0.0,0.0,240,240,10,10,0.0,0.0,0.0,lraes,csta_random1
ering,2,success,lraes,resnet1d,act,0.848105426301868,0.8580295723934576,0.0099241460915895,1.1701546309765718,30,30,0.7777777777777778,1.0,0.0001812421875245,0.0013011863306547,1.100669135195472,0.1469692896793921,0.9999999999899996,1.048420083095513,0.0,0.0,240,240,10,10,0.0,0.0,0.0,lraes,csta_random1
ering,3,success,lraes,resnet1d,act,0.8501737413578302,0.8924764239637688,0.0423026826059386,4.975768548509577,30,22,0.7777777777777778,1.0,0.0001812158022597,0.0013504854753114,1.099433813603382,0.1449654458507134,0.9999999999899996,1.0999095086492523,0.0,0.0,240,240,10,10,0.0,0.0,0.0,lraes,csta_random1
handmovementdirection,1,success,lraes,resnet1d,act,0.2384428967090257,0.2826353826353827,0.0441924859263569,18.533773915065098,21,25,0.5395413410119293,0.4621983408748115,0.0002854018530596,1.1123346484759223e-07,1.079218657255983,0.1406900164799126,0.9999999999899998,0.9899009169526736,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
handmovementdirection,2,success,lraes,resnet1d,act,0.2030680813439434,0.2549753985593442,0.0519073172154008,25.56152168787274,17,14,0.3214285714285714,0.4133516483516484,0.0002852291711176,1.1118866931976293e-07,1.079916415498389,0.1419379262283538,0.9999999999899998,0.987985101412486,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
handmovementdirection,3,success,lraes,resnet1d,act,0.1875628456510809,0.3113121345029239,0.123749288851843,65.97747141487689,15,30,0.3456896551724138,0.3236215538847117,0.0002854324059553,1.1148192960630465e-07,1.080052556061861,0.1429547711025063,0.9999999999899998,1.0034452843727362,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
handwriting,1,success,lraes,resnet1d,act,0.382737297846506,0.4862757577557108,0.1035384599092048,27.05208858391418,30,16,0.3055555555555555,0.4039999999999999,0.0001567007404055,0.0003233207264511,1.077603694871257,0.114001453456084,0.851065287349552,0.2429830989517447,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
handwriting,2,success,lraes,resnet1d,act,0.4136709560472157,0.4536842139733006,0.0400132579260849,9.672723614851568,30,26,0.3402777777777777,0.4277777777777777,0.0001567745566203,0.0003198545186929,1.0815078977462578,0.1188450287156659,0.8748595261591947,0.2591882417685239,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
handwriting,3,success,lraes,resnet1d,act,0.4038917991696072,0.4562022421395185,0.0523104429699112,12.951594988030308,30,27,0.3305555555555555,0.3972222222222222,0.0001569639418541,0.0003245979481692,1.0827826472255406,0.1192168573730801,0.8676174644245589,0.2621793509247431,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
natops,1,success,lraes,resnet1d,act,0.9373000436629222,0.9542137985984328,0.0169137549355106,1.8045185472193044,18,23,0.972027972027972,0.972027972027972,0.0004451094022999,2.9112483655305854,1.2644619804845014,0.3974660472878064,0.9999999999899996,5.820767164174551,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
natops,2,success,lraes,resnet1d,act,0.9070392331641024,0.9423703536606762,0.0353311204965738,3.8952137139770207,27,30,1.0,1.0,0.000445419707616,2.914802703259059,1.2828332750943936,0.4159223373349787,0.9999999999899996,5.7362806886113855,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
natops,3,success,lraes,resnet1d,act,0.920588320022504,0.921923059535938,0.0013347395134342,0.1449876496818834,30,16,0.945887445887446,0.972027972027972,0.0004453784976324,2.9213117267767656,1.282944617739291,0.4170886041436034,0.9999999999899996,5.643837013582446,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
racketsports,1,success,lraes,resnet1d,act,0.8656212251404092,0.8840267095656068,0.0184054844251976,2.126274375485394,30,24,0.9409722222222222,0.9409722222222222,0.0002216508572542,0.0001210924240032,1.0985318832038706,0.1538537370385813,0.9999999999899998,2.143864856002683,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
racketsports,2,success,lraes,resnet1d,act,0.8588293650793651,0.8708134565692706,0.0119840914899054,1.3953982690612468,30,17,0.9701754385964912,1.0,0.0002216238125682,0.0001339338613852,1.0905442778845884,0.1515677844942339,0.9999999999899998,2.1693166631450227,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
racketsports,3,success,lraes,resnet1d,act,0.8843719087962982,0.8782743478206885,-0.0060975609756097,-0.6894791914444506,30,13,0.9705882352941176,0.9705882352941176,0.0002216797655922,0.0001230540027293,1.1001339299170638,0.1575769895993144,0.9999999999899998,2.1508125271014964,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
japanesevowels,1,success,lraes,resnet1d,act,0.9561456014766324,0.9846456017875802,0.0285000003109477,2.980717297262704,30,19,0.9452769452769452,0.9813519813519817,0.0003154366505933,2.462230623736822,1.2038106091994525,0.3191095834513584,0.9999999999899998,5.394679395933378,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
japanesevowels,2,success,lraes,resnet1d,act,0.9741476029508114,0.9833912972533754,0.0092436943025639,0.9489006928378242,30,30,1.0,1.0,0.000315335184103,2.444093390178097,1.2006330847572666,0.3152727667782314,0.9999999999899998,5.356552201176861,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
japanesevowels,3,success,lraes,resnet1d,act,0.9681596726696928,0.9862041802307092,0.0180445075610163,1.8637943932806464,30,30,1.0,1.0,0.0003155364014946,2.4442462336479043,1.2059811629704456,0.3210344426631705,0.9999999999899998,5.378469108461614,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
atrialfibrillation,1,success,lraes,resnet1d,act,0.2164502164502164,0.1623931623931624,-0.054057054057054,-24.974347436210454,30,19,0.5555555555555555,0.5555555555555555,0.0001277866962269,0.0269293957187835,1.0839266390965487,0.1356708643466883,0.9999999999899996,1.0436398830928968,0.0,0.0,120,120,10,9,0.0,0.0,0.0,lraes,csta_group_template_random
atrialfibrillation,2,success,lraes,resnet1d,act,0.3205128205128205,0.1666666666666666,-0.1538461538461538,-47.99998502400468,28,30,0.5555555555555555,1.0,0.0001286272815933,0.0331993912292675,1.07965304879401,0.128749448912857,0.9999999999899996,1.0337744315478616,0.0,0.0,120,120,10,9,0.0,0.0,0.0,lraes,csta_group_template_random
atrialfibrillation,3,success,lraes,resnet1d,act,0.1666666666666666,0.1185185185185185,-0.0481481481481481,-28.88887155556596,30,30,0.5555555555555555,0.5555555555555555,0.0001293295174501,0.0325257779313047,1.078973724381023,0.1278608327258729,0.9999999999899996,0.8437962467856867,0.0,0.0,120,120,10,9,0.0,0.0,0.0,lraes,csta_group_template_random
ering,1,success,lraes,resnet1d,act,0.5424850558740912,0.8173537237061425,0.2748686678320512,50.66842195694056,24,27,0.7777777777777777,0.7777777777777777,0.0001809743555052,0.0013160204802687,1.0961410685842536,0.1422603449554264,0.9999999999899996,1.0850636769840405,0.0,0.0,240,240,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
ering,2,success,lraes,resnet1d,act,0.848105426301868,0.8865129311190033,0.0384075048171352,4.528623340613019,30,30,0.7777777777777778,1.0,0.0001812439464523,0.001300745863907,1.1002112366265309,0.1460709087152799,0.9999999999899996,1.048420083095513,0.0,0.0,240,240,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
ering,3,success,lraes,resnet1d,act,0.8501737413578302,0.8307507795042567,-0.0194229618535735,-2.284587093688121,30,16,0.7777777777777778,1.0,0.0001818768439605,0.0013510519718944,1.100858414444982,0.147154740093894,0.9999999999899996,1.0999095086492523,0.0,0.0,240,240,10,10,0.0,0.0,0.0,lraes,csta_group_template_random
handmovementdirection,1,success,lraes,resnet1d,act,0.2384428967090257,0.2902223389355742,0.0517794422265485,21.71564815960414,21,19,0.5395413410119293,0.4655637254901961,0.0002855460726001,1.112264936401562e-07,1.0796155090267197,0.1408579635022401,0.9999999999899998,0.9899009169526736,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
handmovementdirection,2,success,lraes,resnet1d,act,0.2030680813439434,0.2915323806628154,0.088464299318872,43.56384084074554,17,22,0.3214285714285714,0.3764957264957265,0.0002856982676702,1.1121105691617621e-07,1.080545168682643,0.1427798121220314,0.9999999999899998,0.987985101412486,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
handmovementdirection,3,success,lraes,resnet1d,act,0.1875628456510809,0.215541165587419,0.027978319936338,14.916762924157482,15,13,0.3456896551724138,0.3101851851851852,0.0002854179465997,1.1148539279755135e-07,1.0802469213026158,0.1432358412880538,0.9999999999899998,1.0034452843727362,0.0,0.0,1280,1280,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
handwriting,1,success,lraes,resnet1d,act,0.382737297846506,0.4449714662733195,0.0622341684268135,16.26027892152103,30,15,0.3055555555555555,0.3696428571428571,0.0001567818109288,0.0003233812757177,1.0778312225001645,0.1140480937944171,0.8510652872190175,0.2429830989517447,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
handwriting,2,success,lraes,resnet1d,act,0.4136709560472157,0.4533228814247842,0.0396519253775685,9.585375819245789,30,14,0.3402777777777777,0.4152777777777778,0.0001567223727,0.0003197983819625,1.081092357740647,0.118344821894847,0.8748595266743397,0.2591882417685239,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
handwriting,3,success,lraes,resnet1d,act,0.4038917991696072,0.4344346435856726,0.0305428444160654,7.562133451762917,30,24,0.3305555555555555,0.3376984126984126,0.0001567496078586,0.0003246172943434,1.0822849972066428,0.1186444937108097,0.867617464688766,0.2621793509247431,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
natops,1,success,lraes,resnet1d,act,0.9373000436629222,0.977682072180544,0.0403820285176217,4.308334826431455,18,30,0.972027972027972,0.972027972027972,0.0004449567606014,2.911446696511492,1.2619113706945395,0.3946904109294226,0.9999999999899996,5.820767164174551,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
natops,2,success,lraes,resnet1d,act,0.9070392331641024,0.9656884707287932,0.0586492375646908,6.466008189534598,27,30,1.0,1.0,0.0004454506541117,2.9149291229519303,1.2857831005668034,0.4189263438425422,0.9999999999899996,5.7362806886113855,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
natops,3,success,lraes,resnet1d,act,0.920588320022504,0.9263695845227444,0.0057812645002406,0.6279966567577845,30,30,0.945887445887446,0.972027972027972,0.0004454290323096,2.921448728188277,1.284185400393003,0.4178481056830677,0.9999999999899996,5.643837013582446,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
racketsports,1,success,lraes,resnet1d,act,0.8656212251404092,0.8903960051818404,0.0247747800414311,2.862080602902495,30,30,0.9409722222222222,0.9373774509803922,0.0002214823845468,0.0001210161406352,1.0977520699181562,0.1531667260957349,0.9999999999899998,2.143864856002683,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
racketsports,2,success,lraes,resnet1d,act,0.8588293650793651,0.877184664584263,0.0183552995048978,2.137246129905623,30,29,0.9701754385964912,1.0,0.0002216262303143,0.00013401705766,1.0896002373446965,0.1503663215485644,0.9999999999899998,2.1693166631450227,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
racketsports,3,success,lraes,resnet1d,act,0.8843719087962982,0.9036004645760743,0.0192285557797761,2.1742610110362643,30,29,0.9705882352941176,0.9409722222222222,0.000221789971336,0.0001230695157426,1.0996508640776437,0.15736763533292,0.9999999999899998,2.1508125271014964,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
japanesevowels,1,success,lraes,resnet1d,act,0.9561456014766324,0.9801461706918448,0.0240005692152123,2.510137228891666,30,20,0.9452769452769452,0.9813519813519817,0.000315593973375,2.4621470414829614,1.2056215685225211,0.3205829934852287,0.9999999999899998,5.394679395933378,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
japanesevowels,2,success,lraes,resnet1d,act,0.9741476029508114,0.9675658786820642,-0.0065817242687471,-0.6756392535557295,30,30,1.0,1.0,0.0003153434767005,2.4437597118178616,1.1996041792915764,0.3140445910335261,0.9999999999899998,5.356552201176861,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
japanesevowels,3,success,lraes,resnet1d,act,0.9681596726696928,0.961389191845519,-0.0067704808241739,-0.6993144122797447,30,16,1.0,1.0,0.0003154321576507,2.4437797806472767,1.205837258308009,0.3211159969065451,0.9999999999899998,5.378469108461614,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,csta_group_template_top
