method_arm,base_f1,act_f1,gain,host_geom_cosine_mean,safe_clip_rate,manifold_margin_mean,aug_total_count
csta_group_template_top,0.6212367036616004,0.6552251873225948,0.03398848366099435,0.0,0.0,2.366422163939409,1091.4285714285713
csta_sameclass_zmix,0.6212367036616004,0.6543722336460303,0.03313552998442976,0.0,0.0,2.366422163939409,1091.4285714285713
csta_top1_repeated,0.6212367036616004,0.6509639540399524,0.029727250378351958,0.0,0.0,2.366422163939409,1091.4285714285713
csta_group_template_random,0.6212367036616004,0.6491973198331528,0.027960616171552304,0.0,0.0,2.366422163939409,1091.4285714285713
csta_random1,0.6212367036616004,0.6415538406680457,0.02031713700644507,0.0,0.0,2.366422163939409,1091.4285714285713
