method,seed_mean,seed_std,fail_reason_mean,fail_reason_std,base_f1_mean,base_f1_std,aug_f1_mean,aug_f1_std,gain_mean,gain_std,aug_count_mean,aug_count_std,aug_ratio_mean,aug_ratio_std,actual_aug_ratio_mean,actual_aug_ratio_std,train_split_only_mean,train_split_only_std,uses_external_library_mean,uses_external_library_std,budget_matched_mean,budget_matched_std,best_val_f1_mean,best_val_f1_std,stop_epoch_mean,stop_epoch_std,warning_count_mean,warning_count_std,fallback_count_mean,fallback_count_std,method_elapsed_sec_mean,method_elapsed_sec_std,activation_topk_mean,activation_topk_std,activation_tau_mean,activation_tau_std,transport_error_fro_mean_mean,transport_error_fro_mean_std,transport_error_logeuc_mean_mean,transport_error_logeuc_mean_std,bridge_cond_A_mean_mean,bridge_cond_A_mean_std,metric_preservation_error_mean_mean,metric_preservation_error_mean_std,safe_radius_ratio_mean_mean,safe_radius_ratio_mean_std,manifold_margin_mean_mean,manifold_margin_mean_std,gamma_requested_mean_mean,gamma_requested_mean_std,gamma_used_mean_mean,gamma_used_mean_std,gamma_zero_rate_mean,gamma_zero_rate_std,host_geom_cosine_mean_mean,host_geom_cosine_mean_std,host_conflict_rate_mean,host_conflict_rate_std,candidate_total_count_mean,candidate_total_count_std,aug_total_count_mean,aug_total_count_std,requested_k_dir_mean,requested_k_dir_std,effective_k_dir_mean,effective_k_dir_std,safe_clip_rate_mean,safe_clip_rate_std,template_usage_entropy_mean,template_usage_entropy_std,top_template_concentration_mean,top_template_concentration_std,aug_valid_rate_mean,aug_valid_rate_std,candidate_audit_rows_mean,candidate_audit_rows_std,candidate_audit_available_mean,candidate_audit_available_std,candidate_accept_rate_mean,candidate_accept_rate_std,candidate_physics_ok_mean,candidate_physics_ok_std,z_displacement_norm_mean_mean,z_displacement_norm_mean_std,template_response_abs_mean_mean,template_response_abs_mean_std,gamma_requested_mean_audit_mean,gamma_requested_mean_audit_std,gamma_used_mean_audit_mean,gamma_used_mean_audit_std,safe_radius_ratio_mean_audit_mean,safe_radius_ratio_mean_audit_std,safe_clip_rate_audit_mean,safe_clip_rate_audit_std,gamma_zero_rate_audit_mean,gamma_zero_rate_audit_std,manifold_margin_mean_audit_mean,manifold_margin_mean_audit_std,transport_error_logeuc_mean_audit_mean,transport_error_logeuc_mean_audit_std,template_usage_entropy_audit_mean,template_usage_entropy_audit_std,top_template_concentration_audit_mean,top_template_concentration_audit_std,feasible_rate_mean,feasible_rate_std,selector_accept_rate_mean,selector_accept_rate_std,pre_filter_reject_count_mean,pre_filter_reject_count_std,post_bridge_reject_count_mean,post_bridge_reject_count_std,reject_reason_zero_gamma_mean,reject_reason_zero_gamma_std,reject_reason_safe_radius_mean,reject_reason_safe_radius_std,reject_reason_zero_direction_mean,reject_reason_zero_direction_std,reject_reason_zero_margin_mean,reject_reason_zero_margin_std,reject_reason_bridge_fail_mean,reject_reason_bridge_fail_std,reject_reason_transport_error_mean,reject_reason_transport_error_std,relevance_score_mean_mean,relevance_score_mean_std,safe_balance_score_mean_mean,safe_balance_score_mean_std,fidelity_score_mean_mean,fidelity_score_mean_std,variety_score_mean_mean,variety_score_mean_std,fv_score_mean_mean,fv_score_mean_std,feasible_rate_audit_mean,feasible_rate_audit_std,selector_accept_rate_audit_mean,selector_accept_rate_audit_std,relevance_score_mean_audit_mean,relevance_score_mean_audit_std,safe_balance_score_mean_audit_mean,safe_balance_score_mean_audit_std,fidelity_score_mean_audit_mean,fidelity_score_mean_audit_std,variety_score_mean_audit_mean,variety_score_mean_audit_std,fv_score_mean_audit_mean,fv_score_mean_audit_std,gamma_used_gt_requested_count_mean,gamma_used_gt_requested_count_std,safe_radius_ratio_out_of_bounds_count_mean,safe_radius_ratio_out_of_bounds_count_std,aug_train_ratio_mean,aug_train_ratio_std,multi_template_pairs_mean,multi_template_pairs_std,zpia_z_dim_mean,zpia_z_dim_std,zpia_n_train_mean,zpia_n_train_std,zpia_n_train_lt_z_dim_mean,zpia_n_train_lt_z_dim_std,zpia_row_norm_min_mean,zpia_row_norm_min_std,zpia_row_norm_max_mean,zpia_row_norm_max_std,zpia_row_norm_mean_mean,zpia_row_norm_mean_std,zpia_fallback_row_count_mean,zpia_fallback_row_count_std,telm2_recon_last_mean,telm2_recon_last_std,telm2_recon_mean_mean,telm2_recon_mean_std,telm2_recon_std_mean,telm2_recon_std_std,selected_template_entropy_mean,selected_template_entropy_std
csta_topk_uniform_top5,2.0,0.8366600265340756,,,0.5245857821830868,0.3362777461131815,0.5809055810788786,0.31916880663705555,0.056319798895791764,0.10598471423814813,1091.4285714285713,669.8230043398459,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6802620193799245,0.304429762087701,22.952380952380953,6.49981684723647,0.0,0.0,0.0,0.0,18.88624699746946,10.471830885979301,5.0,0.0,,,0.00024831087713490476,0.00010549708736172462,0.77123473800153,1.2455641337974532,1.1506798057969274,0.11962470471205655,0.2244590331067185,0.158352742808332,0.24081822215475052,0.2580438457762915,2.366422163939409,2.1354793094775504,0.09999999999999998,5.229551148071768e-17,0.09806448696324295,0.0048733861100432865,0.0,0.0,0.0,0.0,0.0,0.0,1091.4285714285713,669.8230043398459,1091.4285714285713,669.8230043398459,10.0,0.0,10.0,0.0,0.0611111111111111,0.15362140813388295,2.1186163263683433,0.20425140929226496,0.1950837742504409,0.06437972319187221,1.0,0.0,1091.4285714285713,669.8230043398459,1.0,0.0,1.0,0.0,1.0,0.0,0.09806448691056234,0.004873386074299136,0.9664675811412263,0.7317829616339848,0.09999999999999998,5.229551148071768e-17,0.09806448696324295,0.0048733861100432865,0.24081822215475052,0.2580438457762915,0.0611111111111111,0.15362140813388295,0.0,0.0,2.366422163939409,2.1354793094775504,0.77123473800153,1.2455641337974532,2.1186163263683433,0.20425140929226496,0.1950837742504409,0.06437972319187221,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,67.57142857142857,100.79710880207399,109.14285714285714,66.98230043398459,0.14285714285714285,0.35856858280031806,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,0.0,0.0,0.6067698652342234,0.20420362847316656,0.6121361898781666,0.20049860032040967,0.014687667774977658,0.01443035952697492,2.1186163263683433,0.20425140929226496
