dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
uwavegesturelibrary,pca_cov_state,0.9357221267938892,0.015254395619944171,0.013556878853837865,0.0043053480811956635,,960.0,10.0,3
uwavegesturelibrary,random_cov_state,0.93360583499729,0.011831146521373376,0.011440587057238641,0.007385078569829776,,960.0,10.0,3
