phase,dataset,method,aug_f1_mean,aug_f1_std,gain_mean,actual_aug_ratio_mean,method_elapsed_sec_mean,fallback_count_mean,n_seeds
phase2_new,articularywordrecognition,wdba_sameclass,0.9708562304040566,0.008451703828247387,0.0077492916101612,10.0,32.31808580432941,0.0,3
phase1_locked,cricket,wdba_sameclass,0.0747549019607843,,0.0143684285308326,1.0,66.88429952797014,0.0,1
phase2_new,epilepsy,wdba_sameclass,0.9586103624081828,0.011981237159341407,0.0001641236630130991,10.0,32.58199057935659,0.0,3
phase2_new,handmovementdirection,wdba_sameclass,0.36940528831465413,0.014446574582233166,0.1597140137466374,10.0,83.64515554367487,0.0,3
phase2_new,japanesevowels,wdba_sameclass,0.9748549646117772,0.007682807272662324,0.008704005579398233,10.0,20.009882423017796,0.0,3
phase2_new,pendigits,wdba_sameclass,0.9840855520562091,0.004614025106016244,0.0010611398284007668,10.0,232.30852280634767,0.0,3
