method,n_datasets,mean_f1,mean_rank,win_count
dba_sameclass,5,0.8536629909498981,2.0,3
random_cov_state,5,0.8396316301193101,2.4,1
pca_cov_state,5,0.8382474177041056,2.6,0
raw_aug_jitter,5,0.8293608394967666,3.0,1
