dataset,no_aug,best_rawaug,raw_mixup,dba_sameclass,raw_smote_flatten_balanced,random_cov_state,pca_cov_state,csta_top1_current,csta_group_template_top,csta_top1_minus_no_aug,csta_group_minus_no_aug,csta_top1_minus_best_rawaug,csta_group_minus_best_rawaug,csta_top1_minus_raw_mixup,csta_group_minus_raw_mixup,csta_top1_minus_dba_sameclass,csta_group_minus_dba_sameclass,csta_top1_minus_raw_smote_flatten_balanced,csta_group_minus_raw_smote_flatten_balanced,csta_top1_minus_random_cov_state,csta_group_minus_random_cov_state,csta_top1_minus_pca_cov_state,csta_group_minus_pca_cov_state,csta_group_minus_csta_top1
articularywordrecognition,0.9561003087090043,,,,,,,,,,,,,,,,,,,,,,,
epilepsy,0.9667583394064757,,,,,,,,,,,,,,,,,,,,,,,
ering,0.6054917485302932,,,,,,,,,,,,,,,,,,,,,,,
handwriting,0.059837126572870554,,,,,,,,,,,,,,,,,,,,,,,
har,0.9574850471182119,,,,,,,,,,,,,,,,,,,,,,,
motorimagery,0.4205171226983308,,,,,,,,,,,,,,,,,,,,,,,
natops,0.9426976882178102,,,,,,,,,,,,,,,,,,,,,,,
uwavegesturelibrary,0.91061457800193,,,,,,,,,,,,,,,,,,,,,,,
