method,n_datasets,mean_f1,mean_rank,win_count
csta_topk_uniform_top5,7,0.6652418044749704,3.4285714285714284,0
spg_cfm_one_step,7,0.6549103452476899,3.5714285714285716,2
dba_sameclass,7,0.6633089519049827,4.285714285714286,1
wdba_sameclass,7,0.6679222249312298,4.571428571428571,3
random_cov_state,7,0.6481301127637586,4.571428571428571,1
spg_pia_zhead,7,0.6390495277634739,4.857142857142857,0
latent_residual_flow,7,0.6474999368722137,5.0,0
csta_template_random_within_bank,7,0.6535458366319812,5.714285714285714,0
