dataset,csta_group_template_top,csta_template_random_within_bank,csta_top1_current,csta_topk_uniform_top5,dba_sameclass,latent_residual_flow,no_aug,pca_cov_state,random_cov_state,raw_aug_jitter,raw_aug_scaling,raw_aug_timewarp,raw_mixup,raw_smote_flatten_balanced,spg_cfm_one_step,spg_pia_zhead,wdba_sameclass,csta_top1_minus_csta_template_random_within_bank,csta_group_minus_csta_template_random_within_bank,csta_top1_minus_csta_topk_uniform_top5,csta_group_minus_csta_topk_uniform_top5,csta_top1_minus_dba_sameclass,csta_group_minus_dba_sameclass,csta_top1_minus_latent_residual_flow,csta_group_minus_latent_residual_flow,csta_top1_minus_no_aug,csta_group_minus_no_aug,csta_top1_minus_pca_cov_state,csta_group_minus_pca_cov_state,csta_top1_minus_random_cov_state,csta_group_minus_random_cov_state,csta_top1_minus_raw_aug_jitter,csta_group_minus_raw_aug_jitter,csta_top1_minus_raw_aug_scaling,csta_group_minus_raw_aug_scaling,csta_top1_minus_raw_aug_timewarp,csta_group_minus_raw_aug_timewarp,csta_top1_minus_raw_mixup,csta_group_minus_raw_mixup,csta_top1_minus_raw_smote_flatten_balanced,csta_group_minus_raw_smote_flatten_balanced,csta_top1_minus_spg_cfm_one_step,csta_group_minus_spg_cfm_one_step,csta_top1_minus_spg_pia_zhead,csta_group_minus_spg_pia_zhead,csta_top1_minus_wdba_sameclass,csta_group_minus_wdba_sameclass,csta_group_minus_csta_top1
atrialfibrillation,0.1291033585151232,0.22866762866762866,0.17670847670847667,0.26854256854256847,0.2589506172839506,0.18487654320987645,0.23454323454323447,0.11259666259666257,0.17222222222222217,0.23888888888888885,0.13190883190883188,0.23063356396689727,0.1461063627730294,0.23454323454323447,0.17617937617937615,0.1192703982177666,0.3112763779430446,-0.05195915195915199,-0.09956427015250546,-0.0918340918340918,-0.13943921002744528,-0.08224214057547391,-0.12984725876882738,-0.008168066501399784,-0.05577318469475326,-0.057834757834757805,-0.10543987602811128,0.0641118141118141,0.01650669591846063,0.004486254486254504,-0.04311886370709897,-0.062180412180412176,-0.10978553037376565,0.044799644799644794,-0.0028054733937086795,-0.0539250872584206,-0.10153020545177407,0.03060211393544726,-0.017003004257906212,-0.057834757834757805,-0.10543987602811128,0.000529100529100518,-0.047076017664252956,0.05743807849071007,0.0098329602973566,-0.1345679012345679,-0.18217301942792138,-0.047605118193353474
ering,0.7834727436167497,0.816695320414201,0.837231988455564,0.8205151780046046,0.8338175766315175,0.8024366220889018,0.7469214078445964,0.8501776214953166,0.7878228568457231,0.7665886700139781,0.7391502936098485,0.7875608840443497,0.8188850184173725,0.7469214078445964,0.8055506279051613,0.8252663205720584,0.7726425828702798,0.020536668041363004,-0.03322257679745133,0.016716810450959407,-0.03704243438785493,0.0034144118240465593,-0.050344833014767776,0.03479536636666225,-0.018963878472152085,0.09031058061096764,0.036551335772153304,-0.012945633039752602,-0.06670487787856694,0.04940913160984095,-0.004350113228973385,0.07064331844158589,0.016884073602771554,0.0980816948457155,0.04432245000690116,0.04967110441121436,-0.004088140427599973,0.018346970038191523,-0.03541227480062281,0.09031058061096764,0.036551335772153304,0.031681360550402715,-0.02207788428841162,0.011965667883505615,-0.04179357695530872,0.06458940558528425,0.010830160746469919,-0.053759244838814335
handmovementdirection,0.2688544678780615,0.2866219449577145,0.2754524178509126,0.2723931737766877,0.35262496501639,0.2610304182072192,0.20969127456801664,0.2976569238271552,0.2903481591789633,0.3125325544058762,0.27388358281767594,0.3190067059621496,0.21315913469358572,0.20969127456801664,0.30747670704567254,0.2681217141848733,0.36940528831465413,-0.011169527106801858,-0.017767477079652982,0.0030592440742249205,-0.0035387058986262043,-0.07717254716547739,-0.08377049713832851,0.01442199964369345,0.007824049670842326,0.06576114328289598,0.059163193310044854,-0.022204505976242572,-0.028802455949093697,-0.01489574132805066,-0.021493691300901785,-0.03708013655496356,-0.043678086527814686,0.0015688350332366818,-0.005029114939614443,-0.04355428811123696,-0.050152238084088085,0.062293283157326906,0.05569533318447578,0.06576114328289598,0.059163193310044854,-0.032024289194759914,-0.03862223916761104,0.007330703666039329,0.0007327536931882039,-0.09395287046374151,-0.10055082043659264,-0.006597949972851125
handwriting,0.476070456900701,0.45697592654648433,0.46049183816916345,0.4680564886832321,0.38789929123753014,0.4682203221501717,0.4001000176877763,0.4674405889172227,0.4643840351655004,0.49712026897310563,0.45070560380102914,0.46740003184067774,0.3597628913762043,0.427791762958615,0.46854718090661923,0.43453631718702596,0.40327345356016026,0.003515911622679113,0.019094530354216654,-0.007564650514068627,0.008013968217468914,0.0725925469316333,0.08817116566317085,-0.007728483981008227,0.007850134750529314,0.06039182048138714,0.07597043921292468,-0.006948750748059229,0.008629867983478312,-0.003892196996336972,0.01168642173520057,-0.03662843080394218,-0.02104981207240464,0.009786234368134306,0.025364853099671847,-0.0069081936715142955,0.008670425060023246,0.10072894679295913,0.11630756552449667,0.03270007521054846,0.048278693942086004,-0.008055342737455784,0.007523275994081757,0.025955520982137492,0.04153413971367503,0.05721838460900319,0.07279700334054073,0.015578618731537541
japanesevowels,0.9698710284725901,0.9726782160838253,0.97049413005379,0.9785341333074079,0.9800850697535949,0.9808578705302738,0.9661509590323788,0.9701810617784151,0.9839705286795409,0.982607499733312,0.976410358079742,0.9771057924292766,0.9768844693938915,0.9661509590323788,0.9837187499497734,0.9766706201960081,0.9748549646117772,-0.0021840860300352816,-0.002807187611235218,-0.008040003253617867,-0.008663104834817803,-0.009590939699804846,-0.010214041281004782,-0.010363740476483807,-0.010986842057683743,0.004343171021411241,0.0037200694402113044,0.000313068275374917,-0.0003100333058250193,-0.013476398625750896,-0.014099500206950832,-0.012113369679521924,-0.01273647126072186,-0.005916228025951931,-0.006539329607151867,-0.006611662375486604,-0.007234763956686541,-0.00639033934010147,-0.007013440921301406,0.004343171021411241,0.0037200694402113044,-0.013224619895983336,-0.013847721477183272,-0.006176490142218105,-0.006799591723418041,-0.004360834557987192,-0.004983936139187128,-0.0006231015811999363
natops,0.9659304125637961,0.9312632489390053,0.9607853534384795,0.9608696404345388,0.9572815415000319,0.95252877752283,0.9216425322831762,0.9512742307142527,0.9535241013126406,0.962552462463421,0.9532802159934782,0.9432313199163264,0.9296079267520693,0.9216425322831762,0.9680974377524926,0.9646351759295516,0.9471451759840152,0.029522104499474233,0.03466716362479083,-8.42869960593351e-05,0.005060772129257263,0.0035038119384476207,0.008648871063764219,0.008256575915649433,0.013401635040966031,0.03914282115530332,0.04428788028061992,0.009511122724226828,0.014656181849543426,0.007261252125838835,0.012406311251155433,-0.0017671090249414823,0.0033779501003751156,0.007505137445001253,0.012650196570317851,0.017554033522153123,0.02269909264746972,0.031177426686410215,0.03632248581172681,0.03914282115530332,0.04428788028061992,-0.00731208431401309,-0.002167025188696492,-0.00384982249107213,0.0012952366342444677,0.01364017745446433,0.01878523657978093,0.005145059125316598
racketsports,0.8922015072213133,0.8819185708150091,0.8721055206171656,0.8877814485757538,0.872503601911864,0.8825490043962237,0.8696074996720241,0.8798842950588853,0.8846388859417199,0.8713085794059318,0.8669590239709484,0.9010889846487858,0.9065936439644634,0.8532594849761908,0.8748023369947336,0.8848461480570333,0.8968577312346774,-0.00981305019784351,0.010282936406304177,-0.015675927958588187,0.004420058645559499,-0.0003980812946984269,0.01969790530944926,-0.010443483779058127,0.00965250282508956,0.0024980209451415103,0.022594007549289197,-0.007778774441719705,0.012317212162427982,-0.01253336532455429,0.007562621279593396,0.0007969412112338592,0.020892927815381546,0.005146496646217247,0.025242483250364933,-0.02898346403162022,-0.008887477427472534,-0.03448812334729778,-0.014392136743150097,0.018846035640974867,0.038942022245122554,-0.002696816377568023,0.017399170226579663,-0.012740627439867702,0.007355359164279984,-0.02475221061751176,-0.004656224013364074,0.020095986604147686
