dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
selfregulationscp2,random_cov_state,0.5344590067617504,0.033631723172884716,0.013999506065856038,0.06988394904413642,0.5247912584711506,1600.0,10.0,3
selfregulationscp2,pca_cov_state,0.5332474474656254,0.036622347075596154,0.01278794676973096,0.06911919565865453,0.5315676464456952,1600.0,10.0,3
