dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,activation_policy,activation_scope,activation_topk,activation_tau,operator_name,dictionary_estimator,safe_generator,bridge_realizer,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,aug_valid_rate,candidate_audit_rows,candidate_audit_available,candidate_accept_rate,candidate_physics_ok,candidate_audit_path,z_displacement_norm_mean,template_response_abs_mean,template_response_top1_mean,template_response_top5_mean,template_response_gap_top1_top5_mean,template_response_entropy_mean,pre_safe_displacement_norm_mean,post_safe_displacement_norm_mean,gamma_used_ratio_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,template_response_top1_mean_audit,template_response_top5_mean_audit,template_response_gap_top1_top5_mean_audit,template_response_entropy_mean_audit,selected_template_response_abs_mean_audit,gamma_used_ratio_mean_audit,pre_safe_displacement_norm_mean_audit,post_safe_displacement_norm_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,selection_stage,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,bridge_success_rate,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,ag_target_norm_mean_audit,ag_pred_norm_mean_audit,ag_pred_target_cosine_mean_audit,ag_tangent_available_rate_audit,ag_fallback_rate_audit,cs_flow_target_dist_mean_audit,cs_flow_velocity_norm_mean_audit,cs_flow_pred_target_cosine_mean_audit,cs_flow_fallback_rate_audit,latent_target_dist_mean_audit,latent_target_sampling_prob_mean_audit,latent_residual_norm_mean_audit,latent_pred_velocity_norm_mean_audit,latent_pred_target_cosine_mean_audit,latent_fallback_rate_audit,task_utility_mean_audit,task_margin_mean_audit,lc_utility_mean_audit,lc_margin_mean_audit,lc_margin_target_mean_audit,lc_fallback_rate_audit,spg_grad_norm_mean_audit,spg_projected_grad_norm_mean_audit,spg_projection_energy_mean_audit,selected_template_entropy,direction_source,operator_source,latent_train_cosine_loss_mean,latent_train_mse_mean,latent_train_pred_target_cosine_mean,latent_pred_velocity_norm_mean,latent_pred_velocity_norm_std,latent_target_velocity_norm_mean,latent_target_velocity_norm_std,latent_target_dist_mean,latent_target_dist_std,latent_target_sampling_entropy,latent_target_sampling_entropy_by_class_mean,latent_target_sampling_entropy_by_class_min,latent_fallback_rate,latent_residual_effective_rank,latent_residual_pairwise_cosine_mean,latent_generated_direction_pairwise_cosine_mean,latent_unique_direction_ratio,latent_effective_aug_multiplier,latent_pred_target_cosine_mean,latent_hidden_width,latent_class_embedding_dim,latent_hidden_layers,latent_lambda_cos,latent_flow_epochs,latent_flow_batch_size,latent_flow_lr,latent_flow_weight_decay,latent_rbf_tau_floor,task_utility_mean,task_utility_std,task_margin_mean,task_margin_std,task_bad_margin_mass,task_wrong_pred_mass,task_sampling_entropy,task_sampling_effective_support,task_kl_task_vs_geo,task_guidance_fallback_rate,task_guidance_fallback_reason,task_invalid_candidate_rate,task_warmup_train_epochs,task_warmup_train_loss_mean,task_guidance_beta,task_guidance_margin_min,task_guidance_lambda_margin,task_guidance_max_candidates,lc_valid_candidate_rate,lc_no_valid_fallback_rate,lc_bad_margin_mass,lc_wrong_pred_mass,lc_sampling_entropy,lc_sampling_effective_support,lc_kl_lc_vs_geo,lc_margin_mean,lc_margin_std,lc_margin_target_mean,lc_weight_top1_mass,lc_fallback_reason,lc_beta,lc_margin_floor,lc_gamma_eps,lc_warmup_epochs,lc_max_candidates,lc_warmup_train_loss_mean,spg_zhead_train_acc,spg_zhead_train_loss_mean,spg_grad_norm_mean,spg_grad_norm_std,spg_projected_grad_norm_mean,spg_projected_grad_norm_std,spg_projection_energy,spg_projection_energy_std,spg_direction_pairwise_cosine_mean,spg_effective_aug_multiplier,spg_support_rank,spg_support_condition,spg_projection_ridge,spg_noise_sigma,spg_zhead_epochs,spg_zhead_hidden_dim,wdba_k,wdba_max_iter,wdba_tau,dba_k,dba_max_iter
natops,2,random_cov_state,success,,0.9070392331641024,0.9665552053092653,0.05951597214516291,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,0,4.821721536107361,,,,,,,,,,2.914525225864006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,2,csta_template_random_within_bank,success,,0.9070392331641024,0.9313457623486552,0.024306529184552783,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,csta_bank_random,1.0,18,0,0,8.288878686958924,random_within_bank,single_anchor,,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004496857909169,2.914845132412277,1.4361231555293157,0.5861202918730596,0.0244874409055776,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,10.0,0.0,2.262440025802608,0.1319444444444444,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/csta_template_random_within_bank/natops/s2/candidate_audit/natops_s2_csta_template_random_within_bank_candidate_audit.csv.gz,0.0999999999503794,1.723859570791028,3.016857740438076,2.446985785724095,0.5698719547139806,2.1699453887774984,0.0999999999503794,0.1000000014901161,1.0,0.1,0.1,0.0244874409055776,0.0,0.0,5.7362806886113855,2.914845132412277,3.016857740438076,2.446985785724095,0.5698719547139806,2.1699453887774984,1.723859570791028,1.0,0.0999999999503794,0.1000000014901161,2.262440025802608,0.1319444444444444,response_only,random,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,zpia_top1_pool,core_concat,concat_all,10.0,1.0,random,300.0,144.0,True,1.0,1.0,1.0,0.0,0.753430123513149,0.7592133258157752,0.0107950116523461,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,2.262440025802608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,2,latent_residual_flow,success,,0.9070392331641024,0.9371236768198888,0.03008444365578644,1440,10.0,10.0,covariance_state_latent_residual,hard,resnet1d,True,False,none,True,latent_residual_sampling,0.972027972027972,30,0,0,10.344908146886155,latent_residual_flow,anchor_conditioned_latent_residual,,,Latent Residual Flow,latent_residual_distribution,local_margin_safe_step,whitening_coloring,0.0004475041154819,2.918016570951527,1.3620775896615012,0.5174533938341983,0.0244874409173605,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,1.0,0.0,0.0,0.0,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/latent_residual_flow/natops/s2/candidate_audit/natops_s2_latent_residual_flow_candidate_audit.csv.gz,0.1,,,,,,,,,0.1,0.1,0.0244874409173605,0.0,0.0,5.7362806886113855,2.918016570951527,,,,,,1.0,0.1,0.1000000014849421,,,latent_residual_flow_operator,latent_residual_flow,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,latent_residual_flow_operator,core_concat,concat_all,10.0,,none,,,,,,,,,,,,,,0.0,0.0,,,,0.0,6.566658328638237,0.0459779653900467,6.566658328638237,0.5392138598498754,0.269939123313658,0.0,,,,,,0.0,,,,0.0,latent_residual_flow_operator,latent_residual_flow,0.0189329385757446,0.0022237487137317,0.9810670018196106,0.6279285550117493,0.1181005761027336,1.414838394057042,0.0370084291970341,6.521127394685878,1.1664339564614532,3.108773018453816,3.108773018453816,3.089745050113606,0.0,58.9684853472682,-0.0030120571080603,0.215977611088228,1.0,10.0,0.269939123313658,600.0,6.0,2.0,0.5,50.0,128.0,0.001,0.0001,1e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,2,task_guided_latent_residual_flow,success,,0.9070392331641024,0.9604306383507204,0.053391405186618,1440,10.0,10.0,covariance_state_task_guided_latent_residual,hard,resnet1d,True,False,none,True,task_reweighted_residual_sampling,1.0,30,0,0,13.449221731862053,task_guided_latent_residual_flow,anchor_conditioned_task_guided_latent_residual,,,Task-Guided Latent Residual Flow,task_reweighted_latent_residual_distribution,local_margin_safe_step,whitening_coloring,0.0004474913769295,2.918626412962226,1.3594411613504436,0.5147755466426834,0.0244874409173605,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,1.0,0.0,0.0,0.0,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/task_guided_latent_residual_flow/natops/s2/candidate_audit/natops_s2_task_guided_latent_residual_flow_candidate_audit.csv.gz,0.1,,,,,,,,,0.1,0.1,0.0244874409173605,0.0,0.0,5.7362806886113855,2.918626412962226,,,,,,1.0,0.1,0.1000000014901161,,,task_guided_latent_residual_operator,task_guided_latent_residual_flow,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,task_guided_latent_residual_operator,core_concat,concat_all,10.0,,none,,,,,,,,,,,,,,0.0,0.0,,,,0.0,6.778858405742692,0.1045934357487264,6.778858405742692,0.5424008343862179,0.2949315266980802,0.0,0.1535239266503966,3.2280155989354373,,,,0.0,,,,0.0,task_guided_latent_residual_operator,task_guided_latent_residual_flow,0.0190479103475809,0.0021644614171236,0.9809521436691284,0.6318715214729309,0.1149874031543731,1.4075092826901567,0.0363742385087194,6.734318404935067,1.221867391098044,2.6494115319124805,,,0.0,52.14710795392578,-0.0018546036392011,0.2215132709417419,1.0,10.0,0.2949315266980802,600.0,6.0,2.0,0.5,50.0,128.0,0.001,0.0001,1e-12,0.1519200741980227,0.1637821982056085,3.240677415028862,1.5934748192002617,0.0208333333333333,0.0208333333333333,2.6494115319124805,14.303870775179488,0.5123190873637332,0.0,,0.0,10.0,0.3965627272923787,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,2,lc_latent_residual_flow,success,,0.9070392331641024,0.9551476949697194,0.04810846180561701,1440,10.0,10.0,covariance_state_label_consistent_latent_residual,hard,resnet1d,True,False,none,True,label_consistent_boundary_reweighted_sampling,1.0,30,0,0,13.256985910004005,lc_latent_residual_flow,anchor_conditioned_label_consistent_latent_residual,,,Label-Consistent Latent Residual Flow,label_consistent_boundary_reweighted_residual_distribution,local_margin_safe_step,whitening_coloring,0.0004473641760348,2.918309722963343,1.3589001201247963,0.5146814744159706,0.0244874409173605,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,1.0,0.0,0.0,0.0,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/lc_latent_residual_flow/natops/s2/candidate_audit/natops_s2_lc_latent_residual_flow_candidate_audit.csv.gz,0.1,,,,,,,,,0.1,0.1,0.0244874409173605,0.0,0.0,5.7362806886113855,2.918309722963343,,,,,,1.0,0.1,0.1000000014901161,,,label_consistent_latent_residual_operator,lc_latent_residual_flow,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,label_consistent_latent_residual_operator,core_concat,concat_all,10.0,,none,,,,,,,,,,,,,,0.0,0.0,,,,0.0,6.643587327863093,0.060398754905599,6.643587327863093,0.5433157644038329,0.2858710805085528,0.0,,,-0.000126747302533,3.236402472143527,3.3075443936762867,0.0208333333333333,,,,0.0,label_consistent_latent_residual_operator,lc_latent_residual_flow,0.0183307770639657,0.002184433164075,0.9816691279411316,0.630203902721405,0.1115072816610336,1.4102372164260166,0.0427899868818153,6.586131596101577,1.2433450608613297,2.919091635616626,,,0.0,57.89418257384287,-0.0026158175458366,0.2196662466720896,1.0,10.0,0.2858710805085528,600.0,6.0,2.0,0.5,50.0,128.0,0.001,0.0001,1e-12,,,,,,,,,,,,,,,,,,,0.9791666666666666,0.0208333333333333,0.0208333333333333,0.0208333333333333,2.919091635616626,18.553834901261823,0.2027420739946306,3.240677415028862,1.5934748192002617,3.3075443936762867,0.0949132445421355,no_valid_label_consistent_candidates,1.0,0.0,1e-12,10.0,0.0,0.3965627272923787,,,,,,,,,,,,,,,,,,,,,
natops,2,spg_pia_zhead,success,,0.9070392331641024,0.9718951883498628,0.06485595518576037,1440,10.0,10.0,covariance_state_support_projected_gradient,hard,resnet1d,True,False,none,True,support_projected_gradient_zhead,1.0,24,0,0,8.983881918014959,spg_pia_zhead,anchor_conditioned_support_projected_gradient,,,SPG-PIA,telm2_support_projection,local_margin_safe_step,whitening_coloring,0.0004491557352024,2.917328990831358,1.4259357484692168,0.5712699975721175,0.0244874409173605,5.7362806886113855,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,1.0,0.0,0.0,0.0,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/spg_pia_zhead/natops/s2/candidate_audit/natops_s2_spg_pia_zhead_candidate_audit.csv.gz,0.1,,,,,,,,,0.1,0.1,0.0244874409173605,0.0,0.0,5.7362806886113855,2.917328990831358,,,,,,1.0,0.1,0.1000000014849421,,,support_projected_gradient_operator,spg_pia_zhead,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,support_projected_gradient_operator,core_concat,concat_all,10.0,,none,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,0.0160051001217364,0.0067761181643102,0.5107696489922346,0.0,support_projected_gradient_operator,spg_pia_zhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2287942458910402,0.0160051001217364,0.0261855112524257,0.0067761181643102,0.0106461724112224,0.5107696489922345,0.1884956494302978,0.9911857473167512,10.0,10.0,44600524.44702345,1e-06,0.1,50.0,600.0,,,,,
natops,2,wdba_sameclass,success,,0.9070392331641024,0.9387630329108326,0.03172379974673023,1440,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,1.0,13,0,0,6.473001804202795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,11.561992780484731,,
natops,2,dba_sameclass,success,,0.9070392331641024,0.9609623015873016,0.05392306842319916,1440,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9720279720279721,30,0,0,6.262957656988874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0
natops,3,csta_topk_uniform_top5,success,,0.920588320022504,0.9550596329553824,0.03447131293287842,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.972027972027972,30,0,0,9.465188913978636,uniform_topk,single_anchor,5,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004487496863068,2.9214561923216844,1.405648870062669,0.5563515004368449,0.0249482397876351,5.643837013582447,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,10.0,0.0,2.1859164585147184,0.1736111111111111,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/csta_topk_uniform_top5/natops/s3/candidate_audit/natops_s3_csta_topk_uniform_top5_candidate_audit.csv.gz,0.0999999999855442,2.42005780484244,4.208350283034092,2.431701958017617,1.7766483250164753,1.957645943181816,0.0999999999855442,0.1000000014901161,1.0,0.1,0.1,0.0249482397876351,0.0,0.0,5.643837013582447,2.9214561923216844,4.208350283034092,2.431701958017617,1.7766483250164753,1.957645943181816,2.42005780484244,1.0,0.0999999999855442,0.1000000014901161,2.1859164585147184,0.1736111111111111,response_only,topk_uniform_top5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,zpia_top1_pool,core_concat,concat_all,10.0,1.0,topk_uniform_top5,300.0,144.0,True,1.0,1.0,1.0,0.0,0.7591960365934863,0.7556615765190766,0.0114538393452741,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,2.1859164585147184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,3,random_cov_state,success,,0.9205883200225039,0.9442145349933976,0.023626214970893678,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.972027972027972,30,0,0,4.425380819942802,,,,,,,,,,2.9214074390603595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,3,csta_template_random_within_bank,success,,0.920588320022504,0.9076387267673532,-0.01294959325515077,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,csta_bank_random,0.972027972027972,17,0,0,8.249940545065328,random_within_bank,single_anchor,,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0004486894250945,2.9214538135549493,1.4010452394220616,0.5512412561859932,0.0249482397930638,5.643837013582447,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,10.0,0.0,2.262440025802608,0.1319444444444444,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/csta_template_random_within_bank/natops/s3/candidate_audit/natops_s3_csta_template_random_within_bank_candidate_audit.csv.gz,0.1000000000050549,1.513311814209858,4.208350283034092,2.431701958017617,1.7766483250164753,1.957645943181816,0.1000000000050549,0.1000000014901161,1.0,0.1,0.1,0.0249482397930638,0.0,0.0,5.643837013582447,2.9214538135549493,4.208350283034092,2.431701958017617,1.7766483250164753,1.957645943181816,1.513311814209858,1.0,0.1000000000050549,0.1000000014901161,2.262440025802608,0.1319444444444444,response_only,random,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,zpia_top1_pool,core_concat,concat_all,10.0,1.0,random,300.0,144.0,True,1.0,1.0,1.0,0.0,0.7591960365934863,0.7556615765190766,0.0114538393452741,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,2.262440025802608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,3,latent_residual_flow,success,,0.920588320022504,0.9482481517197042,0.02765983169720021,1440,10.0,10.0,covariance_state_latent_residual,hard,resnet1d,True,False,none,True,latent_residual_sampling,0.972027972027972,30,0,0,10.719359008828178,latent_residual_flow,anchor_conditioned_latent_residual,,,Latent Residual Flow,latent_residual_distribution,local_margin_safe_step,whitening_coloring,0.0004474331382912,2.924983303332696,1.3544005354339024,0.5105902720424188,0.0249482397923818,5.643837013582447,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,1.0,0.0,0.0,0.0,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/latent_residual_flow/natops/s3/candidate_audit/natops_s3_latent_residual_flow_candidate_audit.csv.gz,0.1,,,,,,,,,0.1,0.1,0.0249482397923818,0.0,0.0,5.643837013582447,2.924983303332696,,,,,,1.0,0.1,0.1000000014901161,,,latent_residual_flow_operator,latent_residual_flow,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,latent_residual_flow_operator,core_concat,concat_all,10.0,,none,,,,,,,,,,,,,,0.0,0.0,,,,0.0,6.50238067171716,0.0458470193081304,6.50238067171716,0.5516142738776041,0.2664134539063029,0.0,,,,,,0.0,,,,0.0,latent_residual_flow_operator,latent_residual_flow,0.0203219559043645,0.0021740647498518,0.9796780347824096,0.6407420039176941,0.1295709162950515,1.414943938524007,0.04528858473409,6.587375102676657,1.2890604580474443,3.10872835408376,3.10872835408376,3.0830615544956266,0.0,58.03174765052372,-0.0044008287391608,0.2251438541370327,1.0,10.0,0.2664134539063029,600.0,6.0,2.0,0.5,50.0,128.0,0.001,0.0001,1e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,3,task_guided_latent_residual_flow,success,,0.920588320022504,0.9723026408171924,0.051714320794688406,1440,10.0,10.0,covariance_state_task_guided_latent_residual,hard,resnet1d,True,False,none,True,task_reweighted_residual_sampling,0.972027972027972,23,0,0,12.727953584864736,task_guided_latent_residual_flow,anchor_conditioned_task_guided_latent_residual,,,Task-Guided Latent Residual Flow,task_reweighted_latent_residual_distribution,local_margin_safe_step,whitening_coloring,0.000447419622601,2.9250470082964006,1.3568381151546216,0.5120638575027227,0.0249482397923818,5.643837013582447,0.1,0.1,0.0,0.0,0.0,1440.0,1440.0,10.0,1.0,0.0,0.0,0.0,1.0,1440.0,True,1.0,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_spg_pia_zhead_pilot3/resnet1d_s123/_csta_runs/task_guided_latent_residual_flow/natops/s3/candidate_audit/natops_s3_task_guided_latent_residual_flow_candidate_audit.csv.gz,0.1,,,,,,,,,0.1,0.1,0.0249482397923818,0.0,0.0,5.643837013582447,2.9250470082964006,,,,,,1.0,0.1,0.1000000014901161,,,task_guided_latent_residual_operator,task_guided_latent_residual_flow,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,task_guided_latent_residual_operator,core_concat,concat_all,10.0,,none,,,,,,,,,,,,,,0.0,0.0,,,,0.0,6.635275277530944,0.0974251700877026,6.635275277530944,0.5624156649619677,0.2929413292889788,0.0,0.1582558701194895,3.651458807888493,,,,0.0,,,,0.0,task_guided_latent_residual_operator,task_guided_latent_residual_flow,0.0218333676457405,0.0021227577235549,0.9781666994094848,0.6584764719009399,0.1311316490173339,1.417510091966968,0.0436788733190196,6.780697395962779,1.2009502579295357,2.6749938848590302,,,0.0,51.83985455601473,-0.0009973662557906,0.2317660724576525,1.0,10.0,0.2929413292889788,600.0,6.0,2.0,0.5,50.0,128.0,0.001,0.0001,1e-12,0.1562811279405846,0.2313113566746616,3.6608760074849,2.2318947814200025,0.0625703256007367,0.0625703256007367,2.6749938848590302,14.65569636143515,0.4805571468808836,0.0,,0.0,10.0,0.3227676225205262,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
