dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
racketsports,csta_topk_uniform_top5,0.8916634870099612,0.023549482347686574,0.012010465865766004,0.0169579267252562,0.0,1200.0,10.0,3
racketsports,no_aug,0.8796530211441954,0.01552898257918647,0.0,0.0,,0.0,0.0,3
