dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
cricket,csta_topk_uniform_top5,0.9906759906759909,0.008074828939714965,0.0,0.0,0.0,860.0,10.0,3
cricket,no_aug,0.9906759906759909,0.008074828939714965,0.0,0.0,,0.0,0.0,3
