dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
handmovementdirection,csta_topk_uniform_top5,0.4908405019913773,0.038939929917477044,0.02091218975314087,0.032507628042948815,0.37461698017038564,1280.0,10.0,3
racketsports,csta_topk_uniform_top5,0.7987090581336022,0.019990211632029162,0.03894530172147229,0.0036814871665243384,0.8626232957502307,1200.0,10.0,3
