dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,effective_k_dir_zpia,u_perp_norm_ratio_mean,u_perp_zero_rate,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std
handmovementdirection,1,success,zpia_top1_pool,resnet1d,act,0.23844289670902574,0.30879240484503645,0.07034950813601071,29.50370071965623,21,30,0.5395413410119293,0.4237179487179487,0.00028545016412301826,1.1122819608217153e-07,1.0863795451252765,0.14872156728500066,0.2067349555107199,0.9899009169526736,-0.009963955730199814,0.5078125,256,256,10,10,0.0,2.2666590721856053,0.1328125,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,0.9999999999999999,1.0,1.0,0,0.7521657954824004,0.7547584640415349,0.013221726157563186
handmovementdirection,2,success,zpia_top1_pool,resnet1d,act,0.2030680813439434,0.2583874458874459,0.055319364543502475,27.24176883714057,17,30,0.3214285714285714,0.4088830673969993,0.0002854464682866638,1.1119486398325328e-07,1.0882481486528985,0.1487032307003175,0.20761971342189425,0.987985101412486,-0.0005499763647094369,0.4921875,256,256,10,10,0.0,2.264489185907674,0.1328125,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,0.9999999999999999,1.0,1.0,0,0.7594804272123965,0.761819704350053,0.011910733395720413
handmovementdirection,3,success,zpia_top1_pool,resnet1d,act,0.18756284565108094,0.3152415813790919,0.12767873572801097,68.07247310219195,15,21,0.3456896551724138,0.37012987012987014,0.0002854411678356542,1.1148504561372042e-07,1.086828419381957,0.14820236400457795,0.20373423061338686,1.0034452843727362,-0.0006643395172432065,0.484375,256,256,10,10,0.0,2.2618594754105543,0.140625,zpia_top1_pool,core_concat,concat_all,2.0,1,anchor_top_abs_response,10,0.0,0.0,55,128,False,0.9999999999999999,1.0,1.0,0,0.7623051847260964,0.7644649575641655,0.01164610002504241
