dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,effective_k_dir_zpia,u_perp_norm_ratio_mean,u_perp_zero_rate,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std
japanesevowels,1,success,zpia_top1_pool,resnet1d,act,0.9561456014766324,0.9859530991412557,0.029807497664623317,3.1174639616733972,30,20,0.9452769452769453,0.9813519813519815,0.000315798002065004,2.4622209914437394,1.2183675254918336,0.33331823419132994,1.0,5.394679395933378,-0.007239436265081167,0.5092592592592593,2160,2160,10,10,0.0,2.208934062412209,0.1527777777777778,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,0.9999999999999999,1.0,1.0,0,0.7457823519458467,0.7501390617000077,0.012200302220932022
japanesevowels,2,success,zpia_top1_pool,resnet1d,act,0.9741476029508114,0.9772075372280329,0.00305993427722151,0.31411399605548507,30,30,1.0,1.0,0.00031569770367755496,2.4439172159137947,1.212333336746948,0.32926932773542983,1.0,5.356552201176859,-0.005661394447088242,0.5092592592592593,2160,2160,10,10,0.0,2.225231092273819,0.16203703703703703,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,0.9999999999999999,1.0,1.0,0,0.7493481019152409,0.7534476229307976,0.012690262216722484
japanesevowels,3,success,zpia_top1_pool,resnet1d,act,0.9681596726696929,0.9789062474306759,0.010746574760982952,1.1100001326588231,30,24,1.0,1.0,0.0003157694080077578,2.4440246369057768,1.214188319717628,0.33293213265515936,1.0,5.378469108461614,-0.005798582918941975,0.5092592592592593,2160,2160,10,10,0.0,2.0712488317909603,0.17592592592592593,zpia_top1_pool,core_concat,concat_all,10.0,1,anchor_top_abs_response,10,0.0,0.0,78,216,False,0.9999999999999999,1.0,1.0,0,0.7488016497452964,0.7512732409111937,0.012352527585986917
