dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
atrialfibrillation,no_aug,0.11670816474738044,0.03954370645460212,0.0,0.0,,0.0,0.0,3
atrialfibrillation,csta_topk_uniform_top5,0.08650238650238647,0.03642985256128535,-0.03020577824499394,0.022494219694396786,0.0,120.0,10.0,3
